Srno,RecipeName,TranslatedRecipeName,Ingredients,TranslatedIngredients,PrepTimeInMins,CookTimeInMins,TotalTimeInMins,Servings,Cuisine,Course,Diet,Instructions,TranslatedInstructions,URL
6260,Cabbage and Methi Paratha Recipe,Cabbage and Methi Paratha Recipe,"1 cup Whole Wheat Flour,3 cups Instant Oats (Oatmeal) - (oat bran),1 cup Cabbage (Patta Gobi/ Muttaikose) - finely chopped,150 grams Methi Leaves (Fenugreek Leaves) - finely chopped,1 Onion - finely chopped,1 teaspoon Red Chilli powder,1/2 teaspoon Ajwain (Carom seeds),1/3 cup Curd (Dahi / Yogurt),Salt - to taste,2 teaspoons Sunflower Oil","1 cup Whole Wheat Flour,3 cups Instant Oats (Oatmeal) - (oat bran),1 cup Cabbage (Patta Gobi/ Muttaikose) - finely chopped,150 grams Methi Leaves (Fenugreek Leaves) - finely chopped,1 Onion - finely chopped,1 teaspoon Red Chilli powder,1/2 teaspoon Ajwain (Carom seeds),1/3 cup Curd (Dahi / Yogurt),Salt - to taste,2 teaspoons Sunflower Oil",20,25,45,4,Indian,North Indian Breakfast,Vegetarian,"To prepare Cabbage and Methi Paratha, first finely chop the cabbage, methi and onion. Heat oil in a stir-fry pan over medium heat and saute the onions till they turn soft. Add the cabbage and cook covered till soft. Turn off the heat and let the vegetables cool down.To bind the dough for the paratha, combine together whole wheat flour, oat bran, cabbage, methi leaves, curd and spices and bind the dough using a little water if needed. Knead the dough well for few minutes. Let the dough rest for about 30 minutes, this helps the dough to soften.Divide the dough in small size equal parts. Roll out each portion into a round parantha to a prefered thickness. Do make sure you keep dusting it in flour, so the the paratha does not stick to the surface while rolling.Preheat the tawa (griddle) on medium heat. Place the rolled out dough on the heated tawa and cook on medium heat both sides till it is slightly browned. When you notice the brown spots, smear a teaspoon of ghee or oil on both sides and cook until the paratha has turned golden brown and lightly crisp on both sides.Once the paratha is done, place it on a platter and proceed to cook the remaining parathas. Serve Cabbage and Methi Paratha with Tomato Onion Cucumber Raita and Mango Pickle.
","To prepare Cabbage and Methi Paratha, first finely chop the cabbage, methi and onion. Heat oil in a stir-fry pan over medium heat and saute the onions till they turn soft. Add the cabbage and cook covered till soft. Turn off the heat and let the vegetables cool down.To bind the dough for the paratha, combine together whole wheat flour, oat bran, cabbage, methi leaves, curd and spices and bind the dough using a little water if needed. Knead the dough well for few minutes. Let the dough rest for about 30 minutes, this helps the dough to soften.Divide the dough in small size equal parts. Roll out each portion into a round parantha to a prefered thickness. Do make sure you keep dusting it in flour, so the the paratha does not stick to the surface while rolling.Preheat the tawa (griddle) on medium heat. Place the rolled out dough on the heated tawa and cook on medium heat both sides till it is slightly browned. When you notice the brown spots, smear a teaspoon of ghee or oil on both sides and cook until the paratha has turned golden brown and lightly crisp on both sides.Once the paratha is done, place it on a platter and proceed to cook the remaining parathas. Serve Cabbage and Methi Paratha with Tomato Onion Cucumber Raita and Mango Pickle.
",https://www.archanaskitchen.com/cabbage-and-methi-parantha-recipe
6261,हरे सेब का रसम रेसिपी - Green Apple Rasam (Recipe In Hindi),Green Apple Rasam Recipe,"1 हरा सेब - काट ले,3/4 कप अरहर दाल - पकी हुई,1 टमाटर - काट ले,1/2 छोटा चमच्च हींग,1/2 छोटा चमच्च हल्दी पाउडर,1/2 बड़ा चमच्च रसम पाउडर,पानी - प्रयोग अनुसार,कढ़ी पत्ता - थोड़ा,4 टहनी हरा धनिया - बारीक काट ले,घी - प्रयोग अनुसार,1/2 छोटा चमच्च राइ,1/2 छोटा चमच्च जीरा,2 लॉन्ग लहसुन - बारीक काट ले,1 सुखी लाल मिर्च","1 हरा सेब - काट ले,3/4 कप अरहर दाल - पकी हुई,1 टमाटर - काट ले,1/2 छोटा चमच्च हींग,1/2 छोटा चमच्च हल्दी पाउडर,1/2 बड़ा चमच्च रसम पाउडर,पानी - प्रयोग अनुसार,कढ़ी पत्ता - थोड़ा,4 टहनी हरा धनिया - बारीक काट ले,घी - प्रयोग अनुसार,1/2 छोटा चमच्च राइ,1/2 छोटा चमच्च जीरा,2 लॉन्ग लहसुन - बारीक काट ले,1 सुखी लाल मिर्च",10,20,30,4,South Indian Recipes,Dinner,High Protein Vegetarian,"हरे सेब के रसम को बनाने के लिए सबसे पहले दाल को पानी के साथ प्रेशर कुकर में डाले। 2 सिटी आने तक पकाए। पकने के बाद गैस बंद करें और प्रेशर निकलने दे. अलग से रख दे. अब हरे सेब और टमाटर को मिक्सर ग्राइंडर में डाले और पीस ले. अब एक कढ़ाई में टमाटर सेब का रस, हींग, कढ़ी पत्ता, हल्दी पाउडर और नमक डाले। मिला ले और उबला आने दे. उबला आने के बाद, इसमें रसम पाउडर डाले और उबला आने दे.अब हम रसम के लिए तड़का बनाएँगे। एक तड़के पेन में घी करम करें। तड़के के लिए दी गई सामग्री डाले और 10 सेकण्ड्स तक पकने दे. यह तड़का रसम पर डाले और हरे धनिये से गार्निश करें। हरे सेब के रसम को बीटरूट थोरन और चावल के साथ दिन के खाने के लिए परोसे।
","हरे सेब के रसम को बनाने के लिए सबसे पहले दाल को पानी के साथ प्रेशर कुकर में डाले। 2 सिटी आने तक पकाए। पकने के बाद गैस बंद करें और प्रेशर निकलने दे. अलग से रख दे. अब हरे सेब और टमाटर को मिक्सर ग्राइंडर में डाले और पीस ले. अब एक कढ़ाई में टमाटर सेब का रस, हींग, कढ़ी पत्ता, हल्दी पाउडर और नमक डाले। मिला ले और उबला आने दे. उबला आने के बाद, इसमें रसम पाउडर डाले और उबला आने दे.अब हम रसम के लिए तड़का बनाएँगे। एक तड़के पेन में घी करम करें। तड़के के लिए दी गई सामग्री डाले और 10 सेकण्ड्स तक पकने दे. यह तड़का रसम पर डाले और हरे धनिये से गार्निश करें। हरे सेब के रसम को बीटरूट थोरन और चावल के साथ दिन के खाने के लिए परोसे।
",https://www.archanaskitchen.com/green-apple-rasam-recipe-in-hindi
6263,तीखी गोअन मशरुम रेसिपी - Spicy Goan Style Mushrooms Recipe,Spicy Goan Mushroom Recipe - Spicy Goan Style Mushrooms Recipe,"250 ग्राम बटन मशरुम,तेल - प्रयोग अनुसार,1 कप सूजी,1/4 कप चावल का आटा,3 कली लहसुन - कस ले,1 छोटा चम्मच हल्दी पाउडर,1 छोटा चम्मच लाल मिर्च पाउडर,नमक - स्वाद अनुसार","250 ग्राम बटन मशरुम,तेल - प्रयोग अनुसार,1 कप सूजी,1/4 कप चावल का आटा,3 कली लहसुन - कस ले,1 छोटा चम्मच हल्दी पाउडर,1 छोटा चम्मच लाल मिर्च पाउडर,नमक - स्वाद अनुसार",10,30,40,4,Goan Recipes,Lunch,Vegetarian,"तीखी गोअन मशरुम रेसिपी बनाने के लिए सबसे पहले मशरुम को अच्छी तरह से धो कर उन्हें साफ़ कर ले. बिच में से काट ले और लग से रख ले. एक दूसरे बाउल में सूजी, चावल का आटा, लहसुन, हल्दी पाउडर, लाल मिर्च पाउडर, नमक डाले, थोड़ा पानी और मिला ले. इसमें मशरुम डाले और फिर से अच्छी तरह से मिला ले.अब एक कढ़ाई में प्रयोग अनुसार तेल गरम करें। इसमें मशरुम डाले और कुरकुरे भूरे होने तक पका ले. इसमें कम से कम 15 मिनट लगेंगे। कढ़ाई से निकाले और परोसे। तीखी गोअन मशरुम रेसिपी को तवा पराठा और टमाटर प्याज और ककड़ी का रायता के साथ दिन के खाने के लिए परोसे।
","तीखी गोअन मशरुम रेसिपी बनाने के लिए सबसे पहले मशरुम को अच्छी तरह से धो कर उन्हें साफ़ कर ले. बिच में से काट ले और लग से रख ले. एक दूसरे बाउल में सूजी, चावल का आटा, लहसुन, हल्दी पाउडर, लाल मिर्च पाउडर, नमक डाले, थोड़ा पानी और मिला ले. इसमें मशरुम डाले और फिर से अच्छी तरह से मिला ले.अब एक कढ़ाई में प्रयोग अनुसार तेल गरम करें। इसमें मशरुम डाले और कुरकुरे भूरे होने तक पका ले. इसमें कम से कम 15 मिनट लगेंगे। कढ़ाई से निकाले और परोसे। तीखी गोअन मशरुम रेसिपी को तवा पराठा और टमाटर प्याज और ककड़ी का रायता के साथ दिन के खाने के लिए परोसे।
",https://www.archanaskitchen.com/spicy-goan-style-mushrooms-recipe-in-hindi
6264,जल जीरा रेसिपी - Jal Jeera Recipe, Jal Jeera Recipe,"2 छोटे चम्मच जीरा पाउडर - सेक कर पाउडर बना ले,1 छोटा चम्मच काला नमक या सेंधा नमक,2 छोटे चम्मच पुदीना - बारीक काट ले,निम्बू का रस - प्रयोग अनुसार,नमक - स्वाद अनुसार","2 छोटे चम्मच जीरा पाउडर - सेक कर पाउडर बना ले,1 छोटा चम्मच काला नमक या सेंधा नमक,2 छोटे चम्मच पुदीना - बारीक काट ले,निम्बू का रस - प्रयोग अनुसार,नमक - स्वाद अनुसार",10,0,10,2,Indian,Snack,Vegetarian,"जल जीरा रेसिपी बनाने के लिए, एक बाउल में 4 कप पानी, जीरा पाउडर, काला नमक, पुदीना, निम्बू का रस, नमक डाले और अच्छी तरह से मिला ले. अगर आपको ठंडा चाहिए तो थोड़ी देर फ्रिज में रख ले. आप इसमें काली मिर्च पाउडर या पीसी हुई हरी मिर्च का भी इस्तेमाल कर सकते है.जल जीरा रेसिपी को अपने मेहमानो को कर्नाटक स्टाइल चुरिमूरि और दिल्ली स्टाइल मटर चाट के साथ परोसे। 
","जल जीरा रेसिपी बनाने के लिए, एक बाउल में 4 कप पानी, जीरा पाउडर, काला नमक, पुदीना, निम्बू का रस, नमक डाले और अच्छी तरह से मिला ले. अगर आपको ठंडा चाहिए तो थोड़ी देर फ्रिज में रख ले. आप इसमें काली मिर्च पाउडर या पीसी हुई हरी मिर्च का भी इस्तेमाल कर सकते है.जल जीरा रेसिपी को अपने मेहमानो को कर्नाटक स्टाइल चुरिमूरि और दिल्ली स्टाइल मटर चाट के साथ परोसे। 
",https://www.archanaskitchen.com/jal-jeera-recipe-indian-spiced-lemonade-in-hindi
6266,Nimbu Chunda Recipe (Lemon Chutney) - No Cook And Oil Free,Nimbu Chunda Recipe (Lemon Chutney) - No Cook And Oil Free,"350 grams Lemons - (adjust),400 grams Sugar - (adjust),Salt - to taste,2 teaspoon Red Chilli powder - (adjust)","350 grams Lemons - (adjust),400 grams Sugar - (adjust),Salt - to taste,2 teaspoon Red Chilli powder - (adjust)",15,0,15,500,North Indian Recipes,Appetizer,Vegetarian,"To prepare Nimbu Chunda Recipe (Lemon Chutney), firstly, select lemons that have thin skin and are soft to touch when slightly pressed.Wash and scrub the lemons well. Keep them soaked in water for approximately 8-10 hours to get rid of the natural oils of lemon.Wipe the lemons well and cut them into 4 pieces. Remove the pips (seeds).Transfer them to a Mixer grinder and pulse them till they are roughly pureed. (There should be no chunks though).Transfer to a glass jar or a non-reactive container and add sugar, salt and red chili powder.Cover the mouth of the jar and keep it for 10-15 days in the sun for a few hours. Stir it once or twice each day during this period using a dry spoon or spatula.The Nimbu Chunda Recipe (Lemon Chutney) is ready once the liquid becomes syrupy. Pair it as an accompaniment to the main meal to enjoy its zing.
","To prepare Nimbu Chunda Recipe (Lemon Chutney), firstly, select lemons that have thin skin and are soft to touch when slightly pressed.Wash and scrub the lemons well. Keep them soaked in water for approximately 8-10 hours to get rid of the natural oils of lemon.Wipe the lemons well and cut them into 4 pieces. Remove the pips (seeds).Transfer them to a Mixer grinder and pulse them till they are roughly pureed. (There should be no chunks though).Transfer to a glass jar or a non-reactive container and add sugar, salt and red chili powder.Cover the mouth of the jar and keep it for 10-15 days in the sun for a few hours. Stir it once or twice each day during this period using a dry spoon or spatula.The Nimbu Chunda Recipe (Lemon Chutney) is ready once the liquid becomes syrupy. Pair it as an accompaniment to the main meal to enjoy its zing.
",https://www.archanaskitchen.com/nimbu-chunda-recipe-lemon-chutney-no-cook-and-oil-free
6267,Panchratan Dal Paniyaram Recipe,Panchratan Dal Paniyaram Recipe,"3/4 cup Barnyard Millet,2 tablespoons Chana dal (Bengal Gram Dal),2 tablespoons Arhar dal (Split Toor Dal),2 tablespoons Green Moong Dal (Whole),2 tablespoons White Urad Dal (Split),2 tablespoons Pink Masoor Dal (Split),1 Onion - finely chopped,2 Green Chillies - chopped,5-8 Curry leaves,1/2 teaspoon Black Urad Dal (Split),2 tablespoon Mint Leaves (Pudina) - chopped,1 inch Ginger - finely grated,Salt - to taste,1/4 tablespoon Asafoetida (hing),Sunflower Oil - as needed","3/4 cup Barnyard Millet,2 tablespoons Chana dal (Bengal Gram Dal),2 tablespoons Arhar dal (Split Toor Dal),2 tablespoons Green Moong Dal (Whole),2 tablespoons White Urad Dal (Split),2 tablespoons Pink Masoor Dal (Split),1 Onion - finely chopped,2 Green Chillies - chopped,5-8 Curry leaves,1/2 teaspoon Black Urad Dal (Split),2 tablespoon Mint Leaves (Pudina) - chopped,1 inch Ginger - finely grated,Salt - to taste,1/4 tablespoon Asafoetida (hing),Sunflower Oil - as needed",20,30,50,4,South Indian Recipes,Snack,Vegetarian,"To begin with Panchratan Dal Paniyaram Recipe, soak Millet and the Panchratan dal mix in the water for almost 3 hours separately.After 3 hours, drain the water completely and combine the millet and dal mixture.Now blend the mixture with ginger, green chilies, mint and curry leaves in a mixer to get a smooth batter. Add a little water to the mixture to get the smooth batter.Transfer the batter to a mixing bowl and add chopped onions, asafoetida and salt and mix it well.Add the required water to the batter to make it of thick consistency just similar to idli batter. The batter is now ready to make Panchratan Dal Adai Paniyaram.The next step is to heat the Paniyaram pan on low-medium flame.Pour 1 teaspoon oil into each cavities of the pan and put 1 tablespoon of batter into each of the cavities. Once the caves are filled half, close the pan with a lid and cook on low-medium flame for 2-3 minutes.After 2 or 3 minutes, open the lid and turn over each Paniyaram to allow it to cook on the other side too.Once each Paniyaram is cooked, remove it from the pan and pour another batch of batter.Serve the Panchratan Dal Paniyaram with South Indian Coconut Chutney or Green Coriander and Coconut Chutney.
","To begin with Panchratan Dal Paniyaram Recipe, soak Millet and the Panchratan dal mix in the water for almost 3 hours separately.After 3 hours, drain the water completely and combine the millet and dal mixture.Now blend the mixture with ginger, green chilies, mint and curry leaves in a mixer to get a smooth batter. Add a little water to the mixture to get the smooth batter.Transfer the batter to a mixing bowl and add chopped onions, asafoetida and salt and mix it well.Add the required water to the batter to make it of thick consistency just similar to idli batter. The batter is now ready to make Panchratan Dal Adai Paniyaram.The next step is to heat the Paniyaram pan on low-medium flame.Pour 1 teaspoon oil into each cavities of the pan and put 1 tablespoon of batter into each of the cavities. Once the caves are filled half, close the pan with a lid and cook on low-medium flame for 2-3 minutes.After 2 or 3 minutes, open the lid and turn over each Paniyaram to allow it to cook on the other side too.Once each Paniyaram is cooked, remove it from the pan and pour another batch of batter.Serve the Panchratan Dal Paniyaram with South Indian Coconut Chutney or Green Coriander and Coconut Chutney.
",http://www.archanaskitchen.com/panchratan-dal-adai-paniyaram-recipe
6268,शिमला मिर्च की चटनी रेसिपी - Capsicum Chutney (Recipe In Hindi),Capsicum Chutney (Recipe In Hindi),"1 शिमला मिर्च (लाल) - काट ले,1 प्याज - काट ले,1 टमाटर - काट ले,2 हरी मिर्च - काट ले,2 सुखी लाल मिर्च,2 कली लहसुन,1 बड़ा चमच्च तेल,नमक - स्वाद अनुसार,1 बड़ा चमच्च तेल,1/2 छोटा चमच्च राइ,1/2 छोटा चमच्च जीरा,1/2 छोटा चमच्च सफ़ेद उरद दाल,3 कढ़ी पत्ता,1 सुखी लाल मिर्च","1 शिमला मिर्च (लाल) - काट ले,1 प्याज - काट ले,1 टमाटर - काट ले,2 हरी मिर्च - काट ले,2 सुखी लाल मिर्च,2 कली लहसुन,1 बड़ा चमच्च तेल,नमक - स्वाद अनुसार,1 बड़ा चमच्च तेल,1/2 छोटा चमच्च राइ,1/2 छोटा चमच्च जीरा,1/2 छोटा चमच्च सफ़ेद उरद दाल,3 कढ़ी पत्ता,1 सुखी लाल मिर्च",10,15,25,5,Indian,Side Dish,Vegan,"शिमला मिर्च की चटनी बनाने के लिए सबसे पहले एक कढ़ाई में तेल गरम कर ले. इसमें प्याज, लहसुन और शिमला मिर्च डाले। शिमला मिर्च के नरम होने तक पकाए। थोड़ा नमक डाले, और ढक कर पकाए। शिमला मिर्च के नरम होने के बाद इसमें टमाटर, सुखी लाल मिर्च डाले और टमाटर के नरम होने तक पकने दे. गैस बंद करें। अब इस सामग्री को मिक्सर ग्राइंडर में नमक के साथ डाले और पीस ले.अब इसके तड़के की तैयारी करें। एक छोटी कढ़ाई में तेल डाले। इसमें राइ, जीरा, उरद दाल, सुखी लाल मिर्च और कढ़ी पत्ता डाले। 10 सेकण्ड्स तक पकने दे और इसे चटनी में डाल दे. मिला ले और परोसे।  शिमला मिर्च की चटनी को घी डोसा या इडली के साथ सुबह के नाश्ते के लिए परोसे।
","शिमला मिर्च की चटनी बनाने के लिए सबसे पहले एक कढ़ाई में तेल गरम कर ले. इसमें प्याज, लहसुन और शिमला मिर्च डाले। शिमला मिर्च के नरम होने तक पकाए। थोड़ा नमक डाले, और ढक कर पकाए। शिमला मिर्च के नरम होने के बाद इसमें टमाटर, सुखी लाल मिर्च डाले और टमाटर के नरम होने तक पकने दे. गैस बंद करें। अब इस सामग्री को मिक्सर ग्राइंडर में नमक के साथ डाले और पीस ले.अब इसके तड़के की तैयारी करें। एक छोटी कढ़ाई में तेल डाले। इसमें राइ, जीरा, उरद दाल, सुखी लाल मिर्च और कढ़ी पत्ता डाले। 10 सेकण्ड्स तक पकने दे और इसे चटनी में डाल दे. मिला ले और परोसे।  शिमला मिर्च की चटनी को घी डोसा या इडली के साथ सुबह के नाश्ते के लिए परोसे।
",https://www.archanaskitchen.com/capsicum-chutney-recipe-in-hindi
6269,Rajasthani Kachri Phali Ki Sabzi Recipe -Wild Cucumber And Beans Sabzi,Rajasthani Kachri Puli Vegetable Recipe - Wild Cucumber and Beans Vegetable,"1 cup Gawar Phali (Kothavarangai / Cluster beans) - chopped,9 Kachri (Wild cucumber) - chopped,1 tablespoon Sunflower Oil,1 tablespoon Cumin seeds (Jeera),1 teaspoon Asafoetida (hing),1 tablespoon Turmeric powder (Haldi),1 tablespoon Red Chilli powder,Salt - to taste,3/4 tablespoon Coriander Powder (Dhania),1 tablespoon Amchur (Dry Mango Powder)","1 cup Gawar Phali (Kothavarangai / Cluster beans) - chopped,9 Kachri (Wild cucumber) - chopped,1 tablespoon Sunflower Oil,1 tablespoon Cumin seeds (Jeera),1 teaspoon Asafoetida (hing),1 tablespoon Turmeric powder (Haldi),1 tablespoon Red Chilli powder,Salt - to taste,3/4 tablespoon Coriander Powder (Dhania),1 tablespoon Amchur (Dry Mango Powder)",10,20,30,5,Rajasthani,Side Dish,Vegetarian,"To begin making Rajasthani Kachri Phali Ki Sabzi Recipe (Wild Cucumber And Beans Sabzi), peel and cut wild cucumber, make sure you taste them before adding with other ingredients as sometimes they can be bitter in taste.Take a pressure cooker. Add gawar phali and pressure cook them for one whistle and release pressure immedietly.Take a strainer and strain water and keep them aside.Heat oil in a pan or kadai on a medium heat, add cumin and asafoetida once the oil is hot.Let cumin crackle and add turmeric powder, red chilli powder, and coriander powder. Mix everything well for few seconds.Add chopped kachri and mix it with masala. Let it cook for about 5-7 minutes.Now add boiled gawar phali to cooked kachri. Let it cook for about 2 minutes on medium heat. Add salt to taste and amchoor powder.Serve Kachri Phali Ki Sabzi Recipe (Wild Cucumber And Beans Sabzi) along with Phulka, and Smoked Dal Makhani Dhaba Style Recipe for a weekday lunch.
","To begin making Rajasthani Kachri Phali Ki Sabzi Recipe (Wild Cucumber And Beans Sabzi), peel and cut wild cucumber, make sure you taste them before adding with other ingredients as sometimes they can be bitter in taste.Take a pressure cooker. Add gawar phali and pressure cook them for one whistle and release pressure immedietly.Take a strainer and strain water and keep them aside.Heat oil in a pan or kadai on a medium heat, add cumin and asafoetida once the oil is hot.Let cumin crackle and add turmeric powder, red chilli powder, and coriander powder. Mix everything well for few seconds.Add chopped kachri and mix it with masala. Let it cook for about 5-7 minutes.Now add boiled gawar phali to cooked kachri. Let it cook for about 2 minutes on medium heat. Add salt to taste and amchoor powder.Serve Kachri Phali Ki Sabzi Recipe (Wild Cucumber And Beans Sabzi) along with Phulka, and Smoked Dal Makhani Dhaba Style Recipe for a weekday lunch.
",https://www.archanaskitchen.com/kachri-phali-ki-sabzi-recipe-wild-cucumber-and-beans-sabzi
6270,Mixed Vegetable Noodle Cutlet Recipe,Mixed Vegetable Noodle Cutlet Recipe,"1 cup Rice Vermicelli Noodles (Thin) - cooked,1 Potato (Aloo) - boiled,1 Carrot (Gajjar) - grated,1/2 Green Bell Pepper (Capsicum) - grated,2 teaspoons Classic Mayonnaise (With Egg),2 tablespoons Tomato Salsa,2 Cheese - grated,Salt - to taste,Black pepper powder - to taste,1 Whole Wheat Brown Bread - (ground to get fresh bread crumbs),2 tablespoons Oat bran,Extra Virgin Olive Oil - to shallow fry","1 cup Rice Vermicelli Noodles (Thin) - cooked,1 Potato (Aloo) - boiled,1 Carrot (Gajjar) - grated,1/2 Green Bell Pepper (Capsicum) - grated,2 teaspoons Classic Mayonnaise (With Egg),2 tablespoons Tomato Salsa,2 Cheese - grated,Salt - to taste,Black pepper powder - to taste,1 Whole Wheat Brown Bread - (ground to get fresh bread crumbs),2 tablespoons Oat bran,Extra Virgin Olive Oil - to shallow fry",15,30,45,4,North Indian Recipes,Appetizer,Vegetarian,"To begin making the Mixed Vegetable Noodle Cutlet Recipe, Cook your instant noodles without the tastemaker according the instructions on the packet.  Once the noodles are cooked, drain any extra water and set the noodles aside to cool.In a large bowl, mash the boiled potato and mix with grated carrots and capsicum. Add, the cooked noodles and all the remaining cutlet ingredients except the crumbs and the oat bran and combine well. Check the salt and spices and adjust to suit your taste.Divide the cutlet mixture into equal parts and shape them into round discs of about an inch thickness.Combine the breadcrumbs and oat bran in a platter. Dip the vegetable noodle cutlet on the crumb-bran mixture. Heat a skillet on medium heat and place the shaped noodle cutlets on them. Drizzle a bit of oil over the cutlets and pan fry them until brown and crisp on both sides.Serve the Mixed Vegetable Noodle Cutlet Recipe as an appetizer, a tea time snack or even into the snack box for kids. Serve it along with a classic tomato ketchup or even a Yogurt Dip.
","To begin making the Mixed Vegetable Noodle Cutlet Recipe, Cook your instant noodles without the tastemaker according the instructions on the packet.  Once the noodles are cooked, drain any extra water and set the noodles aside to cool.In a large bowl, mash the boiled potato and mix with grated carrots and capsicum. Add, the cooked noodles and all the remaining cutlet ingredients except the crumbs and the oat bran and combine well. Check the salt and spices and adjust to suit your taste.Divide the cutlet mixture into equal parts and shape them into round discs of about an inch thickness.Combine the breadcrumbs and oat bran in a platter. Dip the vegetable noodle cutlet on the crumb-bran mixture. Heat a skillet on medium heat and place the shaped noodle cutlets on them. Drizzle a bit of oil over the cutlets and pan fry them until brown and crisp on both sides.Serve the Mixed Vegetable Noodle Cutlet Recipe as an appetizer, a tea time snack or even into the snack box for kids. Serve it along with a classic tomato ketchup or even a Yogurt Dip.
",http://www.archanaskitchen.com/mixed-vegetable-noodle-cutlet-recipe
6273,Cabbage & Dal Stuffed Paratha Recipe,Cabbage & Dal Stuffed Paratha Recipe,"1 cup Whole Wheat Flour,2 teaspoon Sunflower Oil,1/2 cup Water,1/4 teaspoon Salt,2 cups Cabbage (Patta Gobi/ Muttaikose) - finely chopped,1/2 cup Yellow Moong Dal (Split),2 Green Chillies - finely chopped,1/2 Onion - finely chopped,5 Garlic - finely chopped,1 teaspoon Cumin seeds (Jeera),1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Red Chilli powder,Ghee - or oil for smearing,Salt - to taste","1 cup Whole Wheat Flour,2 teaspoon Sunflower Oil,1/2 cup Water,1/4 teaspoon Salt,2 cups Cabbage (Patta Gobi/ Muttaikose) - finely chopped,1/2 cup Yellow Moong Dal (Split),2 Green Chillies - finely chopped,1/2 Onion - finely chopped,5 Garlic - finely chopped,1 teaspoon Cumin seeds (Jeera),1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Red Chilli powder,Ghee - or oil for smearing,Salt - to taste",30,30,60,4,Indian,Indian Breakfast,Diabetic Friendly,"To begin with Cabbage & Dal Stuffed Paratha firstly boil the dal by adding 3 cups of water. Once it is boiled, drain the water and keep the dal aside. The dal water can be used to make the dough.Heat 1 tablespoon oil in a kadhai. After the oil gets heated, add cumin seeds.When the cumin seeds crackle, add finely chopped onion and fry till onion turns pinkish.Once it is done, add the chopped garlic and green chilies and stir. Now add finely chopped cabbage, stir and close the lid of kadai, stirring in between. Let the cabbage get cooked for about 10-15 minutes.After the cabbage softens, add the dal and mix well. Take care not to add any water as the stuffing should be dry.Add turmeric and red chili powder and stir. Add salt according to your taste and mix well.Switch off the gas and let the mixture get cooled down.Mould wheat flour to make a firm dough. Add salt and oil to wheat flour and mix. Mould it into a soft yet firm dough by adding water little at a time. Cover the dough with muslin cloth for 30 minutes.Make small balls from the dough of equal size. The size should be a little bigger than the table tennis ball.Roll the dough ball into a little bit of dry wheat flour and roll it into small thick flat round shape. Place 2 tablespoon of the stuffing on it and close from all sides.Dust it in dry whole wheat flour and roll it into bigger round shapes, just like a chapati.If you see any air bubbles while rolling, simply pat it gently with your fingertips.Then apply 1 teaspoon ghee on the pan and place the paratha on it.After 2-3 minutes, apply 1 teaspoon ghee on the upper side and turn. Fry for another 2-3 minutes and your paratha is ready.Serve Cabbage & Dal Stuffed Paratha hot with Lauki Raita and Dhaniya Pudina Chutney.
","To begin with Cabbage & Dal Stuffed Paratha firstly boil the dal by adding 3 cups of water. Once it is boiled, drain the water and keep the dal aside. The dal water can be used to make the dough.Heat 1 tablespoon oil in a kadhai. After the oil gets heated, add cumin seeds.When the cumin seeds crackle, add finely chopped onion and fry till onion turns pinkish.Once it is done, add the chopped garlic and green chilies and stir. Now add finely chopped cabbage, stir and close the lid of kadai, stirring in between. Let the cabbage get cooked for about 10-15 minutes.After the cabbage softens, add the dal and mix well. Take care not to add any water as the stuffing should be dry.Add turmeric and red chili powder and stir. Add salt according to your taste and mix well.Switch off the gas and let the mixture get cooled down.Mould wheat flour to make a firm dough. Add salt and oil to wheat flour and mix. Mould it into a soft yet firm dough by adding water little at a time. Cover the dough with muslin cloth for 30 minutes.Make small balls from the dough of equal size. The size should be a little bigger than the table tennis ball.Roll the dough ball into a little bit of dry wheat flour and roll it into small thick flat round shape. Place 2 tablespoon of the stuffing on it and close from all sides.Dust it in dry whole wheat flour and roll it into bigger round shapes, just like a chapati.If you see any air bubbles while rolling, simply pat it gently with your fingertips.Then apply 1 teaspoon ghee on the pan and place the paratha on it.After 2-3 minutes, apply 1 teaspoon ghee on the upper side and turn. Fry for another 2-3 minutes and your paratha is ready.Serve Cabbage & Dal Stuffed Paratha hot with Lauki Raita and Dhaniya Pudina Chutney.
",https://www.archanaskitchen.com/cabbage-dal-stuffed-paratha-recipe
