Srno,RecipeName,TranslatedRecipeName,Ingredients,TranslatedIngredients,PrepTimeInMins,CookTimeInMins,TotalTimeInMins,Servings,Cuisine,Course,Diet,Instructions,TranslatedInstructions,URL
9448,Aam Pudina Ka Panna Recipe,Aam Pudina Ka Panna Recipe,"4 Mango (Raw),Mint Leaves (Pudina) - half bunch,1 Lemon - squeezed,Water - as required,2 teaspoons Cumin powder (Jeera),Black Salt (Kala Namak) - to taste,Jaggery - to taste,1/4 teaspoon Ghee,5-6 Cumin seeds (Jeera),Asafoetida (hing) - a pinch","4 Mango (Raw),Mint Leaves (Pudina) - half bunch,1 Lemon - squeezed,Water - as required,2 teaspoons Cumin powder (Jeera),Black Salt (Kala Namak) - to taste,Jaggery - to taste,1/4 teaspoon Ghee,5-6 Cumin seeds (Jeera),Asafoetida (hing) - a pinch",10,10,20,4,Indian,Snack,Vegetarian,"To begin making Aam Pudina Ka Panna Recipe, wash the mangoes remove the stems and add it to a pressure cooker with 2 cups of water. Pressure cook for 4-5 whistles and turn off the heat. Allow the pressure to release naturally.Once done open the pressure cooker and remove the mangoes from the pressure cooker. Save some of the water the mangoes were boiled in. Let it cool down.Remove the skin and take the pulp of the mango. Add the mango pulp to a mixer grinder. Take cleaned and wash mint leaves and mix it with the mango pulp. Churn it at high speed in your grinder till mango pulp and mint leaves are well combined.Transfer the churned mixture to the bowl which has the mango water which was saved after boiling the mangoes. Stir well to combine. Once done add cumin powder, black salt, juice of lemon and stir well to combine. You can add Jaggery if you like to make the aam panna sweet.Taste and adjust the seasoning to suit your taste. Add cold water and mix everything properly.Next, heat a small tadka pan with ghee. Add cumin seeds, asafoetida and let the cumin seeds splutter.After the seeds have spluttered mix this tadka into the Aam Panna and give it a mix. Pour the Aam Pudina ka Panna into serving glasses with ice in it and serve. Serve Aam Pudina Ka Panna during evenings along with some snacks like Gujarati Khatta Dhokla or Mushroom Masala With Corn or to relieve bloating and general digestive complaints.
","To begin making Aam Pudina Ka Panna Recipe, wash the mangoes remove the stems and add it to a pressure cooker with 2 cups of water. Pressure cook for 4-5 whistles and turn off the heat. Allow the pressure to release naturally.Once done open the pressure cooker and remove the mangoes from the pressure cooker. Save some of the water the mangoes were boiled in. Let it cool down.Remove the skin and take the pulp of the mango. Add the mango pulp to a mixer grinder. Take cleaned and wash mint leaves and mix it with the mango pulp. Churn it at high speed in your grinder till mango pulp and mint leaves are well combined.Transfer the churned mixture to the bowl which has the mango water which was saved after boiling the mangoes. Stir well to combine. Once done add cumin powder, black salt, juice of lemon and stir well to combine. You can add Jaggery if you like to make the aam panna sweet.Taste and adjust the seasoning to suit your taste. Add cold water and mix everything properly.Next, heat a small tadka pan with ghee. Add cumin seeds, asafoetida and let the cumin seeds splutter.After the seeds have spluttered mix this tadka into the Aam Panna and give it a mix. Pour the Aam Pudina ka Panna into serving glasses with ice in it and serve. Serve Aam Pudina Ka Panna during evenings along with some snacks like Gujarati Khatta Dhokla or Mushroom Masala With Corn or to relieve bloating and general digestive complaints.",http://www.archanaskitchen.com/aam-pudina-ka-panna-recipe
9450,Spicy Raisins And Walnut Cake Recipe,Spicy Raisins And Walnut Cake Recipe,"2-1/4 cups Water,1 cup Raisins,8 tablespoon Butter (unsalted),3 cups All Purpose Flour (Maida),1 cup Sugar - powdered,1-1/2 tablespoon Baking soda,3/4 tablespoon Baking powder,1/4 tablespoon Salt,1/2 tablespoon Cinnamon Powder (Dalchini),1/2 tablespoon Nutmeg,1/4 tablespoon Cloves (Laung) - crushed,2 Whole Eggs - slightly beaten,1/2 cup Walnuts - coarse,Caramel Sauce - as required","2-1/4 cups Water,1 cup Raisins,8 tablespoon Butter (unsalted),3 cups All Purpose Flour (Maida),1 cup Sugar - powdered,1-1/2 tablespoon Baking soda,3/4 tablespoon Baking powder,1/4 tablespoon Salt,1/2 tablespoon Cinnamon Powder (Dalchini),1/2 tablespoon Nutmeg,1/4 tablespoon Cloves (Laung) - crushed,2 Whole Eggs - slightly beaten,1/2 cup Walnuts - coarse,Caramel Sauce - as required",30,35,65,4,Continental,Dessert,Vegetarian,"To begin making the Spicy Raisins And Walnut Cake recipe, heat water in a sauce pan, add raisins and butter, boil on medium heat for 15 minutes.Remove pan from heat and let it cool for 15 minutes.Now take a mixing bowl, add all purpose flour, sugar, baking soda, baking powder, salt, cinnamon powder, nutmeg and crushed cloves.Now pour slightly cooled raisin mixture with dry ingredients, stir with the help of spatula.Add beaten eggs and stir it with a spatula in mixture. Stir in chopped walnuts in mixture.Grease a baking pan and add mixture in it, bake it in a preheated oven for 30 minutes, to check if its cooked properly. Insert a toothpick into the centre, if it comes out mostly clean with some moist breadcrumb attached then it is ready to serve. Serve it with caramel sauce.Serve Spicy Raisins And Walnut Cake during your tea parties along with Masala Chai and Grilled Rajma Masala Sandwich Recipe.
","To begin making the Spicy Raisins And Walnut Cake recipe, heat water in a sauce pan, add raisins and butter, boil on medium heat for 15 minutes.Remove pan from heat and let it cool for 15 minutes.Now take a mixing bowl, add all purpose flour, sugar, baking soda, baking powder, salt, cinnamon powder, nutmeg and crushed cloves.Now pour slightly cooled raisin mixture with dry ingredients, stir with the help of spatula.Add beaten eggs and stir it with a spatula in mixture. Stir in chopped walnuts in mixture.Grease a baking pan and add mixture in it, bake it in a preheated oven for 30 minutes, to check if its cooked properly. Insert a toothpick into the centre, if it comes out mostly clean with some moist breadcrumb attached then it is ready to serve. Serve it with caramel sauce.Serve Spicy Raisins And Walnut Cake during your tea parties along with Masala Chai and Grilled Rajma Masala Sandwich Recipe.",https://www.archanaskitchen.com/spicy-raisins-and-walnut-cake-recipe
9453,दाल पालक रेसिपी - Dal Palak (Recipe In Hindi),Dal Palak Recipe - Dal Palak,"1/2 कप पिली मूंग दाल,1/2 कप मसूर दाल,250 ग्राम्स पालक - बारीक़ काटी हुई और उबाली हुई,1 टमाटर - बारीक़ कटी हुई,1 इंच अदरक - किस्सा हुआ,1 छोटा चमच्च हल्दी पाउडर,1/2 छोटा चमच्च जीरा पाउडर,1/2 छोटा चमच्च गरम मसाला पाउडर,नमक - स्वाद अनुसार,1    बड़ा चमच्च घी,1/2 छोटा चमच्च जीरा,2 सुखी लाल मिर्च","1/2 cup yellow moong dal, 1/2 cup masoor dal, 250 grams spinach - finely chopped and boiled, 1 tomato - finely chopped, 1 inch ginger - mashed, 1 teaspoon turmeric powder, 1/2 small Spoon cumin powder, 1/2 teaspoon garam masala powder, salt - as per taste, 1 tablespoon ghee, 1/2 teaspoon cumin seeds, 2 dry red chillies",10,40,50,2,North Indian Recipes,Dinner,Vegetarian,"दाल पालक रेसिपी बनाने के लिए सबसे पहले दाल को प्रेशर कुकर में 3 कप पानी के साथ पकाए। दाल को प्रेशर कुकर में पकाने की विधि जानने के लिए यहाँ देखे।   पालक को प्रेशर कुकर में भी पका सकते है या कड़ाई में थोड़े तेल में हल्का सा भून सकते है।  अब पालक को प्रेशर कुकर में पकाने की विधि दी गयी है, लेकिन अगर आप कड़ाई में पका रहे है तो यही विधि अपने और धक् कर मुलायम होने तक पालक को पका ले. अब प्रेशर कुकर में तेल गरम करे. 10 सेकण्ड्स बाद उसमे अदरक, हरी मिर्च, टमाटर, हल्दी पाउडर, जीरा पाउडर, गरम मसाला पाउडर, नमक और पालक डाले और एक सिटी आने तक पका ले.   सिटी आजाने पर गैस को बंद कर दे और ठंडे पानी के निचे कुकर को रख दे।  ताकि कुकर का प्रेशर निकल जाए और पालक ज़्यादा न पके और हरा रहे।  अब जब दाल और पालक दोनों तैयार है, अब पकी हुई दाल को पकाए हुए पालक में मिलाकर हिला ले।  अब दाल पालक को उबलने दे।  अब तड़के की तैयारी करले, तड़के के लिए तड़का पैन में एक बड़ा चमच्च घी गरम करे, जीरा डाले और सुखी लाल मिर्च भी डाले और अच्छे से भुनले।  इस तड़के को दाल पालक में डाल कर अच्छे से मिला ले और गरमा गरम परोसे। आप दाल पालक बनाने मसूर और मूंग, तुअर या चना दाल का इस्तेमाल भी किया जा सकता है।  दाल पालक को सर्दियों में गरम गरम तवा पराठा , पालक रायता और कचुम्बर सलाद के साथ परोसे।
","To make dal palak recipe, first cook the lentils in a pressure cooker with 3 cups of water. To know how to cook lentils in a pressure cooker, see here. Spinach can also be cooked in a pressure cooker or lightly fry in a little oil in a pan. Now the spinach has been given a recipe for cooking in a pressure cooker, but if you are cooking it in a kadai, then the same method cook the spinach till it becomes more soft. Now heat the oil in the pressure cooker. After 10 seconds, add ginger, green chillies, tomatoes, turmeric powder, cumin powder, garam masala powder, salt and spinach and cook till one city comes. Turn off the gas when the city tries and keep the cooker under cold water. So that the pressure of the cooker comes out and the spinach does not overcook and remains green. Now, when both the lentils and spinach are ready, mix the cooked lentils in the cooked spinach and stir. Now let the dal spinach boil. Now prepare the tempering, heat a tablespoon of ghee in the tempering pan, add cumin seeds and dry red chillies and roast them well. Add the tempering to the spinach and mix well and serve hot. You can also use lentils and moong, tur or chana dal to make dal spinach. Serve dal spinach in winter with hot tawa paratha, spinach raita and kachumbar salad.",http://www.archanaskitchen.com/dal-palak-recipe-in-hindi
9459,Baingan Bharta Recipe - Smoked Roasted Eggplant with Green Chillies and Ginger,Baingan Bharta Recipe - Smoked Roasted Eggplant with Green Chillies and Ginger,"1 Brinjal (Baingan / Eggplant),2 inch Ginger - finely chopped,1 Onion - finely chopped,1 Tomato - finely chopped,2 Green Chillies - finely chopped,1/4 teaspoon Turmeric powder (Haldi),1/2 teaspoon Garam masala powder,1/2 teaspoon Coriander Powder (Dhania),2 tablespoons Ghee,1 teaspoon Red Chilli powder,Salt - to taste,4 sprig Coriander (Dhania) Leaves - finely chopped for garnish","1 Brinjal (Baingan / Eggplant),2 inch Ginger - finely chopped,1 Onion - finely chopped,1 Tomato - finely chopped,2 Green Chillies - finely chopped,1/4 teaspoon Turmeric powder (Haldi),1/2 teaspoon Garam masala powder,1/2 teaspoon Coriander Powder (Dhania),2 tablespoons Ghee,1 teaspoon Red Chilli powder,Salt - to taste,4 sprig Coriander (Dhania) Leaves - finely chopped for garnish",25,35,60,4,North Indian Recipes,Dinner,Vegetarian,"To begin making the Baingan Bharta Recipe , first prep all the ingredients and keep them ready.The brinjal needs to be roasted and can be roasted in two ways; in the oven or on the gas flame.Method using the oven for roastingPreheat the oven to 180 C. Place the brinjal on a baking sheet and place in the preheated oven for about 30 minutes or until the brinjal has started to soften and the outer skin is charred.When you prick inside with a knife, you can feel that the brinjal has become tender, if not continue to roast until done.Method using the flame for roastingPlace the brinjal on the stove top flame, with continuous monitoring, using tongs to turn the brinjal around while it is roasting.After about 10 minutes you will notice that the brinjal’s skin begins to char and the inside begins to get tender. To test, when you insert a knife you will feel it is soft and not hard. If hard continue to roast until done.Once brinjal is roasted allow the brinjal to cool down. Peel the charred skin of the cooled brinjal and discard the skin. Coarsely mash the pulp using a fork or mince finely using a knife.Heat ghee in a pan over medium high heat. Add the cumin seeds and allow seeds to crackle. Add the grated ginger and chopped onions, sauté over medium heat until the onions are tender.Then add the chopped tomatoes, turmeric powder, green chillies, coriander powder, garam masala powder and chilli powder.Stir to combine and sauté until all the ingredients come together for about couple of minutes and the tomatoes become soft and mushy.Stir in the roasted brinjal and salt. Turn the heat to low and simmer the Baingan Bharta for about 10 minutes or so until it gets well combined with the tomatoes and spices.Once done turn off the heat, check the salt and seasonings and adjust to taste accordingly. Finally garnish with freshly chopped coriander leaves and serve hot.Serve the Baingan Bharta Recipe along with hot Kadai Paneer, Dal Makhani, Phulka to enjoy your special weekend meal with family.
","To begin making the Baingan Bharta Recipe , first prep all the ingredients and keep them ready.The brinjal needs to be roasted and can be roasted in two ways; in the oven or on the gas flame.Method using the oven for roastingPreheat the oven to 180 C. Place the brinjal on a baking sheet and place in the preheated oven for about 30 minutes or until the brinjal has started to soften and the outer skin is charred.When you prick inside with a knife, you can feel that the brinjal has become tender, if not continue to roast until done.Method using the flame for roastingPlace the brinjal on the stove top flame, with continuous monitoring, using tongs to turn the brinjal around while it is roasting.After about 10 minutes you will notice that the brinjal’s skin begins to char and the inside begins to get tender. To test, when you insert a knife you will feel it is soft and not hard. If hard continue to roast until done.Once brinjal is roasted allow the brinjal to cool down. Peel the charred skin of the cooled brinjal and discard the skin. Coarsely mash the pulp using a fork or mince finely using a knife.Heat ghee in a pan over medium high heat. Add the cumin seeds and allow seeds to crackle. Add the grated ginger and chopped onions, sauté over medium heat until the onions are tender.Then add the chopped tomatoes, turmeric powder, green chillies, coriander powder, garam masala powder and chilli powder.Stir to combine and sauté until all the ingredients come together for about couple of minutes and the tomatoes become soft and mushy.Stir in the roasted brinjal and salt. Turn the heat to low and simmer the Baingan Bharta for about 10 minutes or so until it gets well combined with the tomatoes and spices.Once done turn off the heat, check the salt and seasonings and adjust to taste accordingly. Finally garnish with freshly chopped coriander leaves and serve hot.Serve the Baingan Bharta Recipe along with hot Kadai Paneer, Dal Makhani, Phulka to enjoy your special weekend meal with family.",http://www.archanaskitchen.com/dhaba-style-baingan-ka-bharta-recipe
9461,Zucchini and Carrot Pasta Recipe,Zucchini and Carrot Pasta Recipe,"2 cups Spirali pasta - boiled,1 Onions - cut into strips,6 Tomatoes - cut into strips,1 Green zucchini - cut into strips,2 Carrot (Gajjar) - cut into strips,3 Green Chillies,1/2 teaspoon Dried oregano,1/2 teaspoon Dried basil leaves,Black pepper powder,Salt,Extra Virgin Olive Oil - as required,1/2 teaspoon Sugar","2 cups Spirali pasta - boiled,1 Onions - cut into strips,6 Tomatoes - cut into strips,1 Green zucchini - cut into strips,2 Carrot (Gajjar) - cut into strips,3 Green Chillies,1/2 teaspoon Dried oregano,1/2 teaspoon Dried basil leaves,Black pepper powder,Salt,Extra Virgin Olive Oil - as required,1/2 teaspoon Sugar",10,30,40,2,Italian Recipes,Dinner,Vegetarian,"To begin with Zucchini And Carrot Pasta Recipe, heat oil in a pan and add onions and sauté it till it turns golden.Add chopped tomatoes, salt, dried oregano, dried basil, black pepper powder and mix well. Let the tomatoes cook until they become pasty.Now add sugar and mix it. Your Tomato sauce is ready. Keep it aside.Heat 1 tablespoon oil in another pan. Add zucchini, carrot, salt, green chilies and mix well.Add boiled pasta, mix well and sauté it for 2-3 mins.Now add the prepared tomato sauce on top of the pasta and give it a stir.Your Zucchini And Carrot Pasta Recipe is ready to be served you can great some Parmesan chesse on top.You can serve Zucchini And Carrot Pasta with a slice of garlic bread on the side.
","To begin with Zucchini And Carrot Pasta Recipe, heat oil in a pan and add onions and sauté it till it turns golden.Add chopped tomatoes, salt, dried oregano, dried basil, black pepper powder and mix well. Let the tomatoes cook until they become pasty.Now add sugar and mix it. Your Tomato sauce is ready. Keep it aside.Heat 1 tablespoon oil in another pan. Add zucchini, carrot, salt, green chilies and mix well.Add boiled pasta, mix well and sauté it for 2-3 mins.Now add the prepared tomato sauce on top of the pasta and give it a stir.Your Zucchini And Carrot Pasta Recipe is ready to be served you can great some Parmesan chesse on top.You can serve Zucchini And Carrot Pasta with a slice of garlic bread on the side.",http://www.archanaskitchen.com/zucchini-and-carrot-pasta-recipe
9466,Stuffed Chicken Pockets Recipe With Mint Mayo Recipe,Stuffed Chicken Pockets Recipe With Mint Mayo Recipe,"250 grams Boneless chicken - cut into small pieces,2 tablespoon Del Monte Mint Mayo,1 inch Ginger - grated,3 cloves Garlic - grated,1 teaspoon Whole Black Peppercorns - coarsely pounded,2 sprig Mint Leaves (Pudina) - finely chopped,2 sprig Coriander (Dhania) Leaves - finely chopped,1 teaspoon Vinegar,1/2 teaspoon Salt,1 tablespoon Sunflower Oil,1/2 cup All Purpose Flour (Maida),1 teaspoon Ghee,1/2 teaspoon Salt,1/2 cup Lukewarm Water,Sunflower Oil - required for deep frying","250 grams Boneless chicken - cut into small pieces,2 tablespoon Del Monte Mint Mayo,1 inch Ginger - grated,3 cloves Garlic - grated,1 teaspoon Whole Black Peppercorns - coarsely pounded,2 sprig Mint Leaves (Pudina) - finely chopped,2 sprig Coriander (Dhania) Leaves - finely chopped,1 teaspoon Vinegar,1/2 teaspoon Salt,1 tablespoon Sunflower Oil,1/2 cup All Purpose Flour (Maida),1 teaspoon Ghee,1/2 teaspoon Salt,1/2 cup Lukewarm Water,Sunflower Oil - required for deep frying",20,20,40,2,Continental,Appetizer,Non Vegeterian,"To begin making the Stuffed Chicken Pockets Recipe With Mint Mayo recipe, clean and wash chicken pieces nicely and keep aside.In a mixing bowl, add del monte mint mayo along with ginger garlic paste, crushed black pepper and mix to make a fine paste.Add chicken pieces to the paste and mix them nicely. Clang wrap the bowl and marinade for 30 minutes before cooking.Heat 1 tablespoon oil in a non stick wok/pan and add the marinated chicken, stir fry the chicken till the raw smell goes off.Add finely chopped coriander and mint along with vinegar and stir well.Cook in medium to low flame till the chicken is cooked well. Adjust salt if required.Once the chicken is cooked, turn off the heat and allow it to cool down completely.Meanwhile start preparing the dough. For making the dough, sieve flour in a bowl and add ghee and salt to it.Gradually start adding warm water and knead to make a firm dough. Cover the dough with a kitchen towel and keep aside to rest for 5 minutes.Heat oil in a wok/kadhai (for deep frying), while the oil is heating, pinch a large ball sized dough and roll out to make a large chapatti on the dusted counter.Take a pizza cutter or a knife and cut the rolled out dough into 4”x4” inches square.Keep a bowl of water ready on the counter before you start making the pockets.Take a square and add spoonful of prepared chicken, place it in the centre.Wet the four sides of the square with water with the help of your index finger.Take another square and place it over the bottom square such that it covers the filling placed in the centre.Gently press the sides and seal them well. Take a fork and make impression on the sides. Similarly prepare more pockets and keep aside.Once the oil is piping hot, simmer the flames and carefully drop the chicken pockets in batches of 4-5 at a time.Fry them golden from both sides and transfer on a kitchen towel to absorb excess oil.Serve Stuffed Chicken Pockets Recipe With Mint Mayo along with Homemade Red Chilli Garlic Sauce Recipe for an evening snack.
","To begin making the Stuffed Chicken Pockets Recipe With Mint Mayo recipe, clean and wash chicken pieces nicely and keep aside.In a mixing bowl, add del monte mint mayo along with ginger garlic paste, crushed black pepper and mix to make a fine paste.Add chicken pieces to the paste and mix them nicely. Clang wrap the bowl and marinade for 30 minutes before cooking.Heat 1 tablespoon oil in a non stick wok/pan and add the marinated chicken, stir fry the chicken till the raw smell goes off.Add finely chopped coriander and mint along with vinegar and stir well.Cook in medium to low flame till the chicken is cooked well. Adjust salt if required.Once the chicken is cooked, turn off the heat and allow it to cool down completely.Meanwhile start preparing the dough. For making the dough, sieve flour in a bowl and add ghee and salt to it.Gradually start adding warm water and knead to make a firm dough. Cover the dough with a kitchen towel and keep aside to rest for 5 minutes.Heat oil in a wok/kadhai (for deep frying), while the oil is heating, pinch a large ball sized dough and roll out to make a large chapatti on the dusted counter.Take a pizza cutter or a knife and cut the rolled out dough into 4”x4” inches square.Keep a bowl of water ready on the counter before you start making the pockets.Take a square and add spoonful of prepared chicken, place it in the centre.Wet the four sides of the square with water with the help of your index finger.Take another square and place it over the bottom square such that it covers the filling placed in the centre.Gently press the sides and seal them well. Take a fork and make impression on the sides. Similarly prepare more pockets and keep aside.Once the oil is piping hot, simmer the flames and carefully drop the chicken pockets in batches of 4-5 at a time.Fry them golden from both sides and transfer on a kitchen towel to absorb excess oil.Serve Stuffed Chicken Pockets Recipe With Mint Mayo along with Homemade Red Chilli Garlic Sauce Recipe for an evening snack.",http://www.archanaskitchen.com/stuffed-chicken-pockets-recipe-with-mint-mayo-recipe
9467,Makhana Ka Raita Recipe,Makhana Ka Raita Recipe,"1 cup Curd (Dahi / Yogurt),1/2 cup Phool Makhana (Lotus Seeds),1 teaspoon Red Chilli powder,1/2 teaspoon Cumin powder (Jeera),1 pinch Garam masala powder,2 sprig Coriander (Dhania) Leaves - chopped,Salt - to taste,Ghee - for toasting","1 cup Curd (Dahi / Yogurt),1/2 cup Phool Makhana (Lotus Seeds),1 teaspoon Red Chilli powder,1/2 teaspoon Cumin powder (Jeera),1 pinch Garam masala powder,2 sprig Coriander (Dhania) Leaves - chopped,Salt - to taste,Ghee - for toasting",5,5,10,4,Awadhi,Side Dish,Vegetarian,"We begin making the Makhana Ka Raita Recipe by toasting the makhana on a pan with little ghee till it turns golden brown.In a mixing bowl, add curd and all the spice powders, season it with salt.Add the toasted makhana to the curd mixture and coat it evenly and sprinkle with the some chopped coriander leaves.Serve the Makhana Ka Raita Recipe along with Gobi Biryani (Spiced Cauliflower Rice) Recipe.
","We begin making the Makhana Ka Raita Recipe by toasting the makhana on a pan with little ghee till it turns golden brown.In a mixing bowl, add curd and all the spice powders, season it with salt.Add the toasted makhana to the curd mixture and coat it evenly and sprinkle with the some chopped coriander leaves.Serve the Makhana Ka Raita Recipe along with Gobi Biryani (Spiced Cauliflower Rice) Recipe.",http://www.archanaskitchen.com/makhana-ka-raita-recipe
9470,Corn & Paneer Baked Samosa Recipe,Corn & Paneer Baked Samosa Recipe,"2 cups All Purpose Flour (Maida),1/4 cup Ghee,Salt - to taste,1 teaspoon Ajwain (Carom seeds),Water - to knead,All Purpose Flour (Maida) - extra for dusting,1 cup Paneer (Homemade Cottage Cheese) -  crumbled,3/4 cup Sweet corn,1 teaspoon Black pepper powder,Salt - to taste,2 sprig Coriander (Dhania) Leaves - chopped","2 cups All Purpose Flour (Maida),1/4 cup Ghee,Salt - to taste,1 teaspoon Ajwain (Carom seeds),Water - to knead,All Purpose Flour (Maida) - extra for dusting,1 cup Paneer (Homemade Cottage Cheese) -  crumbled,3/4 cup Sweet corn,1 teaspoon Black pepper powder,Salt - to taste,2 sprig Coriander (Dhania) Leaves - chopped",30,15,45,4,North Indian Recipes,Snack,Vegetarian,"To begin making  Corn & Paneer Baked Samosa Recipe, first make the dough ,mix the flour and the salt well together. Soften the butter or ghee and combine into the flour and mix using your fingers till you get a crumb like mixture.Add water little by little to make a firm dough. Knead it till the dough comes together to form a ball.Rest the dough for about half an hour covered with a wet cloth at room temperature.While the dough is resting, mix all the filling ingredients together and keep aside .Preheat the oven to 220 C. Grease an oven dish with 1 tablespoon Oil or Butter.Divide the samosa dough into 20 balls, each about 1 inch in diameter.Take one ball and shape the samosa with the corn and paneer filling.Samosas can be shaped in two ways - Roll into a triangle. Place some filling in the center. Bring edges together and seal them to form a pyramid.Or roll into a circle. Cut across the center to form semi circles.  Fill in the filling in one semi circle. Shape into cone. Seal edges.Repeat the same process of shaping and filling the samosas with rest of the dough. Place samosas on greased oven dish and bake at 220 C for 15-20 minutes until golden brown or if you wish deep fry them till golden brown.Serve the Corn and Paneer Samosas along with a Green Chutney or Date and Tamarind Chutney  as a tea time snack along with a cup of Ginger Cardamom Chai.
","To begin making  Corn & Paneer Baked Samosa Recipe, first make the dough ,mix the flour and the salt well together. Soften the butter or ghee and combine into the flour and mix using your fingers till you get a crumb like mixture.Add water little by little to make a firm dough. Knead it till the dough comes together to form a ball.Rest the dough for about half an hour covered with a wet cloth at room temperature.While the dough is resting, mix all the filling ingredients together and keep aside .Preheat the oven to 220 C. Grease an oven dish with 1 tablespoon Oil or Butter.Divide the samosa dough into 20 balls, each about 1 inch in diameter.Take one ball and shape the samosa with the corn and paneer filling.Samosas can be shaped in two ways - Roll into a triangle. Place some filling in the center. Bring edges together and seal them to form a pyramid.Or roll into a circle. Cut across the center to form semi circles.  Fill in the filling in one semi circle. Shape into cone. Seal edges.Repeat the same process of shaping and filling the samosas with rest of the dough. Place samosas on greased oven dish and bake at 220 C for 15-20 minutes until golden brown or if you wish deep fry them till golden brown.Serve the Corn and Paneer Samosas along with a Green Chutney or Date and Tamarind Chutney  as a tea time snack along with a cup of Ginger Cardamom Chai.",https://www.archanaskitchen.com/corn-paneer-baked-samosa-recipe-non-fried
9471,Baked Homemade Croutons Recipe With Herbs,Baked Homemade Croutons Recipe With Herbs,"4 cups Whole Wheat Brown Bread - cut into cubes (regular loaf or baguette will work),1/3 cup Extra Virgin Olive Oil,1 teaspoon Garlic powder,2 teaspoons Mixed Herbs (Dried),1/4 teaspoon Salt","4 cups Whole Wheat Brown Bread - cut into cubes (regular loaf or baguette will work),1/3 cup Extra Virgin Olive Oil,1 teaspoon Garlic powder,2 teaspoons Mixed Herbs (Dried),1/4 teaspoon Salt",10,20,30,4,Continental,Side Dish,Vegetarian,"To begin making the Baked Homemade Croutons Recipe With Herbs, preheat the oven to 160 C.In a large bowl, combine the bread, garlic powder, herbs and salt.Drizzle olive oil over bread while stirring all the herbs and salt. The olive oil helps the bread get coated with all of the salt and herbs. Hence ensure you toss it gently and well until all the olive oil is absorbed.Spread the herbed bread cubes into an even layer on a baking sheet. Ensure you place them evenly spread apart on the baking sheet, and it's not crowded.Place the herbed bread croutons into the preheated oven and bake for about 15 minutes until the bread has evenly crisped on all sides. Toss it in between the baking process so all the sides get crisp well.Once done, remove the Baked Homemade Croutons from the oven and allow it to rest at room temperature and cool down.This cooling process helps the croutons get more crisp. Once done, store the Baked Homemade Croutons With Herbs in air tight containers and use as required.
","To begin making the Baked Homemade Croutons Recipe With Herbs, preheat the oven to 160 C.In a large bowl, combine the bread, garlic powder, herbs and salt.Drizzle olive oil over bread while stirring all the herbs and salt. The olive oil helps the bread get coated with all of the salt and herbs. Hence ensure you toss it gently and well until all the olive oil is absorbed.Spread the herbed bread cubes into an even layer on a baking sheet. Ensure you place them evenly spread apart on the baking sheet, and it's not crowded.Place the herbed bread croutons into the preheated oven and bake for about 15 minutes until the bread has evenly crisped on all sides. Toss it in between the baking process so all the sides get crisp well.Once done, remove the Baked Homemade Croutons from the oven and allow it to rest at room temperature and cool down.This cooling process helps the croutons get more crisp. Once done, store the Baked Homemade Croutons With Herbs in air tight containers and use as required.",https://www.archanaskitchen.com/baked-homemade-croutons-recipe-with-herbs
9474,वाघरेला रोटली रेसिपी - Vagharela Rotli Recipe,Vaghareli Rotli Recipe - Vagharela Rotli Recipe,"2 कप रोटी - छोटे टुकड़े कर ले,1/4 छोटा चम्मच राइ,1/4 छोटा चम्मच जीरा,6 कढ़ी पत्ता - बारीक काट ले,1/4 छोटा चम्मच लाल मिर्च पाउडर,1/4 छोटा चम्मच हल्दी पाउडर,1/4 छोटा चम्मच हींग,1 छोटा चम्मच तेल,नमक - स्वाद अनुसार","2 cups roti - cut into small pieces, 1/4 tsp rye, 1/4 tsp cumin seeds, 6 curry leaves - finely chopped, 1/4 tsp red chilli powder, 1/4 tsp turmeric powder, 1/4 4 tsp asafoetida, 1 tsp oil, salt - as per taste",20,10,30,4,North Indian Recipes,Snack,Vegetarian,"वाघरेला रोटली रेसिपी बनाने के लिए सबसे पहले एक बड़ा बाउल ले. इसमें रोटी के टुकड़े, हल्दी पाउडर, कढ़ी पत्ता, लाल मिर्च पाउडर, हींग डाले और अच्छी तरह से मिला ले.अब एक कढ़ाई में तेल गरम करें। इसमें राइ, जीरा, डाले और तड़कने दे.तड़कने के बाद इसमें रोटी का मिश्रण, स्वाद अनुसार नमक डाले और अच्छी तरह से मिला ले. 3 से 4 मिनट तक पकाए और गैस बंद कर दे. परोसे. वाघरेला रोटली रेसिपी को सुबह या शाम के नाश्ते के लिए मसाला चाय के साथ परोसे.
","To make Vagharela Rotli recipe, firstly take a big bowl. Add bread crumbs, turmeric powder, curry leaves, red chili powder, asafoetida and mix well. Now heat oil in a pan. Add the mustard seeds, cumin seeds, and let it splutter. After tempering, add the bread mixture, salt as per taste and mix well. Cook for 3 to 4 minutes and turn off the gas. Serve Serve the Wagharela Rotli recipe with Masala Tea for breakfast in the morning or evening.",https://www.archanaskitchen.com/vagharela-rotli-recipe-roti-ka-poha-in-hindi
