Srno,RecipeName,TranslatedRecipeName,Ingredients,TranslatedIngredients,PrepTimeInMins,CookTimeInMins,TotalTimeInMins,Servings,Cuisine,Course,Diet,Instructions,TranslatedInstructions,URL
429,Indian Beaten Coffee Recipe | Dalgona Coffee,Indian Beaten Coffee Recipe | Dalgona Coffee,"2 tablespoons Instant Coffee Powder,2 tablespoons Sugar,2 tablespoons Water,3/4 cup Milk - chilled,Cinnamon Powder (Dalchini) - a pinch to garnish,Instant Coffee Powder - a pinch to garnish","2 tablespoons Instant Coffee Powder,2 tablespoons Sugar,2 tablespoons Water,3/4 cup Milk - chilled,Cinnamon Powder (Dalchini) - a pinch to garnish,Instant Coffee Powder - a pinch to garnish",5,0,5,1,North Indian Recipes,Indian Breakfast,Vegetarian,"To begin making the Indian Beaten Coffee/ Dalgona Coffee, in a medium mixing bowl add the instant coffee powder, sugar and hot water. Using the hand mixer with the whisk attachment, beat the coffee for 3 to 4 minutes until you get a whipped cream with stiff peak consistency. Once the coffee gets a stiff cream consistency, stop whisking and keep aside.You can make it either hot or cold, but using hot milk or cold milk. If you are planning to have it hot, then warm some milk in a sauce pan and bring to a brisk boil.Pour this milk into the coffee cup until 3/4th full. Spoon the whipped coffee cream over the milk and sprinkle cinnamon or coffee powder over it and serve immediately.If you are planning to have it cold, then add a few ice cubed to the bottom of the coffee cup, pour the chilled milk into the coffee cup until 3/4th full.Spoon the whipped coffee cream over the milk and sprinkle cinnamon or coffee powder over it and serve immediately.When you drink the Indian Beaten Coffee/ Dalgona Coffee , you can give the whipped cream a light stir into the milk and enjoy the creaminess along with subtle flavours of coffee which will seep into the milk.Serve Indian Beaten Coffee/ Dalgona Coffee along with Atta Biscuit during your coffee break.
","To begin making the Indian Beaten Coffee/ Dalgona Coffee, in a medium mixing bowl add the instant coffee powder, sugar and hot water. Using the hand mixer with the whisk attachment, beat the coffee for 3 to 4 minutes until you get a whipped cream with stiff peak consistency. Once the coffee gets a stiff cream consistency, stop whisking and keep aside.You can make it either hot or cold, but using hot milk or cold milk. If you are planning to have it hot, then warm some milk in a sauce pan and bring to a brisk boil.Pour this milk into the coffee cup until 3/4th full. Spoon the whipped coffee cream over the milk and sprinkle cinnamon or coffee powder over it and serve immediately.If you are planning to have it cold, then add a few ice cubed to the bottom of the coffee cup, pour the chilled milk into the coffee cup until 3/4th full.Spoon the whipped coffee cream over the milk and sprinkle cinnamon or coffee powder over it and serve immediately.When you drink the Indian Beaten Coffee/ Dalgona Coffee , you can give the whipped cream a light stir into the milk and enjoy the creaminess along with subtle flavours of coffee which will seep into the milk.Serve Indian Beaten Coffee/ Dalgona Coffee along with Atta Biscuit during your coffee break.",https://www.archanaskitchen.com/espresso-coffee-recipe-homemade-no-machine-espresso-coffee
430,धनिये और नारियल की चटनी रेसिपी - Green Coriander And Coconut Chutney (Recipe (In Hindi),Coriander and Coconut Chutney Recipe - Green Coriander And Coconut Chutney (Recipe (In Hindi),"150 ग्राम नारियल - कस ले,100 ग्राम हरा धनिया - ताज़ा,1 हरी मिर्च - काट ले,1 इंच अदरक - काट ले,1/2 छोटा चमच्च जीरा,नमक - स्वाद अनुसार,1 बड़ा चमच्च निम्बू का रस","150 grams coconut - grated, 100 grams coriander - fresh, 1 green chili - chopped, 1 inch ginger - chopped, 1/2 teaspoon cumin seeds, salt - 1 tablespoon lemon juice, according to taste",10,10,20,4,Indian,Side Dish,Vegetarian,"धनिये और नारियल की चटनी बनाने के लिए, सबसे पहले एक मिक्सर ग्राइंडर में नारियल, हरा धनिये, हरी मिर्च, अदरक, जीरा और नमक डाले।अच्छी तरह से पीस ले. पीसने के बाद एक बाउल में निकाल ले. अब इसमें निम्बू का रस डाले। मिला ले और परोसे। धनिये और नारियल की चटनी को डोसा या इडली के साथ नाश्ते में परोसे या फिर पकोड़े और चाय के साथ शाम के नाश्ते के लिए.
","To make coriander and coconut chutney, first put coconut, coriander, green chillies, ginger, cumin and salt in a mixer grinder. Grind well. After grinding, take it out in a bowl. Now add lemon juice to it. Mix and serve. Serve coriander and coconut chutney with dosa or idli for breakfast or for an evening snack with pakoras and tea.",http://www.archanaskitchen.com/green-coriander-and-coconut-chutney-recipe-in-hindi
431,लौकी बड़ी की सब्ज़ी - Lauki Badi Ki Sabzi (Recipe In Hindi),Lauki Badi Ki Sabzi (Recipe In Hindi),"1/2 लौकी - छीलकर काट ले,1/2 कप वडी,तेल - प्रयोग अनुसार,4 कढ़ी पत्ता,1/2 छोटा चमच्च जीरा,1/2 छोटा चमच्च राइ,हींग - चुटकी भर,1 हरी मिर्च - बारीक कटी हुई,1 इंच अदरक - कसा हुआ,3 कली लहसुन - कसा हुआ,1 छोटा चमच्च लाल मिर्च पाउडर,1/2 छोटा चमच्च हल्दी पाउडर,1/2 छोटा चमच्च धनिया पाउडर,1/4 छोटा चमच्च गरम मसाला पाउडर","1/2 gourd - peel and chop, 1/2 cup wood, oil - 4 curry leaves, 1/2 teaspoon cumin seeds, 1/2 teaspoon mustard, asafoetida - a pinch, 1 green chili - finely chopped , 1 inch ginger - grated, 3 cloves garlic - grated, 1 teaspoon red chilli powder, 1/2 teaspoon turmeric powder, 1/2 teaspoon coriander powder, 1/2 teaspoon garam masala powder",10,20,30,3,Rajasthani,Main Course,Vegetarian,"लौकी बड़ी की सब्ज़ी बनाने के लिए, सबसे पहले बड़ी को एक कढ़ाई में भूरा होने तक सेक ले. ध्यान रखे की बड़ी जले ना. सिक जाने के बाद उसे ठंडा होने के लिए रख दे. एक कढ़ाई में तेल गरम करें, उसमे जीरा, राइ और हींग डाले। 20 सेकंड के बाद उसमे हरी मिर्च और अदरक कहसुन डाले। 1 मिनट के बाद इसमें लौकी डाले और उसे नरम होने तक पकाए। नरम होने के बाद इसमें सिकी हुई बड़ी डाले और मिला ले.अब इसमें लाल मिर्च पाउडर, हल्दी पाउडर, धनिया पाउडर, गरम मसाला पाउडर और नमक डाले। 10 सेकंड बाद इसमें दूध डाले और 20 सेकण्ड्स के लिए धीमी आंच पर पकाए। हरे धनिये से गार्निश करें और गरमा गरम परोसे। लौकी बड़ी की सब्ज़ी को पंचमेल दाल और तवा पराठा के साथ दिन के खाने के लिए परोसे। 
","To make gourd elder greens, first roast the elder gourd in a frying pan. Keep in mind that big burns do not happen. After it is roasted, keep it to cool down. Heat oil in a pan, add cumin seeds, mustard seeds and asafoetida. After 20 seconds, add green chili and ginger kahasun. After 1 minute add gourd and cook till it becomes soft. After it gets soft add big roasted and mix it. Now add red chili powder, turmeric powder, coriander powder, garam masala powder and salt. After 10 seconds add milk to it and cook on low heat for 20 seconds. Garnish with green coriander and serve hot. Serve gourd elder vegetables with panchamel dal and tawa paratha for dinner.",https://www.archanaskitchen.com/lauki-badi-ki-sabzi-recipe-in-hindi
432,Guilt Free Coconut Barfi Recipe,Guilt Free Coconut Barfi Recipe,"1/2 cup Badam (Almond) - powdered,15 Dates - seedless,3/4 cup Dessicated Coconut - + little extra for garnishing,3 tablespoons Milk,1 tablespoon Ghee - /clarified butter + a little extra for greasing the plate,1 teaspoon Cardamom Powder (Elaichi)","1/2 cup Badam (Almond) - powdered,15 Dates - seedless,3/4 cup Dessicated Coconut - + little extra for garnishing,3 tablespoons Milk,1 tablespoon Ghee - /clarified butter + a little extra for greasing the plate,1 teaspoon Cardamom Powder (Elaichi)",10,30,40,3,North Indian Recipes,Dessert,Vegetarian,"To prepare Guilt Free Coconut Barfi, get ready with all the ingredients and grease your plate or pan where you will be removing your barfi dough to cut into shapes.Make almond powder. I prepared the powder at home in a mixer grinder, you can also use store bought one.Using 3 tablespoons milk, make a thick puree of Dates by wet grinding it in the mixer.Heat a tablespoon ghee in a saucepan kept on medium high and once the ghee melts, add dates puree. Sauté it for about 5 minutes.Add almonds powder and mix well. It should form a nice and dry dough.Add Coconut and mix well for about 2 minutes and switch off the flame.Add cardamom powder and mix.Pour this barfi mixture on the greased plate or pan that you had prepared.Press and spread the recipe well with a spoon.Sprinkle some dry desiccated coconut on top for garnishing and press with your palm.Give the cuts using knife. You can give square or diamond shaped cuts.Let them cool completely and only then, remove the pieces of guilt free coconut barfi out and serve along a nice Indian menu to make your weekday meal memorable.
","To prepare Guilt Free Coconut Barfi, get ready with all the ingredients and grease your plate or pan where you will be removing your barfi dough to cut into shapes.Make almond powder. I prepared the powder at home in a mixer grinder, you can also use store bought one.Using 3 tablespoons milk, make a thick puree of Dates by wet grinding it in the mixer.Heat a tablespoon ghee in a saucepan kept on medium high and once the ghee melts, add dates puree. Sauté it for about 5 minutes.Add almonds powder and mix well. It should form a nice and dry dough.Add Coconut and mix well for about 2 minutes and switch off the flame.Add cardamom powder and mix.Pour this barfi mixture on the greased plate or pan that you had prepared.Press and spread the recipe well with a spoon.Sprinkle some dry desiccated coconut on top for garnishing and press with your palm.Give the cuts using knife. You can give square or diamond shaped cuts.Let them cool completely and only then, remove the pieces of guilt free coconut barfi out and serve along a nice Indian menu to make your weekday meal memorable.",https://www.archanaskitchen.com/guilt-free-coconut-barfi-recipe
434,Kerala Chicken Curry Recipe With Freshly Ground Spices,Kerala Chicken Curry Recipe With Freshly Ground Spices,"500 Chicken - medium sized pieces,1 Onion - roughly chopped,1 inch Ginger - grated,6 cloves Garlic - finely chopped,1 teaspoon Mustard seeds,8 Curry leaves,Coconut Oil,Salt - as per taste,1/2 cup Coconut milk - or grated fresh coconut,1 tablespoon Whole Black Peppercorns,1 teaspoon Coriander (Dhania) Seeds,1 inch Cinnamon Stick (Dalchini),1 teaspoon Fennel seeds (Saunf),2 Dry Red Chillies","500 Chicken - medium sized pieces,1 Onion - roughly chopped,1 inch Ginger - grated,6 cloves Garlic - finely chopped,1 teaspoon Mustard seeds,8 Curry leaves,Coconut Oil,Salt - as per taste,1/2 cup Coconut milk - or grated fresh coconut,1 tablespoon Whole Black Peppercorns,1 teaspoon Coriander (Dhania) Seeds,1 inch Cinnamon Stick (Dalchini),1 teaspoon Fennel seeds (Saunf),2 Dry Red Chillies",10,45,55,4,Kerala Recipes,Lunch,Non Vegeterian,"To prepare Kerala Chicken Curry With Freshly Ground Spices, get prep with all the ingredients and marinate chicken with curd and salt for 2 hours.To make the fresh masala.In a shallow frying pan, dry roast the  peppercorns, coriander seeds, cinnamon stick, fennel and dried red chilies.Roast for about 5 minutes on medium-low flame. Then turn off the flame, allow it to cool and grind to a corase powder using a mixer-grinder. Heat oil in kadai, add mustard seeds. When it splutters, add onion and curry leaves. Sauté.When onions are lightly brown, add ginger, garlic, and sauté for a minute.Add chicken, half of the ground masala, and salt. If using grated or desiccated coconut, add in.Mix them, cover with a lid, simmer and cook till the chicken is almost done, for about 15-20 minutes at least. Keep sautéing occasionally to avoid charring.If using coconut milk, add it now, and simmer for five more minutes till well combined and cooked.Lastly, add the reserved half of the ground masala and give it a nice stir.Keep it covered for 5-10 minutes before serving, to help the flavors combine well. Serve the Kerala Chicken Curry With Freshly Ground Spices along with Kerala Style Appam Recipe (Without Yeast) or Ghee Rice Recipe | Neychoru and a side of Meen Varuthathu Recipe - Kerala Style Fish Fry for a complete meal. 
","To prepare Kerala Chicken Curry With Freshly Ground Spices, get prep with all the ingredients and marinate chicken with curd and salt for 2 hours.To make the fresh masala.In a shallow frying pan, dry roast the  peppercorns, coriander seeds, cinnamon stick, fennel and dried red chilies.Roast for about 5 minutes on medium-low flame. Then turn off the flame, allow it to cool and grind to a corase powder using a mixer-grinder. Heat oil in kadai, add mustard seeds. When it splutters, add onion and curry leaves. Sauté.When onions are lightly brown, add ginger, garlic, and sauté for a minute.Add chicken, half of the ground masala, and salt. If using grated or desiccated coconut, add in.Mix them, cover with a lid, simmer and cook till the chicken is almost done, for about 15-20 minutes at least. Keep sautéing occasionally to avoid charring.If using coconut milk, add it now, and simmer for five more minutes till well combined and cooked.Lastly, add the reserved half of the ground masala and give it a nice stir.Keep it covered for 5-10 minutes before serving, to help the flavors combine well. Serve the Kerala Chicken Curry With Freshly Ground Spices along with Kerala Style Appam Recipe (Without Yeast) or Ghee Rice Recipe | Neychoru and a side of Meen Varuthathu Recipe - Kerala Style Fish Fry for a complete meal. ",https://www.archanaskitchen.com/kerala-chicken-curry-recipe-with-freshly-ground-spices
435,फूलकोपीर पतुरी रेसिपी - Fulkopir Paturi Recipe, Fulkopir Paturi Recipe,"1 कप गोभी - कस ले,1/4 छोटा चमच्च हल्दी पाउडर,1/4 छोटा चमच्च लाल मिर्च पाउडर,1/2 छोटा चमच्च जीरा,1/4 छोटा चमच्च शक्कर,1 छोटा चमच्च सरसों का तेल,नमक - स्वाद अनुसार,1 छोटा चमच्च राइ - पाउडर कर ले,3/4 छोटा चमच्च खस खस - पाउडर कर ले,2 हरी मिर्च - काट ले,1/4 कप नारियल - कस ले,4 लहसुन - कली,1/2 केले के पत्ते - स्टीमर में लगाने के लिए,1/2 केले के पत्ते - धीमी आंच पर हल्का सा पकाए और काट ले,तेल - ग्रीस करने के लिए,Sunflower Oil - few drops for greasing","1 cup cabbage - grated, 1/4 teaspoon turmeric powder, 1/4 teaspoon red chilli powder, 1/2 teaspoon cumin seeds, 1/4 teaspoon sugar, 1 teaspoon mustard oil, salt - according to taste, 1 teaspoon Rye - powder, 3/4 teaspoon poppy seeds - powder, 2 green chillies - chopped, 1/4 cup coconut - grated, 4 garlic - bud, 1/2 banana leaves - steamer To put in, 1/2 banana leaves - cook and cut on low flame, oil - to grease, Sunflower Oil - few drops for greasing",10,75,85,2,Bengali Recipes,Lunch,Vegetarian,"फूलकोपीर पतुरी को बनाने के लिए सबसे पहले गोभी को अच्छी तरह से धो कर गरम पानी में 2 से 3 मिनट के लिए सोक ले. अलग से रख दे.अब एक मिक्सर ग्राइंडर में राइ, खस खस, हरी मिर्च, नारियल, लहसुन, थोड़ा पानी डाले और पेस्ट बना ले.  अब एक बाउल में गोभी, पिसा हुआ पेस्ट, नमक, शक्कर, हल्दी पाउडर, लाल मिर्च पाउडर, सरसों का तेल, जीरा डाले और सबको अच्छी तरह से मिला ले.  1 घंटे के लिए अलग से रख दे. स्टीमर में केले के पत्ते को लगा ले. अब गोभी के मिश्रण के छोटे छोटे टुकड़े ले और अपने हाथो से गट्टे की तरह बना ले. इन गट्टो केले के पत्तो के बिच में रखे. चारो तरफ से बंद कर ले और टूथपिक से सील कर ले. सारे गट्टो को ऐसे बना ले. 12 से 15 मिनट तक स्टीम कर ले. फूलकोपीर पतुरी को चावल, फुल्का और छोलार दाल के साथ दिन के खाने के लिए परोसे।
","To make Phoolkopir Paturi, first wash the cabbage thoroughly and soak in hot water for 2 to 3 minutes. Keep it aside. Now in a mixer grinder, add mustard seeds, poppy seeds, green chillies, coconut, garlic, some water and make a paste. Now in a bowl add cauliflower, ground paste, salt, sugar, turmeric powder, red chili powder, mustard oil, cumin seeds and mix well. Keep it aside for 1 hour. Put a banana leaf in the steamer. Now take small pieces of cabbage mixture and make it with your hands like gatta. Put these gattos in the middle of a banana leaf. Close all sides and seal with a toothpick. Make all the gattos like this. Steam for 12 to 15 minutes. Serve Phulakopir Paturi with rice, phulka and cholar dal for dinner.",http://www.archanaskitchen.com/healthy-fulkopir-paturi-recipe-bengali-style-cauliflower-dumplings-in-hindi
436,Apple Tart with Puff Pastry Recipe (Open Pie),Apple Tart with Puff Pastry Recipe (Open Pie),"1 Puff Pastry Sheet,1 Apple - sliced,1/4 teaspoon Cinnamon Powder (Dalchini),1/3 cup Brown Sugar (Demerara Sugar)","1 Puff Pastry Sheet,1 Apple - sliced,1/4 teaspoon Cinnamon Powder (Dalchini),1/3 cup Brown Sugar (Demerara Sugar)",15,30,45,4,Continental,Dessert,Vegetarian,"We begin making the Apple Tart with Puff Pastry Recipe (Open Pie) by preheating your oven to 200 C. Line up the baking tray with parchment paper. Clean and remove the core from the apple and slice the apple thin.Stir in the cinnamon powder and brown sugar together and keep aside.Cut the pastry sheet into 2 equal portions and fold in the borders of each by 1/4 inch (we can trim the edges too). Place the pastry sheets on lined up baking trays and top the pastry with a layer of apples down in the middle. Sprinkle the apples with brown sugar.Bake the Apple Tarts in the oven for 15 minutes or until puffed and golden on all the sides. Once baked, remove from the oven.Serve the Apple Tart with Puff Pastry Recipe warm along with a scoop of vanilla ice cream for parties for a delicious Dessert. 
","We begin making the Apple Tart with Puff Pastry Recipe (Open Pie) by preheating your oven to 200 C. Line up the baking tray with parchment paper. Clean and remove the core from the apple and slice the apple thin.Stir in the cinnamon powder and brown sugar together and keep aside.Cut the pastry sheet into 2 equal portions and fold in the borders of each by 1/4 inch (we can trim the edges too). Place the pastry sheets on lined up baking trays and top the pastry with a layer of apples down in the middle. Sprinkle the apples with brown sugar.Bake the Apple Tarts in the oven for 15 minutes or until puffed and golden on all the sides. Once baked, remove from the oven.Serve the Apple Tart with Puff Pastry Recipe warm along with a scoop of vanilla ice cream for parties for a delicious Dessert. ",http://www.archanaskitchen.com/apple-tart-recipe-with-puff-pastry-open-pie
437,Broccoli Soup Recipe - For Babies/Toddlers above 7 months,Broccoli Soup Recipe - For Babies/Toddlers above 7 months,"1 cup Broccoli - 10 florets approximately,Salt - a pinch,Black pepper powder - a pinch,1/2 teaspoon Butter (unsalted),3 Badam (Almond) - soaked in hot water","1 cup Broccoli - 10 florets approximately,Salt - a pinch,Black pepper powder - a pinch,1/2 teaspoon Butter (unsalted),3 Badam (Almond) - soaked in hot water",15,10,25,2,Continental,Lunch,High Protein Vegetarian,"To begin making the Broccoli Soup, we begin by washing the broccoli florets thoroughly. Once the Broccoli is washed, add this to a pressure cooker with 1/4 cup of water and a pinch of salt. Close the lid and pressure cook for 1 whistle. Release the pressure immediately as broccoli cooks very fast and if it cooks any further, the broccoli florets will lose the nutrition that it has to offer to your baby.Soak the almonds in hot water for 15 minutes and remove the skin.Transfer the broccoli florets along with the water into a bowl and allow it to cool. Add the cooled Broccoli florets along with the water that it was cooked in and the almonds into a mixer and blend until it forms a smooth texture. Place a pan on low heat and add half a teaspoon of butter to the pan. Once the butter melts, add the blended broccoli to the pan and sprinkle a pinch of pepper.Stir well until all the ingredients are well combined. Let the broccoli soup for the baby stay on low heat for 2-3 minutes, turn off the heat. Serve this Broccoli soup to you baby or toddler who is over 7 months for lunch or dinner. For a child above 1 year serve this soup with a small piece of whole wheat bread toast. 
","To begin making the Broccoli Soup, we begin by washing the broccoli florets thoroughly. Once the Broccoli is washed, add this to a pressure cooker with 1/4 cup of water and a pinch of salt. Close the lid and pressure cook for 1 whistle. Release the pressure immediately as broccoli cooks very fast and if it cooks any further, the broccoli florets will lose the nutrition that it has to offer to your baby.Soak the almonds in hot water for 15 minutes and remove the skin.Transfer the broccoli florets along with the water into a bowl and allow it to cool. Add the cooled Broccoli florets along with the water that it was cooked in and the almonds into a mixer and blend until it forms a smooth texture. Place a pan on low heat and add half a teaspoon of butter to the pan. Once the butter melts, add the blended broccoli to the pan and sprinkle a pinch of pepper.Stir well until all the ingredients are well combined. Let the broccoli soup for the baby stay on low heat for 2-3 minutes, turn off the heat. Serve this Broccoli soup to you baby or toddler who is over 7 months for lunch or dinner. For a child above 1 year serve this soup with a small piece of whole wheat bread toast. ",https://www.archanaskitchen.com/broccoli-soup-recipe-for-babies-toddlers-above-7-months
438,Karnataka Special Huli Tovve Recipe,Karnataka Special Huli Tovve Recipe,"1 cup Mixed vegetables - (french beans,1/4 cup Raw Peanuts (Moongphali),1/2 cup Arhar dal (Split Toor Dal),Salt - to taste,1 tablespoon Jaggery,1/4 cup Fresh coconut - grated,6 Dry Red Chillies,1 tablespoon Chana dal (Bengal Gram Dal),1 tablespoon White Urad Dal (Split),1 inch Cinnamon Stick (Dalchini),1 tablespoon Sunflower Oil,1 teaspoon Mustard seeds,Asafoetida (hing) - A pinch,Curry leaves - as required","1 cup Mixed vegetables - (french beans,1/4 cup Raw Peanuts (Moongphali),1/2 cup Arhar dal (Split Toor Dal),Salt - to taste,1 tablespoon Jaggery,1/4 cup Fresh coconut - grated,6 Dry Red Chillies,1 tablespoon Chana dal (Bengal Gram Dal),1 tablespoon White Urad Dal (Split),1 inch Cinnamon Stick (Dalchini),1 tablespoon Sunflower Oil,1 teaspoon Mustard seeds,Asafoetida (hing) - A pinch,Curry leaves - as required",10,30,40,2,Kerala Recipes,Lunch,Vegetarian,"To begin with Huli Tovve, wash and soak the toor dal till you prepare your vegetables.Wash and cut the vegetables. Pressure cook Toor dal, mixed vegetables and peanuts till they the cooker releases 3-4 whistles.The next step is to prepare the paste. Dry roast urad dal, chana dal, cinnamon and red chilli separately till they turn light gold. Add coconut to this and grind all of this into a smooth paste.Remove the lid after the cooker cools down. Add the ground paste to this and 2 cups of water, salt and jaggery and boil. Boil till the hulitovve thickens on high flame.For tempering, heat the oil in a tadka pan. Add mustard seeds and let it crackle. Add red chilly and curry leaves. Once they crisp up, add it to the hulitovve.Serve Huli Tovve with hot steamed rice and Elai Vadam.
","To begin with Huli Tovve, wash and soak the toor dal till you prepare your vegetables.Wash and cut the vegetables. Pressure cook Toor dal, mixed vegetables and peanuts till they the cooker releases 3-4 whistles.The next step is to prepare the paste. Dry roast urad dal, chana dal, cinnamon and red chilli separately till they turn light gold. Add coconut to this and grind all of this into a smooth paste.Remove the lid after the cooker cools down. Add the ground paste to this and 2 cups of water, salt and jaggery and boil. Boil till the hulitovve thickens on high flame.For tempering, heat the oil in a tadka pan. Add mustard seeds and let it crackle. Add red chilly and curry leaves. Once they crisp up, add it to the hulitovve.Serve Huli Tovve with hot steamed rice and Elai Vadam.",https://www.archanaskitchen.com/karnataka-special-huli-tovve-recipe
439,Lehsuni Tikki Recipe,Garlic Tikki Recipe,"7 Potatoes (Aloo) - boiled,1/2 cup Paneer (Homemade Cottage Cheese) - grated,10 Cashew nuts - finely chopped,1 Onion - finely chopped,10 cloves Garlic - finely chopped,2 Green Chillies - finely chopped,1 tablespoon Coriander (Dhania) Leaves - finely chopped,1 tablespoon Corn flour,1/4 teaspoon Red Chilli powder,Sunflower Oil - for frying,Salt - to taste","7 Potatoes (Aloo) - boiled,1/2 cup Paneer (Homemade Cottage Cheese) - grated,10 Cashew nuts - finely chopped,1 Onion - finely chopped,10 cloves Garlic - finely chopped,2 Green Chillies - finely chopped,1 tablespoon Coriander (Dhania) Leaves - finely chopped,1 tablespoon Corn flour,1/4 teaspoon Red Chilli powder,Sunflower Oil - for frying,Salt - to taste",20,30,50,4,North Indian Recipes,Appetizer,Vegetarian,"To begin making Lehsuni Aloo Tikki Recipe, wash and boil the potatoes in enough water. Once cooked, peel the skin and keep aside. You can also pressure cook the potatoes for 2 whistles and allow the pressure to release naturally. Peel the skin and keep aside. To prepare the outer layer of the Lehsuni Aloo Tikki, in a large bowl add in the boiled potatoes and mash them well. Add cornflour, season with salt and mix well. Divide them into 12 equal portions and keep aside.To prepare the inner filling for the tikkis, take a small bowl, mix together grated paneer, garlic, onion, green chillies, coriander, red chilli powder, season with salt and keep aside.To prepare the Tikkis, take a ball of the boiled potatoes and flatten it out in your palm. Add a spoonful of the paneer filling into the potato mix, seal it from all sides. Form a firm ball, flatten it out to tikki size between your palms and keep aside.Likewise, fill the rest of the potato mix with the paneer mix and make tikkis and place it in the plate.Refrigerate the prepared plate full of tikkis for 10 minutes.Heat a skillet, pour a tablespoon of oil, once hot enough, shallow fry 4 tikkis at a time till it turns golden on the bottom.Slowly flip the tikkis over and cook the other side till it becomes crisp and golden. Take it out in a plate layered with the kitchen towel to drain the excess oil out.Similarly, prepare the rest of the Lehsuni Aloo Tikkis.Serve the Lehsuni Aloo Tikki Recipe along with Spicy Green Chutney and a cup of hot Ginger Tea as a tea time snack 
","To begin making Lehsuni Aloo Tikki Recipe, wash and boil the potatoes in enough water. Once cooked, peel the skin and keep aside. You can also pressure cook the potatoes for 2 whistles and allow the pressure to release naturally. Peel the skin and keep aside. To prepare the outer layer of the Lehsuni Aloo Tikki, in a large bowl add in the boiled potatoes and mash them well. Add cornflour, season with salt and mix well. Divide them into 12 equal portions and keep aside.To prepare the inner filling for the tikkis, take a small bowl, mix together grated paneer, garlic, onion, green chillies, coriander, red chilli powder, season with salt and keep aside.To prepare the Tikkis, take a ball of the boiled potatoes and flatten it out in your palm. Add a spoonful of the paneer filling into the potato mix, seal it from all sides. Form a firm ball, flatten it out to tikki size between your palms and keep aside.Likewise, fill the rest of the potato mix with the paneer mix and make tikkis and place it in the plate.Refrigerate the prepared plate full of tikkis for 10 minutes.Heat a skillet, pour a tablespoon of oil, once hot enough, shallow fry 4 tikkis at a time till it turns golden on the bottom.Slowly flip the tikkis over and cook the other side till it becomes crisp and golden. Take it out in a plate layered with the kitchen towel to drain the excess oil out.Similarly, prepare the rest of the Lehsuni Aloo Tikkis.Serve the Lehsuni Aloo Tikki Recipe along with Spicy Green Chutney and a cup of hot Ginger Tea as a tea time snack ",https://www.archanaskitchen.com/lehsuni-tikki-recipe
