Srno,RecipeName,TranslatedRecipeName,Ingredients,TranslatedIngredients,PrepTimeInMins,CookTimeInMins,TotalTimeInMins,Servings,Cuisine,Course,Diet,Instructions,TranslatedInstructions,URL
2059,Chatpata Aloo Chaat Taco Recipe With Sour Cream & Salad,Chatpata Aloo Chaat Taco Recipe With Sour Cream & Salad,"4 Hard taco shells,1/2 cup Summer Salad,1/4 cup Tomato Salsa,1/4 cup Sour cream,2 Potatoes (Aloo) - boiled,1/4 cup Roasted Peanuts (Moongphali),1/2 teaspoon Chaat Masala Powder,1/2 teaspoon Cumin powder (Jeera),1/2 teaspoon Amchur (Dry Mango Powder),Salt - to taste,1/2 teaspoon Lemon juice,1/2 teaspoon Lemon juice","4 Hard taco shells,1/2 cup Summer Salad,1/4 cup Tomato Salsa,1/4 cup Sour cream,2 Potatoes (Aloo) - boiled,1/4 cup Roasted Peanuts (Moongphali),1/2 teaspoon Chaat Masala Powder,1/2 teaspoon Cumin powder (Jeera),1/2 teaspoon Amchur (Dry Mango Powder),Salt - to taste,1/2 teaspoon Lemon juice,1/2 teaspoon Lemon juice",15,0,15,4,Mexican,Dinner,Vegetarian,"To begin making the Chatpata Aloo Chaat Taco Recipe keep all the elements ready beforehand to assemble the tacos. Use the links to get the recipes so you can make them easily at home. The Taco shells you can either make at home or even buy a store bought taco shell.Hard taco shells - The Homemade Hard Taco Shells RecipeSummer salad - Summer Salad Recipe-Red Cabbage, Lettuce Onions & TomatoesHomemade sour cream - Homemade Healthy Sour Cream RecipeHomemade spicy mexican salsa - Spicy Mexican Salsa Recipe - Tomato Salsa RecipeFor the Chatpata Peanut & Aloo ChaatIn a mixing bowl, combine the boiled potato cubes along with the roasted peanuts , chaat masala , cumin powder , red chilli powder,  amchur powder, salt and lemon juice. Toss the Aloo Chaat well and set aside. To assemble the Chatpata Aloo Chaat Taco, hold the tacos in your palms, making sure it is easy to add the fillings. First in put the summer salad right at the bottom and spread evenly. Next add a bed of the Chatpata Aloo Chaat , over this drizzle some homemade sour cream and homemade mexican salsa. Serve Chatpata Aloo Chaat Taco Recipe along with Cucumber Honey Limeade Recipe, and complete this meal with a dessert of No Bake Oreo Chocolate Tart Recipe.
","To begin making the Chatpata Aloo Chaat Taco Recipe keep all the elements ready beforehand to assemble the tacos. Use the links to get the recipes so you can make them easily at home. The Taco shells you can either make at home or even buy a store bought taco shell.Hard taco shells - The Homemade Hard Taco Shells RecipeSummer salad - Summer Salad Recipe-Red Cabbage, Lettuce Onions & TomatoesHomemade sour cream - Homemade Healthy Sour Cream RecipeHomemade spicy mexican salsa - Spicy Mexican Salsa Recipe - Tomato Salsa RecipeFor the Chatpata Peanut & Aloo ChaatIn a mixing bowl, combine the boiled potato cubes along with the roasted peanuts , chaat masala , cumin powder , red chilli powder,  amchur powder, salt and lemon juice. Toss the Aloo Chaat well and set aside. To assemble the Chatpata Aloo Chaat Taco, hold the tacos in your palms, making sure it is easy to add the fillings. First in put the summer salad right at the bottom and spread evenly. Next add a bed of the Chatpata Aloo Chaat , over this drizzle some homemade sour cream and homemade mexican salsa. Serve Chatpata Aloo Chaat Taco Recipe along with Cucumber Honey Limeade Recipe, and complete this meal with a dessert of No Bake Oreo Chocolate Tart Recipe.
",http://www.archanaskitchen.com/chatpata-aloo-chaat-taco-recipe-with-sour-cream-salad
2060,Eggless Sugarless Oats And Nuts Cookie Recipe,Eggless Sugarless Oats And Nuts Cookie Recipe,"1 cup Instant Oats (Oatmeal),1/8 cup Cashew nuts,1/8 cup Badam (Almond),1/3 cup Whole Wheat Flour,1/4 cup Honey,1-1/2 teaspoons Curd (Dahi / Yogurt),1/4 teaspoon Baking soda,1/2 teaspoon Vanilla Extract - or pistachio extract","1 cup Instant Oats (Oatmeal),1/8 cup Cashew nuts,1/8 cup Badam (Almond),1/3 cup Whole Wheat Flour,1/4 cup Honey,1-1/2 teaspoons Curd (Dahi / Yogurt),1/4 teaspoon Baking soda,1/2 teaspoon Vanilla Extract - or pistachio extract",10,65,75,4,Continental,Snack,Vegetarian,"To begin making the Eggless Sugarless Oats And Nuts Cookie recipe, transfer cashews and almonds to a mixer and make a coarse powder.Sift whole wheat flour and baking soda together. To this, add the mixed nuts flour and mix well with oats.To the crumbly mix, add 1 to 2 teaspoons curd to make a smooth dough along with vanilla extract and honey. Add water if required.Cover the dough and keep in fridge for 45 minutes. This will make dough a bit hard and non sticky.After 45 minutes, preheat the oven at 180 C for 10 minutes. Divide the dough to small lemon sized equal balls.Flatten each balls gently by using your palm. Arrange the cookies on the baking tray lined with parchment paper. Leave some space in between.Use your fork and press in the centre of each cookie to make an impression.Place the tray in the middle rack and bake the cookies at 180 C for 10 to 12 minutes. After 10 to 12 minutes, take them out and reduce the temperature to 160 C.Bake the cookies again for 3 to 5 minutes or till they are golden brown from sides as well bottom. This will make cookies crisper.Remove the cookies from the tray and let it cool completely. Initially, they look soft when hot but after sometime, they will become crunchy.Serve Eggless Sugarless Oats And Nuts Cookie recipe along with Masala Tea and Cheese Cucumber sandwich for a tea party.
","To begin making the Eggless Sugarless Oats And Nuts Cookie recipe, transfer cashews and almonds to a mixer and make a coarse powder.Sift whole wheat flour and baking soda together. To this, add the mixed nuts flour and mix well with oats.To the crumbly mix, add 1 to 2 teaspoons curd to make a smooth dough along with vanilla extract and honey. Add water if required.Cover the dough and keep in fridge for 45 minutes. This will make dough a bit hard and non sticky.After 45 minutes, preheat the oven at 180 C for 10 minutes. Divide the dough to small lemon sized equal balls.Flatten each balls gently by using your palm. Arrange the cookies on the baking tray lined with parchment paper. Leave some space in between.Use your fork and press in the centre of each cookie to make an impression.Place the tray in the middle rack and bake the cookies at 180 C for 10 to 12 minutes. After 10 to 12 minutes, take them out and reduce the temperature to 160 C.Bake the cookies again for 3 to 5 minutes or till they are golden brown from sides as well bottom. This will make cookies crisper.Remove the cookies from the tray and let it cool completely. Initially, they look soft when hot but after sometime, they will become crunchy.Serve Eggless Sugarless Oats And Nuts Cookie recipe along with Masala Tea and Cheese Cucumber sandwich for a tea party.",https://www.archanaskitchen.com/eggless-sugarless-oats-and-nuts-cookie-recipe
2061,Badam Halwa Recipe - Delicious Almond Halwa With Khoya,Badam Halwa Recipe - Delicious Almond Halwa With Khoya,"150 grams Badam (Almond),1/2 cup Ghee,2 cups Milk,1/4 cup Sugar,100 grams Khoya (Mawa),Mixed nuts - for garnishing","150 grams Badam (Almond),1/2 cup Ghee,2 cups Milk,1/4 cup Sugar,100 grams Khoya (Mawa),Mixed nuts - for garnishing",20,60,80,2,Indian,Dessert,Vegetarian,"To begin making the Badam Halwa Recipe, we will first powder the badam.Into a mixer grinder, powder the padam along with the skin, you can also optionally soak the badam, peel the skin and powder it without the skin as well.Next to make the Badam Halwa recipe, heat ghee in a heavy bottomed pan over medium heat.Add the powdered badam and stir continuously until they turn brown and get a roasted aroma. Take care not to turn the heat too high, they need to get roasted on low to medium heat.In another saucepan, heat the milk and sugar and allow the sugar to dissolve completely.Add the powdered and roasted badam mixture to the milk mixture. Keep stirring the Badam Halwa continuously and you will notice the halwa thickens and looks coarse.Once the Badam halwa has thickened, add the crumbled khoya and keep stirring until you see the ghee leaves the sides of the ban and the badam halwa.The Badam halwa will also come away smoothly form the sides of the pan.This process of mixing and getting this consistency for the Badam Halwa takes a good 15 to 20 minutes. The badam halwa should look shiny and have a good texture and taste.Once done, turn off the heat and transfer the Badam Halwa to a serving bowl. Garnish with nuts and serve warm.Serve the Badam Halwa Recipe as a indian dessert for parties when you have an elaborate Indian meal or make them for festivals like Holi, Raksha Bandhan and Diwali.
","To begin making the Badam Halwa Recipe, we will first powder the badam.Into a mixer grinder, powder the padam along with the skin, you can also optionally soak the badam, peel the skin and powder it without the skin as well.Next to make the Badam Halwa recipe, heat ghee in a heavy bottomed pan over medium heat.Add the powdered badam and stir continuously until they turn brown and get a roasted aroma. Take care not to turn the heat too high, they need to get roasted on low to medium heat.In another saucepan, heat the milk and sugar and allow the sugar to dissolve completely.Add the powdered and roasted badam mixture to the milk mixture. Keep stirring the Badam Halwa continuously and you will notice the halwa thickens and looks coarse.Once the Badam halwa has thickened, add the crumbled khoya and keep stirring until you see the ghee leaves the sides of the ban and the badam halwa.The Badam halwa will also come away smoothly form the sides of the pan.This process of mixing and getting this consistency for the Badam Halwa takes a good 15 to 20 minutes. The badam halwa should look shiny and have a good texture and taste.Once done, turn off the heat and transfer the Badam Halwa to a serving bowl. Garnish with nuts and serve warm.Serve the Badam Halwa Recipe as a indian dessert for parties when you have an elaborate Indian meal or make them for festivals like Holi, Raksha Bandhan and Diwali.",https://www.archanaskitchen.com/shahi-badam-halwa-recipe
2062,स्वीट कॉर्न पोरियल - Sweet Corn Poriyal (Recipe In Hindi), Sweet Corn Poriyal (Recipe In Hindi),"300 ग्राम्स स्वीट कॉर्न - पका हुआ,1 छोटा चमच्च राई,1/2 छोटा चमच्च चना दाल,1 सुखी लाल मिर्च,हींग - चुटकी भर,1 कली कढ़ी पत्ता,3 बड़ा चमच्च नारियल - कसा हुआ,2 कली हरा धनिया - बारीक कटा हुआ,1 हरी मिर्च - बारीक कटा हुआ,2 छोटा चमच्च तेल,नमक - स्वाद अनुसार","300 ग्राम्स स्वीट कॉर्न - पका हुआ,1 छोटा चमच्च राई,1/2 छोटा चमच्च चना दाल,1 सुखी लाल मिर्च,हींग - चुटकी भर,1 कली कढ़ी पत्ता,3 बड़ा चमच्च नारियल - कसा हुआ,2 कली हरा धनिया - बारीक कटा हुआ,1 हरी मिर्च - बारीक कटा हुआ,2 छोटा चमच्च तेल,नमक - स्वाद अनुसार",5,10,15,3,Tamil Nadu,Lunch,Vegetarian,"स्वीट कॉर्न पोरियल बनाने के लिए स्वीट कॉर्न को प्रेशर कुकर में नरम होने तक पका ले। प्रेशर कुकर में से निकलकर अलग से रख ले. अब मिक्सर ग्राइंडर में कैसा हुआ नारियल, हरा धनिया और हरी मिर्च डाले और उसे पीस ले. इसे भी अलग से रख ले. अब एक कढ़ाई गरम करें। इसमें राइ, चना दाल डाले और 10 सेकण्ड्स तक पकाए। उसके बाद इसमें हींग, सुखी लाल मिर्च एयर कढ़ी पत्ता डाले। 10 सेकड़ के बाद स्वीट कॉर्न डाले और 2 मिनट तक पकाए। अब इसमें नारियल धनिया और मिर्च का पेस्ट डाले, अच्छी तरह से मिलाए और गरमा गरम परोसे।  स्वीट कॉर्न पोरियल को मिक्स्ड वेजिटेबल सांबर और चावल के साथ दिन के खाने के लिए परोसे।
","To make sweet corn porridge, cook the sweet corn in a pressure cooker until it becomes soft. Take it out of the pressure cooker and keep it separately. Now add coconut, green coriander and green chilli to the mixer grinder and grind it. Keep this separately too. Now heat a pan. Add mustard seeds, chana dal and cook for 10 seconds. After that add asafoetida, dry red chilli air curry leaves. Add sweet corn after 10 seconds and cook for 2 minutes. Now add coconut coriander and chilli paste, mix well and serve hot. Serve the sweet corn porridge with mixed vegetable sambar and rice for dinner.",http://www.archanaskitchen.com/sweet-corn-poriyal-recipe-in-hindi
2063,पालक धनिया डोसा रेसिपी - Palak Dhania Dosa (Recipe In Hindi), Palak Dhania Dosa (Recipe In Hindi),"1 कप पालक - बारीक काट ले,1/4 कप हरा धनिया - बारीक काट ले,1 प्याज - बारीक काट ले,2 हरी मिर्च - बारीक काट ले,1 कप गेहूं का आटा,1/2 कप ओट्स,1/2 कप सूजी,1 बड़ा चमच्च पूरी काली मिर्च - पीस ले,ओलिव का तेल - प्रयोग अनुसार","1 कप पालक - बारीक काट ले,1/4 कप हरा धनिया - बारीक काट ले,1 प्याज - बारीक काट ले,2 हरी मिर्च - बारीक काट ले,1 कप गेहूं का आटा,1/2 कप ओट्स,1/2 कप सूजी,1 बड़ा चमच्च पूरी काली मिर्च - पीस ले,ओलिव का तेल - प्रयोग अनुसार",10,45,55,4,South Indian Recipes,South Indian Breakfast,High Protein Vegetarian,"पालक धनिया डोसा बनाने के लिए सबसे पहले पालक और धनिये को एक मिक्सर ग्राइंडर में डाले और पेस्ट बना ले. अलग से रख दे. अब एक मिक्सिंग बाउल में गेहूं का आटा और पानी डाले और गाढ़ा मिश्रण बना ले. अब इसमें पालक धनिया पेस्ट, ओट्स, हरी मिर्च, काली मिर्च डाले और सबको अच्छी तरह से मिला ले. डोसे के मिश्रण जैसा घोल बना ले. अब एक तवा गरम करें और उस पर थोड़ा घी डाले। एक किचन टॉवल से घी को साफ़ कर ले. अब इसमें तवे के बिच में डोसे का मिश्रण डाले और गोल गोल डोसे की तरह फेला दे.  चारो तरफ ओलिव आयल डाले और हल्का भूरा होने तक पकाए। दोनों तरफ से पकने तक पकाए। पालक धनिया डोसा को टमाटर प्याज सांबर और नारियल की चटनी के साथ सुबह के नाश्ते के लिए परोसे।
","पालक धनिया डोसा बनाने के लिए सबसे पहले पालक और धनिये को एक मिक्सर ग्राइंडर में डाले और पेस्ट बना ले. अलग से रख दे. अब एक मिक्सिंग बाउल में गेहूं का आटा और पानी डाले और गाढ़ा मिश्रण बना ले. अब इसमें पालक धनिया पेस्ट, ओट्स, हरी मिर्च, काली मिर्च डाले और सबको अच्छी तरह से मिला ले. डोसे के मिश्रण जैसा घोल बना ले. अब एक तवा गरम करें और उस पर थोड़ा घी डाले। एक किचन टॉवल से घी को साफ़ कर ले. अब इसमें तवे के बिच में डोसे का मिश्रण डाले और गोल गोल डोसे की तरह फेला दे.  चारो तरफ ओलिव आयल डाले और हल्का भूरा होने तक पकाए। दोनों तरफ से पकने तक पकाए। पालक धनिया डोसा को टमाटर प्याज सांबर और नारियल की चटनी के साथ सुबह के नाश्ते के लिए परोसे।
",https://www.archanaskitchen.com/palak-dhania-dosa-recipe-with-figaro-olive-oil-in-hindi
2064,Stuffed Karela With Aloo Recipe,Stuffed Karela With Aloo Recipe,"5 Karela (Bitter Gourd/ Pavakkai),2 Potatoes (Aloo) - boiled,1/4 teaspoon Turmeric powder (Haldi),1/2 teaspoon Red Chilli powder,1 teaspoon Garam masala powder,1 teaspoon Chaat Masala Powder,Salt - as needed,Sunflower Oil - as required","5 Karela (Bitter Gourd/ Pavakkai),2 Potatoes (Aloo) - boiled,1/4 teaspoon Turmeric powder (Haldi),1/2 teaspoon Red Chilli powder,1 teaspoon Garam masala powder,1 teaspoon Chaat Masala Powder,Salt - as needed,Sunflower Oil - as required",15,45,60,6,Indian,Lunch,Vegetarian,"To prepare Stuffed Karela With Aloo Recipe, first clean the karelas/bitter gourd. Rinse off with salt and turmeric to remove the bitterness. Let it rest for 20-25 minutes.Now make a vertical slit on each karela. Scoop out and discard seeds and pulp to fill the potato masala.Then prepare the potato masala. In a mixing bowl, smash the boiled potatoes. Add turmeric powder, red chili powder, chat masala, garam masala and salt. Mix everything to be incorporated well.Now fill the karelas with potato masala filling tightly.Heat oil in a Shallow frying pan, shallow fry stuffed karelas lightly for a minute, such that the stuffing doesn’t fall off. Then cover and cook on a low-medium heat till stuffed karelas are well cooked.Once the karelas are nice and soft, switch off the heat and it is ready to be served. Serve Stuffed Karela With Aloo along with Moong Dal Tadka, Palak Raita and Phulka for an everyday meal with your family.
","To prepare Stuffed Karela With Aloo Recipe, first clean the karelas/bitter gourd. Rinse off with salt and turmeric to remove the bitterness. Let it rest for 20-25 minutes.Now make a vertical slit on each karela. Scoop out and discard seeds and pulp to fill the potato masala.Then prepare the potato masala. In a mixing bowl, smash the boiled potatoes. Add turmeric powder, red chili powder, chat masala, garam masala and salt. Mix everything to be incorporated well.Now fill the karelas with potato masala filling tightly.Heat oil in a Shallow frying pan, shallow fry stuffed karelas lightly for a minute, such that the stuffing doesn’t fall off. Then cover and cook on a low-medium heat till stuffed karelas are well cooked.Once the karelas are nice and soft, switch off the heat and it is ready to be served. Serve Stuffed Karela With Aloo along with Moong Dal Tadka, Palak Raita and Phulka for an everyday meal with your family.",http://www.archanaskitchen.com/stuffed-karela-with-aloo-recipe
2065,Indo Chinese Chicken Hakka Noodles Recipe,Indo Chinese Chicken Hakka Noodles Recipe,"500 grams Hakka Noodles,1/2 Chicken breasts - thinly sliced,1 Onion - thinly sliced,1 Green Bell Pepper (Capsicum) - thinly sliced,1 Carrot (Gajjar) - thinly sliced,4 cloves Garlic,3 Green Chillies,2 tablespoons Soy sauce,1 Tablespoon Vinegar,1 Tablespoon Red Chilli sauce,Sunflower Oil - as required,Salt - to taste,Black pepper powder - to taste","500 grams Hakka Noodles,1/2 Chicken breasts - thinly sliced,1 Onion - thinly sliced,1 Green Bell Pepper (Capsicum) - thinly sliced,1 Carrot (Gajjar) - thinly sliced,4 cloves Garlic,3 Green Chillies,2 tablespoons Soy sauce,1 Tablespoon Vinegar,1 Tablespoon Red Chilli sauce,Sunflower Oil - as required,Salt - to taste,Black pepper powder - to taste",15,15,30,2,Indo Chinese,Dinner,Non Vegeterian,"To begin making the Indo Chinese Chicken Hakka Noodles recipe, boil water in a saucepan on medium flame, when the water comes to a single boil, gradually add in the noodles along with a teaspoon of oil and some salt. Cook until the noodles are firm. Drain the water, and place the noodles in a colander to drain off the excess water. Rub your hands with oil and run it through the noodles. Heat up oil in the pan on medium heat and saute garlic for few minutes. Add chicken and cook for another 5 to 10 minutes.Next add all the chopped veggies and cook for a couple of minutes then add soya sauce, vinegar, red chilli sauce, green chillies and mix everything well.Now toss in the noodles and sprinkle salt , black pepper powder and give it a good stir. Use a fork to mix so that noodle do not break. Serve hot.Serve Indo Chinese Chicken Hakka Noodles along with Asian Style Honey Chicken With Vegetables Recipe and Burnt Garlic Veg Fried Rice Recipe  for a weekend dinner finished off with a dessert of Chocolate And Salted Caramel Tart Recipe. 
","To begin making the Indo Chinese Chicken Hakka Noodles recipe, boil water in a saucepan on medium flame, when the water comes to a single boil, gradually add in the noodles along with a teaspoon of oil and some salt. Cook until the noodles are firm. Drain the water, and place the noodles in a colander to drain off the excess water. Rub your hands with oil and run it through the noodles. Heat up oil in the pan on medium heat and saute garlic for few minutes. Add chicken and cook for another 5 to 10 minutes.Next add all the chopped veggies and cook for a couple of minutes then add soya sauce, vinegar, red chilli sauce, green chillies and mix everything well.Now toss in the noodles and sprinkle salt , black pepper powder and give it a good stir. Use a fork to mix so that noodle do not break. Serve hot.Serve Indo Chinese Chicken Hakka Noodles along with Asian Style Honey Chicken With Vegetables Recipe and Burnt Garlic Veg Fried Rice Recipe  for a weekend dinner finished off with a dessert of Chocolate And Salted Caramel Tart Recipe. ",http://www.archanaskitchen.com/indo-chinese-chicken-hakka-noodles-recipe
2070,Lau Chingri Recipe (Bottle Gourd And Shrimp Curry),Lau Chingri Recipe (Bottle Gourd And Shrimp Curry),"1 Bottle gourd (lauki) - small,250 grams Shrimps,1/2 teaspoon Cumin seeds (Jeera),1 Bay leaf (tej patta),1/2 inch Ginger,1 Tomato,1/4 teaspoon Turmeric powder (Haldi),1/4 teaspoon Cumin powder (Jeera),Salt - to taste,Sugar - to taste","1 Bottle gourd (lauki) - small,250 grams Shrimps,1/2 teaspoon Cumin seeds (Jeera),1 Bay leaf (tej patta),1/2 inch Ginger,1 Tomato,1/4 teaspoon Turmeric powder (Haldi),1/4 teaspoon Cumin powder (Jeera),Salt - to taste,Sugar - to taste",10,20,30,2,Bengali Recipes,Lunch,Non Vegeterian,"To begin making the Lau Chingri recipe, marinate the shrimps with salt and turmeric powder for 10 minutes then lightly fry them in mustard oil for 2 minutes.To the same pan add cumin seeds and bay leaf followed by grated ginger and tomato.Saute them for few minutes and add bottle gourd.Add cumin powder, salt, sugar, turmeric powder, green chilies.Cover and simmer till the bottle gourd losses all its water and cooked.Add the shrimps and simmer for five more minutes. Serve Lau Chingri along with Steamed Rice and Bengali Jhinge Narkol Chenchki for a satisfying weekday meal.
","To begin making the Lau Chingri recipe, marinate the shrimps with salt and turmeric powder for 10 minutes then lightly fry them in mustard oil for 2 minutes.To the same pan add cumin seeds and bay leaf followed by grated ginger and tomato.Saute them for few minutes and add bottle gourd.Add cumin powder, salt, sugar, turmeric powder, green chilies.Cover and simmer till the bottle gourd losses all its water and cooked.Add the shrimps and simmer for five more minutes. Serve Lau Chingri along with Steamed Rice and Bengali Jhinge Narkol Chenchki for a satisfying weekday meal.",http://www.archanaskitchen.com/lau-chingri-recipe-bottle-gourd-and-shrimp-curry
2071,पनीर टिक्का पुलाव रेसिपी - Paneer Tikka Pulao Recipe, Paneer Tikka Pulao Recipe,"1-1/2 कप चावल,1 प्याज,1 हरी मिर्च,1 छोटा चम्मच जीरा,1 इलाइची,1 इंच दालचीनी,2 लॉन्ग,1 तेज पत्ता,1/4 छोटा चम्मच हल्दी पाउडर,1/4 छोटा चम्मच गरम मसाला पाउडर,2 छोटा चम्मच तेल,नमक - स्वाद अनुसार,200 ग्राम पनीर - काट ले,2 बड़े चम्मच दही,1 छोटा चम्मच लाल मिर्च पाउडर,3 छोटे चम्मच बेसन,1/2 छोटा चम्मच गरम मसाला पाउडर,1/2 छोटा चम्मच कसूरी मेथी,1 बड़ा चम्मच अदरक लहसुन का पेस्ट,नारियल का तेल  - प्रयोग अनुसार","1-1/2 कप चावल,1 प्याज,1 हरी मिर्च,1 छोटा चम्मच जीरा,1 इलाइची,1 इंच दालचीनी,2 लॉन्ग,1 तेज पत्ता,1/4 छोटा चम्मच हल्दी पाउडर,1/4 छोटा चम्मच गरम मसाला पाउडर,2 छोटा चम्मच तेल,नमक - स्वाद अनुसार,200 ग्राम पनीर - काट ले,2 बड़े चम्मच दही,1 छोटा चम्मच लाल मिर्च पाउडर,3 छोटे चम्मच बेसन,1/2 छोटा चम्मच गरम मसाला पाउडर,1/2 छोटा चम्मच कसूरी मेथी,1 बड़ा चम्मच अदरक लहसुन का पेस्ट,नारियल का तेल  - प्रयोग अनुसार",30,20,50,4,North Indian Recipes,Lunch,Vegetarian,"पनीर टिक्का पुलाव रेसिपी बनाने के लिए चावल को अच्छी तरह से धो ले. 30 मिनट के लिए भिगो ले.पनीर के मरिनेशन के लिए सबसे पहले एक बाउल में दही, बेसन, अदरक लहसुन का पेस्ट, लाल मिर्च पाउडर, गरम मसाला पाउडर, नमक डाले और मिला ले. अब इसमें पनीर डाले और अच्छी तरह से मिला ले. 30 मिनट के लिए अलग से रख ले. अब एक तवा गरम करें। इसमें तेल डाले और पनीर के टुकड़े डाले और चारो तरफ से सुनहरा होने तक पका ले. तवा से हटाए और गैस बंद कर ले. अब एक कढ़ाई में तेल गरम करें। इसमें जीरा, दालचीनी, लॉन्ग, इलाइची, तेज पत्ता डाले और 1 मिनट के लिए पका ले. अब इसमें प्याज, हरी मिर्च डाले और प्याज के नरम होने तक पका ले. प्याज के नरम होने के बाद इसमें पनीर टिक्का, हल्दी पाउडर, गरम मसाला पाउडर डाले और मिला ले.अब चावल, नमक डाले, मिलाए और 3 कप पानी डाले।  गैस बंद करें और 2 से 3 सिटी आने तक पका ले. गैस बंद करें और प्रेशर अपने आप निकलने दे. कुकर खोले, मिलाए और हरे धनिये से गार्निश करें। पनीर टिक्का पुलाव रेसिपी को बूंदी रायता, भिंडी रायता रेसिपी या अपने पसंद के रायते और पापड़ के साथ दिन के खाने के लिए परोसे।
","To make Paneer Tikka Pulao recipe, wash the rice thoroughly. Soak for 30 minutes. For the panination, firstly add curd, gram flour, ginger garlic paste, red chili powder, garam masala powder, salt and mix in a bowl. Now add cottage cheese and mix well. Keep it aside for 30 minutes. Now heat a griddle. Add oil to it and add pieces of paneer and cook till it turns golden in color from all sides. Remove from the griddle and turn off the gas. Now heat oil in a pan. Add cumin seeds, cinnamon, long, cardamom, bay leaves and cook for 1 minute. Now add onions, green chilies and cook till the onions become soft. After the onion becomes soft, add paneer tikka, turmeric powder, garam masala powder and mix it. Now add rice, salt, mix and add 3 cups of water. Turn off the gas and cook till 2 to 3 cities come. Turn off the gas and let the pressure drain automatically. Open the cooker, mix and garnish with green coriander. Serve Paneer Tikka Pulao Recipe with Bundi Raita, Bhindi Raita Recipe or Raita and Papad of your choice for dinner.",https://www.archanaskitchen.com/paneer-tikka-pulao-recipe-in-hindi
2072,Thai Jasmine Sticky Rice Recipe,Thai Jasmine Sticky Rice Recipe,,,30,20,50,4,North Indian Recipes,Lunch,Vegetarian,"To begin making the Thai Jasmine Rice, we will cook the rice in Saucepan.First wash the rice well in water, three to four times. Place rice in a Saucepan, add salt, a teaspoon of oil and about 2 cups of water. Bring the rice to a brisk boil. As soon as rice comes to brisk boil, turn the heat to low, cover the pan and simmer the rice until all the water is absorbed. Once the water is absorbed, turn off the heat.Allow the rice to rest covered in the pan for the next 10 minutes. This will help the rice settle down and fluff up. Serve hot or at room temperature along with your favorite Thai Green Curry or Thai Red Curry
","To begin making the Thai Jasmine Rice, we will cook the rice in Saucepan.First wash the rice well in water, three to four times. Place rice in a Saucepan, add salt, a teaspoon of oil and about 2 cups of water. Bring the rice to a brisk boil. As soon as rice comes to brisk boil, turn the heat to low, cover the pan and simmer the rice until all the water is absorbed. Once the water is absorbed, turn off the heat.Allow the rice to rest covered in the pan for the next 10 minutes. This will help the rice settle down and fluff up. Serve hot or at room temperature along with your favorite Thai Green Curry or Thai Red Curry",https://www.archanaskitchen.com/thai-jasmine-sticky-rice-recipe
