Srno,RecipeName,TranslatedRecipeName,Ingredients,TranslatedIngredients,PrepTimeInMins,CookTimeInMins,TotalTimeInMins,Servings,Cuisine,Course,Diet,Instructions,TranslatedInstructions,URL
5900,बेबी कॉर्न पनीर काठी रोल रेसिपी - Baby Corn Paneer Kathi Roll Recipe,Baby Corn Paneer Kathi Roll Recipe - Baby Corn Paneer Kathi Roll Recipe,"1 छोटा चम्मच तेल,4 कली लहसुन,1 प्याज - सीधा और पतला काट ले,1 शिमला मिर्च (हरी) - सीधा और पतला काट ले,1 गाजर - सीधा और पतला काट ले,100 ग्राम बेबी कॉर्न - सीधा काट ले,नमक - स्वाद अनुसार,200 ग्राम पनीर - सीधा और पतला काट ले,1 छोटा चम्मच चाट मसाला पाउडर,1 छोटा चम्मच अचारी मेयो,4 तवा पराठा,1 ककड़ी - सीधा काट ले,1 टमाटर - सीधा काट ले,4 बड़े चम्मच अचारी मेयो","1 teaspoon oil, 4 cloves garlic, 1 onion - cut straight and thin, 1 capsicum (green) - cut straight and thin, 1 carrot - cut straight and thin, 100 grams baby corn - cut straight, salt 200 g Paneer as per taste - cut it straight and thin, 1 tsp chaat masala powder, 1 tsp achari mayo, 4 tava paratha, 1 cucumber - cut it straight, 1 tomato - cut it straight, 4 tbsp achari mayo",10,30,40,4,Indian,Snack,High Protein Vegetarian,"बेबी कॉर्न पनीर काठी रोल रेसिपी बनाने के लिए सबसे पहले सारी सामग्री तैयार कर ले. तवा पराठा बना ले और अलग से रख दे. एक सॉसपैन में तेल गरम करें। इसमें प्याज, लहसुन डाले और प्याज के नरम होने तक पका ले. अब इसमें शिमला मिर्च, गाजर और बेबी कॉर्न डाले। सब्ज़िओ के नरम होने तक पका ले. नरम होने के बाद इसमें पनीर, अचारी मेयो डाले और अच्छी तरह से मिला ले. 1 मिनट पकाए और गैस बंद कर दे. तवा पराठा ले. इसके बिच में बेबी कॉर्न पनीर का मिश्रण डाले। इसके ऊपर ककड़ी, टमाटर और थोड़ा अचारी मेयो डालकर रोल कर ले. परोसे। बेबी कॉर्न पनीर काठी रोल रेसिपी को चीकू बनाना डेट स्मूथी के साथ शाम के वक़्त परोसे।
","बेबी कॉर्न पनीर काठी रोल रेसिपी बनाने के लिए सबसे पहले सारी सामग्री तैयार कर ले. तवा पराठा बना ले और अलग से रख दे. एक सॉसपैन में तेल गरम करें। इसमें प्याज, लहसुन डाले और प्याज के नरम होने तक पका ले. अब इसमें शिमला मिर्च, गाजर और बेबी कॉर्न डाले। सब्ज़िओ के नरम होने तक पका ले. नरम होने के बाद इसमें पनीर, अचारी मेयो डाले और अच्छी तरह से मिला ले. 1 मिनट पकाए और गैस बंद कर दे. तवा पराठा ले. इसके बिच में बेबी कॉर्न पनीर का मिश्रण डाले। इसके ऊपर ककड़ी, टमाटर और थोड़ा अचारी मेयो डालकर रोल कर ले. परोसे। बेबी कॉर्न पनीर काठी रोल रेसिपी को चीकू बनाना डेट स्मूथी के साथ शाम के वक़्त परोसे।
",http://www.archanaskitchen.com/baby-corn-and-paneer-kathi-roll-recipe-in-hindi
5903,Green Spinach & Oats Cutlet Recipe,Green Spinach & Oats Cutlet Recipe,"1 cup Instant Oats (Oatmeal),1/2 cup Green peas (Matar) - steamed,1 cup Spinach - chopped,1 Green Chilli - chopped,1/2 cup Coriander (Dhania) Leaves - finely chopped,1 inch Ginger - grated,Salt - to taste,1/2 teaspoon Whole Black Peppercorns - pounded,1 teaspoon Dried oregano,1 Lemon - juiced,Sunflower Oil - as needed","1 cup Instant Oats (Oatmeal),1/2 cup Green peas (Matar) - steamed,1 cup Spinach - chopped,1 Green Chilli - chopped,1/2 cup Coriander (Dhania) Leaves - finely chopped,1 inch Ginger - grated,Salt - to taste,1/2 teaspoon Whole Black Peppercorns - pounded,1 teaspoon Dried oregano,1 Lemon - juiced,Sunflower Oil - as needed",20,30,50,4,Indian,Snack,Vegetarian,"To begin making the Green Spinach & Oats Cutlet Recipe, we will first get all the ingredients ready. Heat a heavy bottomed pan and roast the oats for a few minutes, until you get a roasted aroma. Once roasted, remove from the pan and keep it aside.In the same pan, add the chopped spinach and saute it until the spinach wilts down and the excess moisture evaporates. Once ready, remove the spinach from the heat and allow it to cool.The next step is to make the cutlet mixture. Add the roasted oats, the cooked spinach, green peas, green chillies, coriander, salt, pepper oregano and lemon juice into a food processor and combine to make a coarse mixture. Check the salt and spice levels and adjust to suit your taste.Divide the Green Spinach & Oats Cutlet mixture into 8-10 portions. Grease your fingers with oil and flatten the cutlet mixture and shape them a little.Grease and preheat a skillet on medium heat. Place the Spinach & Oats Cutlet portions onto the skillet. Drizzle a little oil and cook on both sides until lightly browned and crisp. Serve the Green Spinach & Oats Cutlet Recipe along with a Green Chutney or plain old Tomato Ketchup for tea parties or simple as a great tea time snack along with a cup of tea.
","To begin making the Green Spinach & Oats Cutlet Recipe, we will first get all the ingredients ready. Heat a heavy bottomed pan and roast the oats for a few minutes, until you get a roasted aroma. Once roasted, remove from the pan and keep it aside.In the same pan, add the chopped spinach and saute it until the spinach wilts down and the excess moisture evaporates. Once ready, remove the spinach from the heat and allow it to cool.The next step is to make the cutlet mixture. Add the roasted oats, the cooked spinach, green peas, green chillies, coriander, salt, pepper oregano and lemon juice into a food processor and combine to make a coarse mixture. Check the salt and spice levels and adjust to suit your taste.Divide the Green Spinach & Oats Cutlet mixture into 8-10 portions. Grease your fingers with oil and flatten the cutlet mixture and shape them a little.Grease and preheat a skillet on medium heat. Place the Spinach & Oats Cutlet portions onto the skillet. Drizzle a little oil and cook on both sides until lightly browned and crisp. Serve the Green Spinach & Oats Cutlet Recipe along with a Green Chutney or plain old Tomato Ketchup for tea parties or simple as a great tea time snack along with a cup of tea.",http://www.archanaskitchen.com/green-spinach-oats-cutlet-recipe
5904,Spinach Fig & Cherry Tomatoes Salad with Red Wine Vinaigrette Recipe,Spinach Fig & Cherry Tomatoes Salad with Red Wine Vinaigrette Recipe,"1 cup Spinach Leaves (Palak) - torn,5 Fresh Figs - cut into quarters,10 Cherry tomatoes - cut into half,1 Cucumber - peeled and sliced,50 grams Feta Cheese - crumbled,1/4 cup Red Wine Vinaigrette,1 teaspoon Dijon Mustard,1/4 cup Extra Virgin Olive Oil,Salt and Pepper - to taste","1 cup Spinach Leaves (Palak) - torn,5 Fresh Figs - cut into quarters,10 Cherry tomatoes - cut into half,1 Cucumber - peeled and sliced,50 grams Feta Cheese - crumbled,1/4 cup Red Wine Vinaigrette,1 teaspoon Dijon Mustard,1/4 cup Extra Virgin Olive Oil,Salt and Pepper - to taste",15,0,15,4,Continental,Appetizer,Vegetarian,"To begin making the Spinach, Fig, Cherry tomatoes with Red Wine Vinaigrette Recipe we will keep all the fresh ingredients - Torn spinach leaves, figs, cherry tomatoes and sliced cucumbers ready in a mixing bowl.In a separate bowl, we will make the dressing for the salad. Mix in all the above salad ingredients mentioned in the list for dressing - red wine vinaigrette, dijon mustard, olive oil, salt and pepper.  Whisk the salad dressing ingredients until the olive oil and red wine vinaigrette are well combined. Drizzle the dressing on top of the mixed fresh Spinach, Fig, Cherry tomatoes and give it a toss. Place the salad onto a platter and sprinkle the feta cheese over the top and serve chilled.Serve the Spinach, Fig, Cherry tomatoes with Red Wine Vinaigrette along with Penne Pasta in Spinach Basil Sauce or Quick Roasted Vegetable Bread Pizza for a special weekend dinner.
","To begin making the Spinach, Fig, Cherry tomatoes with Red Wine Vinaigrette Recipe we will keep all the fresh ingredients - Torn spinach leaves, figs, cherry tomatoes and sliced cucumbers ready in a mixing bowl.In a separate bowl, we will make the dressing for the salad. Mix in all the above salad ingredients mentioned in the list for dressing - red wine vinaigrette, dijon mustard, olive oil, salt and pepper.  Whisk the salad dressing ingredients until the olive oil and red wine vinaigrette are well combined. Drizzle the dressing on top of the mixed fresh Spinach, Fig, Cherry tomatoes and give it a toss. Place the salad onto a platter and sprinkle the feta cheese over the top and serve chilled.Serve the Spinach, Fig, Cherry tomatoes with Red Wine Vinaigrette along with Penne Pasta in Spinach Basil Sauce or Quick Roasted Vegetable Bread Pizza for a special weekend dinner.",http://www.archanaskitchen.com/spinach-fig-cherry-tomatoes-salad-with-red-wine-vinaigrette-recipe
5906,पाइनएप्पल लस्सी रेसिपी - Pineapple Lassi Recipe,Pineapple Lassi Recipe - Pineapple Lassi Recipe,"1/2 कप पाइनएप्पल - छोटा काट ले,1/4 कप शक्कर,2 कप दही,3 केसर,1/4 कप क्रीम,नमक - चुटकी भर,बर्फ - प्रयोग अनुसार","1/2 cup Pineapple - cut into small pieces, 1/4 cup sugar, 2 cups yogurt, 3 saffron, 1/4 cup cream, salt - a pinch, ice - as per use",20,0,20,4,Indian,Lunch,Vegetarian,"पाइनएप्पल लस्सी रेसिपी बनाने के लिए सबसे पहले एक कढ़ाई में पाइनएप्पल, शक्कर डाले और 2 से 3 मिनट के लिए पका ले. गैस बंद करें, अलग से रख ले और ठंडा होने दे. अब एक बड़े बाउल में दही, दूध, क्रीम, बर्फ, केसर, नमक डाले और ब्लेंडर की मदद से अच्छी तरह से ब्लेंड कर ले. इसमें पका हुआ पाइनएप्पल डाले और अच्छी तरह से मिला ले. ग्लास में डाले और ठंडा परोसे। पाइनएप्पल लस्सी रेसिपी को जयपुरी आलू प्याज की सब्ज़ी, अजवाइन पूरी और प्याज पुदीना कचुम्बर सलाद के साथ दिन के खाने के लिए परोसे।
","पाइनएप्पल लस्सी रेसिपी बनाने के लिए सबसे पहले एक कढ़ाई में पाइनएप्पल, शक्कर डाले और 2 से 3 मिनट के लिए पका ले. गैस बंद करें, अलग से रख ले और ठंडा होने दे. अब एक बड़े बाउल में दही, दूध, क्रीम, बर्फ, केसर, नमक डाले और ब्लेंडर की मदद से अच्छी तरह से ब्लेंड कर ले. इसमें पका हुआ पाइनएप्पल डाले और अच्छी तरह से मिला ले. ग्लास में डाले और ठंडा परोसे। पाइनएप्पल लस्सी रेसिपी को जयपुरी आलू प्याज की सब्ज़ी, अजवाइन पूरी और प्याज पुदीना कचुम्बर सलाद के साथ दिन के खाने के लिए परोसे।
",http://www.archanaskitchen.com/pineapple-lassi-recipe-in-hindi
5907,Cheese Masala Omelette Recipe,Cheese Masala Omelette Recipe,"2 Whole Eggs,2 tablespoons Onion - finely chopped,2 tablespoons Tomato - finely chopped,2 tablespoons Cheese - grated,1 Green Chillies - finely chopped,Coriander (Dhania) Leaves - finely chopped,Salt - as required,1 teaspoon Sunflower Oil","2 Whole Eggs,2 tablespoons Onion - finely chopped,2 tablespoons Tomato - finely chopped,2 tablespoons Cheese - grated,1 Green Chillies - finely chopped,Coriander (Dhania) Leaves - finely chopped,Salt - as required,1 teaspoon Sunflower Oil",10,15,25,1,Indian,Indian Breakfast,Eggetarian,"To begin making the Cheese Masala Omelette Recipe, chop tomatoes, onions, chillies and coriander leaves. Grate the required amount of cheese and keep aside. Break 2 eggs into a mixing bowl and add the chopped tomatoes, onions, green chillies, coriander leaves and grated cheese. Mix all the ingredients well to make a the omelette mixture. Place an omelette pan on medium heat and add some oil to grease the pan. Once the pan in hot, reduce the flame to low and add the egg mixture to the pan. Make sure the egg mixture is equally spread across the pan. Cover the pan with the lid, so that the omelette gets cooked a little fasterRemove the lid and check if the omelette has cooked. You can either flip the omelette to cook on the other side or fold the omelette in half and cover the pan again so that the cheese melts inside the omelette and all ingredients get cooked thoroughly Keep the lid on for 30 seconds to minute and then turn off the flame. Serve Cheese Masala Omelette Recipe with a cup of Adrak Chai Recipe and a fruit bowl for a sumptuous breakfast.
","To begin making the Cheese Masala Omelette Recipe, chop tomatoes, onions, chillies and coriander leaves. Grate the required amount of cheese and keep aside. Break 2 eggs into a mixing bowl and add the chopped tomatoes, onions, green chillies, coriander leaves and grated cheese. Mix all the ingredients well to make a the omelette mixture. Place an omelette pan on medium heat and add some oil to grease the pan. Once the pan in hot, reduce the flame to low and add the egg mixture to the pan. Make sure the egg mixture is equally spread across the pan. Cover the pan with the lid, so that the omelette gets cooked a little fasterRemove the lid and check if the omelette has cooked. You can either flip the omelette to cook on the other side or fold the omelette in half and cover the pan again so that the cheese melts inside the omelette and all ingredients get cooked thoroughly Keep the lid on for 30 seconds to minute and then turn off the flame. Serve Cheese Masala Omelette Recipe with a cup of Adrak Chai Recipe and a fruit bowl for a sumptuous breakfast.",http://www.archanaskitchen.com/cheese-masala-omelette-recipe
5909,शकरकंदी और करेला कुलंबु रेसिपी - Sweet Potato And Bitter Gourd Kulambu (Recipe In Hindi), Sweet Potato And Bitter Gourd Kulambu (Recipe In Hindi),"1/2 कप शकरकंदी,1/4 कप प्याज - पतला कटा हुआ,1 बड़ा चमच्च सूखा नारियल,1 कप करेला - काटा हुआ,2 बड़ा चमच्च इमली का पानी,4 सुखी लाल मिर्च,तिल का तेल - प्रयोग अनुसार,1 बड़ा चमच्च मूंगफली,1 छोटा चमच्च हल्दी पाउडर,1-1/2 बड़ा चमच्च सांबर पाउडर,1 छोटा चमच्च धनिया पाउडर,नमक - स्वाद अनुसार,1 छोटा चमच्च राई,2 छोटा चमच्च मेथी के दाने,2 छोटा चमच्च चना दाल -,1/4 छोटा चमच्च हींग,कढ़ी पत्ता  - प्रयोग अनुसार,पानी  - प्रयोग अनुसार","1/2 cup sweet potato, 1/4 cup onion - thinly sliced, 1 tablespoon dry coconut, 1 cup bitter gourd - chopped, 2 tablespoons tamarind water, 4 red chillies, sesame oil - 1 large Tablespoon peanuts, 1 teaspoon turmeric powder, 1-1 / 2 tablespoon sambar powder, 1 teaspoon coriander powder, salt - as per taste, 1 teaspoon mustard seeds, 2 teaspoon fenugreek seeds, 2 teaspoons chickpea lentils -, 1 / 4 teaspoon Asafoetida, curry leaves - as per use, water - as per use",15,35,50,4,South Indian Recipes,Lunch,Vegetarian,"शकरकंदी और करेला कुलंबु बनाए के लिए, सबसे पहले इमली को पानी में सोख ले और उसके पानी निकल ले. अब एक कढ़ाई में तेल गरम कर ले. उसमे राइ, चना दाल, मेथी के दाने, मूंगफली, सुखी लाल मिर्च और सुख नारियल डाले।इससे 2 मिनट के लिए पकने दे.अब इसमें प्याज डाले और उनके नरम होने तक पकाये। इसमें शकरकंदी डाले और आधा पकने तक पकाये। अब इसमें करेले के टुकड़े डाले और 2 मिनट के लिए पकाये। 2 मिनट के बाद कढ़ी पत्ता, नमक, हल्दी पाउडर, सांबर पाउडर और धनिया पाउडर डाले।अच्छी तरह से मिला ले और इसमें इमली का पानी डाले। गधा होने तक पकाए और गरमा गरम परोसे। शकरकंदी और करेला कुलंबु को चावल और बीटरूट थोरण के साथ दिन के खाने के लिए परोसे।
","शकरकंदी और करेला कुलंबु बनाए के लिए, सबसे पहले इमली को पानी में सोख ले और उसके पानी निकल ले. अब एक कढ़ाई में तेल गरम कर ले. उसमे राइ, चना दाल, मेथी के दाने, मूंगफली, सुखी लाल मिर्च और सुख नारियल डाले।इससे 2 मिनट के लिए पकने दे.अब इसमें प्याज डाले और उनके नरम होने तक पकाये। इसमें शकरकंदी डाले और आधा पकने तक पकाये। अब इसमें करेले के टुकड़े डाले और 2 मिनट के लिए पकाये। 2 मिनट के बाद कढ़ी पत्ता, नमक, हल्दी पाउडर, सांबर पाउडर और धनिया पाउडर डाले।अच्छी तरह से मिला ले और इसमें इमली का पानी डाले। गधा होने तक पकाए और गरमा गरम परोसे। शकरकंदी और करेला कुलंबु को चावल और बीटरूट थोरण के साथ दिन के खाने के लिए परोसे।
",https://www.archanaskitchen.com/sweet-potato-and-bitter-gourd-kulambu-recipe-2
5910,Goan Style Black Chickpeas And Cucumber Masala Recipe (Taushem Tondak),Goan Style Black Chickpeas And Cucumber Masala Recipe (Taushem Tondak),"2 cups Cucumber - peeled and cubed,1/2 cup Kala Chana (Brown Chickpeas) - soaked in water,1 cup Fresh coconut - grated,4 Dry Red Chillies,1 Tamarind - marble sized ball,1 teaspoon Coriander (Dhania) Seeds,1/2 teaspoon Turmeric powder (Haldi),5 Whole Black Peppercorns,1/4 teaspoon Sugar,Salt - to taste","2 cups Cucumber - peeled and cubed,1/2 cup Kala Chana (Brown Chickpeas) - soaked in water,1 cup Fresh coconut - grated,4 Dry Red Chillies,1 Tamarind - marble sized ball,1 teaspoon Coriander (Dhania) Seeds,1/2 teaspoon Turmeric powder (Haldi),5 Whole Black Peppercorns,1/4 teaspoon Sugar,Salt - to taste",15,30,45,4,Goan Recipes,Lunch,High Protein Vegetarian,"To begin making the Black Chickpeas And Cucumber Masala Recipe, we will first soak the black chickpeas in water for at least 8 hours or overnight hours. Once soaked pressure-cook in a pressure cooker until it is cooked through and soft. Its takes about 30 minutes to cook the chickpeas and sometimes a little more time. Steam the cucumber in a steamer for about 5 minutes. Once cooked through, keep aside.Grind the ingredients meant for gravy by little water water to make a smooth paste.Into a large sauce pan, add the ground paste, the cooked chickpeas, sugar and salt to taste and the steamed cucumber. Stir well to combine all the ingredients. Check the salt and spices and adjust to suit your taste. You can also adjust the consistency of the Taushem Tondak by adding a little water to form a gravy. Bring the mixture to a brisk boil and simmer for about 5 minutes. Once done, turn off the heat and transfer to a serving bowl and serve warm.Serve the Black Chickpeas And Cucumber Masala (Taushem Tondak) along with steamed rice for a wholesome lunch or weeknight dinner.
","To begin making the Black Chickpeas And Cucumber Masala Recipe, we will first soak the black chickpeas in water for at least 8 hours or overnight hours. Once soaked pressure-cook in a pressure cooker until it is cooked through and soft. Its takes about 30 minutes to cook the chickpeas and sometimes a little more time. Steam the cucumber in a steamer for about 5 minutes. Once cooked through, keep aside.Grind the ingredients meant for gravy by little water water to make a smooth paste.Into a large sauce pan, add the ground paste, the cooked chickpeas, sugar and salt to taste and the steamed cucumber. Stir well to combine all the ingredients. Check the salt and spices and adjust to suit your taste. You can also adjust the consistency of the Taushem Tondak by adding a little water to form a gravy. Bring the mixture to a brisk boil and simmer for about 5 minutes. Once done, turn off the heat and transfer to a serving bowl and serve warm.Serve the Black Chickpeas And Cucumber Masala (Taushem Tondak) along with steamed rice for a wholesome lunch or weeknight dinner.",http://www.archanaskitchen.com/goan-style-black-chickpeas-and-cucumber-masala-taushem-tondak-recipe
5911,Quatre Quart Pound Cake Recipe With Fresh Figs,Quatre Quart Pound Cake Recipe With Fresh Figs,"1-1/2 cups All Purpose Flour (Maida),200 grams Butter (unsalted) - softened,3/4 cup Caster Sugar - (more for dusting),3 Whole Eggs - at room temperature,3/4 teaspoon Baking powder,1 pinch Salt,1-1/2 teaspoon Vanilla Extract,3 tablespoon Milk - at room temperature,6 Fresh Figs - thinly sliced","1-1/2 cups All Purpose Flour (Maida),200 grams Butter (unsalted) - softened,3/4 cup Caster Sugar - (more for dusting),3 Whole Eggs - at room temperature,3/4 teaspoon Baking powder,1 pinch Salt,1-1/2 teaspoon Vanilla Extract,3 tablespoon Milk - at room temperature,6 Fresh Figs - thinly sliced",20,40,60,8,French,Dessert,Eggetarian,"To begin making the Quatre Quart Pound Cake Recipe with Fresh Figs, star with preheating the oven at 350 ' F (180'C). Prepare a loaf pan by first greasing it with butter and dusting with flour. In a large mixing bowl, sift the flour, baking powder and salt together. Add the granulated sugar to the flour and mix well with a wire whisk to combine evenly. In another bowl whisk together milk, eggs, butter and vanilla using hand blender at medium speed for few minutes or till pale and light in texture.Add half of the liquid mixture to the sifted flour and gently fold to form the batter. Scrape down the sides. Gradually add the remaining liquid mixture in two batches, combine to form a lump-free smooth batter.Pour half of the batter into the prepared loaf pan. Arrange half of the sliced figs on the batter. Pour the remaining cake batter on top of the layered figs. Finish with the layer of remaining sliced figs.Bake for about 60 minutes or until a wooden toothpick inserted in the centre comes out clean. Cool the cake for about 15 minutes and invert on a wire rack. Cool completely before you start slicing.Serve Quatre Quart pound cake for the evening tea time snack or for the tea party dessert. You can store this in an airtight container for about a day in room temperature or store in the refrigerator for about 3-4 days. 
","To begin making the Quatre Quart Pound Cake Recipe with Fresh Figs, star with preheating the oven at 350 ' F (180'C). Prepare a loaf pan by first greasing it with butter and dusting with flour. In a large mixing bowl, sift the flour, baking powder and salt together. Add the granulated sugar to the flour and mix well with a wire whisk to combine evenly. In another bowl whisk together milk, eggs, butter and vanilla using hand blender at medium speed for few minutes or till pale and light in texture.Add half of the liquid mixture to the sifted flour and gently fold to form the batter. Scrape down the sides. Gradually add the remaining liquid mixture in two batches, combine to form a lump-free smooth batter.Pour half of the batter into the prepared loaf pan. Arrange half of the sliced figs on the batter. Pour the remaining cake batter on top of the layered figs. Finish with the layer of remaining sliced figs.Bake for about 60 minutes or until a wooden toothpick inserted in the centre comes out clean. Cool the cake for about 15 minutes and invert on a wire rack. Cool completely before you start slicing.Serve Quatre Quart pound cake for the evening tea time snack or for the tea party dessert. You can store this in an airtight container for about a day in room temperature or store in the refrigerator for about 3-4 days. 
",https://www.archanaskitchen.com/quatre-quart-pound-cake-recipe-with-fresh-figs
5913,चीज़ क्रैकर्स रेसिपी - Cheese Crackers Recipe, Cheese Crackers Recipe,"200 ग्राम छेडार चीज़ - बारीक कस ले,4 बड़े चमच्च मक्खन,1 कप मैदा (ऑल पर्पस आटा),नमक - स्वाद अनुसार,1 बड़ा चमच्च पैपरिका पाउडर,2 बड़े चमच्च पानी - ठंडा","200 gm Chhedar Cheese - finely tightened, 4 tablespoons butter, 1 cup all purpose flour (All Purpose Flour), salt - as per taste, 1 tablespoon paprika powder, 2 tablespoons water - cold",70,20,90,6,Continental,Snack,Vegetarian,"चीज़ क्रैकर्स रेसिपी बनाने के लिए सबसे पहले एक बाउल में मक्खन, छेडार चीज़ डाले और मिला ले. अब इसमें मैदा, पैपरिका पाउडर, नमक डाले और अच्छी तरह से मिला ले.इसके बाद इसमें 1-2 बड़े चमच्च ठंडा पानी डाले और गुंद ले. इस आटे को बड़े गोले में गुंदे और क्लिंग रेप से रेप कर ले. फ्रिज में एक घंटे के लिए रख दे. ओवन को 180 ड्डिग्री पर पहले से गरम कर ले. आटे को फ्रिज से निकाले और 1/4 इंच मोटा बेल ले. चौकोर आकार में काट ले.अब एक फोर्क की मदद से हर क्रैकर के बिच में छेद कर ले. बेकिंग शीट पर पार्चमेंट पेपर लगाए और उसके ऊपर क्रैकर्स को फैला दे. 15 से 17 मिनट के लिए या सुनहरा होने तक बेक करें। बेकिंग ट्रे निकाले और ठंडा होने दे. ठंडा होने के बाद परोसे. चीज़ क्रैकर्स रेसिपी को मसाला चाय, अदरक चाय या फ़िल्टर कॉफ़ी के साथ शाम के नाश्ते के लिए परोसे।
","To make Cheese Crackers Recipe, first add butter, cheddar cheese and mix in a bowl. Now add refined flour, paprika powder, salt and mix it well. After that add 1-2 tablespoons of cold water and take it. Dump this dough into big balls and rape it with Kling rape. Keep it in the fridge for an hour. Preheat the oven to 180 degrees. Take out the dough from the fridge and roll it 1/4 inch thick. Cut into square shape. Now make a hole in the middle of each cracker with the help of a fork. Place parchment paper on the baking sheet and spread the crackers over it. Bake for 15 to 17 minutes or until golden. Remove the baking tray and let it cool. Serve after cooling. Serve the Cheese Crackers recipe with Masala Tea, Ginger Tea or Filter Coffee for an evening snack.",https://www.archanaskitchen.com/cheese-crackers-recipe-in-hindi
5914,Zunka Recipes (Spicy Gram Flour),Zunka Recipes (Spicy Gram Flour),"1/2 cup Gram flour (besan),2 Onions - finely chopped,5 Garlic - cloves,1 Green Chilli - finely chopped,5 sprig Coriander (Dhania) Leaves - finely chopped,1 teaspoon Mustard seeds,1/2 teaspoon Cumin seeds (Jeera),1 teaspoon Red Chilli powder,Sunflower Oil - as required,Salt - to taste,1 cup Water - lukewarm","1/2 cup Gram flour (besan),2 Onions - finely chopped,5 Garlic - cloves,1 Green Chilli - finely chopped,5 sprig Coriander (Dhania) Leaves - finely chopped,1 teaspoon Mustard seeds,1/2 teaspoon Cumin seeds (Jeera),1 teaspoon Red Chilli powder,Sunflower Oil - as required,Salt - to taste,1 cup Water - lukewarm",10,25,35,2,Maharashtrian Recipes,Dinner,Vegetarian,"To begin making Zunka, heat a wide pan over low heat, pour oil, add the mustard and cumin seeds and let it splutter.Add the finely chopped garlic and sauté till it becomes light brown.Add the finely chopped onions and green chilli and sauté till the onions become translucent.Now add the red chilli powder, chickpea or besan flour and keep roasting along with the spices till aromatic in medium heat.Season with salt and sprinkle luke warm water over it little by little and keep stirring. It will take 10 minutes before all the water gets absorbed by the chickpea flour.Close with a lid and let it cook for 5 minutes.Remove the lid, cook it in open and keep stirring the mix till it becomes a little coarse in texture. It will take another ten minutes to get to this. Add a little more oil at this stage if the mixture becomes a bit dry.Add the finely chopped coriander, give it one last stir, switch off the flame.Zunka is now ready to be served with the Jowar Bhakri and Shahi Bhindi.
","To begin making Zunka, heat a wide pan over low heat, pour oil, add the mustard and cumin seeds and let it splutter.Add the finely chopped garlic and sauté till it becomes light brown.Add the finely chopped onions and green chilli and sauté till the onions become translucent.Now add the red chilli powder, chickpea or besan flour and keep roasting along with the spices till aromatic in medium heat.Season with salt and sprinkle luke warm water over it little by little and keep stirring. It will take 10 minutes before all the water gets absorbed by the chickpea flour.Close with a lid and let it cook for 5 minutes.Remove the lid, cook it in open and keep stirring the mix till it becomes a little coarse in texture. It will take another ten minutes to get to this. Add a little more oil at this stage if the mixture becomes a bit dry.Add the finely chopped coriander, give it one last stir, switch off the flame.Zunka is now ready to be served with the Jowar Bhakri and Shahi Bhindi.
",https://www.archanaskitchen.com/zunka-recipes-spicy-gram-flour
