Srno,RecipeName,TranslatedRecipeName,Ingredients,TranslatedIngredients,PrepTimeInMins,CookTimeInMins,TotalTimeInMins,Servings,Cuisine,Course,Diet,Instructions,TranslatedInstructions,URL
4252,आंध्रा स्टाइल मक्का गरेलु रेसिपी - Andhra Style Makka Garelu Recipe,Andhra Style Makka Garelu Recipe - Andhra Style Makka Garelu Recipe,"1 कप स्वीट कॉर्न - (मक्का),1/4 कप बेसन,1 प्याज - काट ले,2 हरी मिर्च,1 टहनी कढ़ी पत्ता,4 कली लहसुन,1 छोटा चम्मच कलोंजी के बीज,नमक - स्वाद अनुसार,तेल - प्रयोग अनुसार","1 कप स्वीट कॉर्न - (मक्का),1/4 कप बेसन,1 प्याज - काट ले,2 हरी मिर्च,1 टहनी कढ़ी पत्ता,4 कली लहसुन,1 छोटा चम्मच कलोंजी के बीज,नमक - स्वाद अनुसार,तेल - प्रयोग अनुसार",10,30,40,4,Andhra,Snack,Vegetarian,"आंध्रा स्टाइल मक्का गरेलु रेसिपी बनाने के लिए सबसे पहले कॉर्न को मिक्सर ग्राइंडर में डाले और पेस्ट बना ले. ध्यान रखें ज्यादा न पइसे। यह मिश्रण दरदरा होना चाइये।इसे एक मिक्सिंग बाउल में डाले। अब इसमें बेसन, प्याज, हरी मिर्च, कढ़ी पत्ता, लहसुन, कलोंजी के बीज, नमक डाले और अच्छी तरह से मिला ले। अलग से रख दे. अब एक कढ़ाई में तेल गरम करें। तेल गरम होने तक कॉर्न का मिश्रण ले और छोटे छोटे गोल डिस्क बना ले. तेल के गरम होने के बाद एक एक करके ये गोल डिस्क तेल में डाल दे. भूरा और कुरकुरा होने तक पका ले. पक जाने के बाद एक किचन टॉवेल पर निकाल ले ताकि वो अधिक तेल सोख ले. गरमा गरम परोसे। आंध्रा स्टाइल मक्का गरेलु रेसिपी को नारियल की चटनी या धनिया पुदीना चटनी और मसाला चाय के साथ स्नैक के लिए परोसे।
","To make Andhra Style Maize Garelu recipe, first put corn in a mixer grinder and make a paste. Take care not to drink too much. This mixture should be coarse. Pour it into a mixing bowl. Now add gram flour, onion, green chillies, curry leaves, garlic, Kalonji seeds, salt and mix well. Keep it aside. Now heat oil in a pan. Till the oil is heated, take the corn mixture and make small round discs. After the oil is heated, put these round discs in the oil one by one. Cook until brown and crisp. After cooking, take out a kitchen towel so that it absorbs more oil. Serve hot. Serve Andhra Style Makka Garelu recipe with coconut chutney or coriander mint chutney and masala tea for a snack.",https://www.archanaskitchen.com/andhra-style-makka-garelu-recipe-corn-vada-recipe-in-hindi
4255,Mutton Keema Recipe,Mutton Keema Recipe,"2 cup Mutton - minced,Sunflower Oil - as required,1 teaspoon Cumin seeds (Jeera),2 Bay leaves (tej patta),1 teaspoon Whole Black Peppercorns,5 Cardamom (Elaichi) Pods/Seeds,3 Onion - finely chopped,2 tablespoons Ginger Garlic Paste,2 Green Chillies - finely chopped,3 Tomatoes - finely chopped,1-1/2 teaspoon Coriander Powder (Dhania) - chopped,1 tablespoon Kashmiri Red Chilli Powder,1/2 teaspoon Cumin powder (Jeera),Salt - as required,1/2 teaspoon Garam masala powder,Mint Leaves (Pudina) - chopped","2 cup Mutton - minced,Sunflower Oil - as required,1 teaspoon Cumin seeds (Jeera),2 Bay leaves (tej patta),1 teaspoon Whole Black Peppercorns,5 Cardamom (Elaichi) Pods/Seeds,3 Onion - finely chopped,2 tablespoons Ginger Garlic Paste,2 Green Chillies - finely chopped,3 Tomatoes - finely chopped,1-1/2 teaspoon Coriander Powder (Dhania) - chopped,1 tablespoon Kashmiri Red Chilli Powder,1/2 teaspoon Cumin powder (Jeera),Salt - as required,1/2 teaspoon Garam masala powder,Mint Leaves (Pudina) - chopped",10,30,40,4,North Indian Recipes,Dinner,Non Vegeterian,"To begin making the Mutton Keema recipe, Heat oil in a wide pan and add cumin seeds, bay leaves, peppercorns and cardamoms.Add the chopped onions and saute them till they turn brown in colour.Add garlic and ginger paste, green chillies, tomato puree and mix everything well.Let it cook for about 5 minutes on medium flame. Once it is done, add coriander powder, red chilli powder, cumin powder and salt.Cook for about 5-8 minutes on low flame. After 5-8 minutes, add the minced mutton and salute it for about 2-3 minutes. Add required water and cook till it gets dry.Once the mutton is cooked, switch off the stove and add garam masala. Mix well and garnish it with mint leaves.In Maharashtra, this Mutton Keema is served with pav. You can also serve it with Phulkas or Pakki Mutton Biryani.
","To begin making the Mutton Keema recipe, Heat oil in a wide pan and add cumin seeds, bay leaves, peppercorns and cardamoms.Add the chopped onions and saute them till they turn brown in colour.Add garlic and ginger paste, green chillies, tomato puree and mix everything well.Let it cook for about 5 minutes on medium flame. Once it is done, add coriander powder, red chilli powder, cumin powder and salt.Cook for about 5-8 minutes on low flame. After 5-8 minutes, add the minced mutton and salute it for about 2-3 minutes. Add required water and cook till it gets dry.Once the mutton is cooked, switch off the stove and add garam masala. Mix well and garnish it with mint leaves.In Maharashtra, this Mutton Keema is served with pav. You can also serve it with Phulkas or Pakki Mutton Biryani.
",http://www.archanaskitchen.com/mutton-keema-recipe
4256,Kesar Elaichi Shrikand Recipe,Kesar Elaichi Shrikand Recipe,"4.5 cup Curd (Dahi / Yogurt) - with full fat,1 1/2 - 2 tablespoons Sugar - adjustable,1/2 teaspoon Cardamom Powder (Elaichi),2 pinch Saffron strands,1/2 teaspoon Milk - warm,7-8 Pistachios - crushed","4.5 cup Curd (Dahi / Yogurt) - with full fat,1 1/2 - 2 tablespoons Sugar - adjustable,1/2 teaspoon Cardamom Powder (Elaichi),2 pinch Saffron strands,1/2 teaspoon Milk - warm,7-8 Pistachios - crushed",20,15,35,4,Indian,Dessert,Vegetarian,"To prepare Kesar Elaichi Shrikhand Recipe, begin with making hung curd. Line a strainer with a kitchen cotton towel or a clean muslin cloth. Place the strainer over a deep bowl. Pour the curd into it and bring edges of muslin cloth and tie on the edge lightly to refrain curd from overflowing.Gently press and let the whey water drip.Keep it in fridge along with the deep bowl beneath strainer, for 4-5 hours. I kept it overnight, so the entire whey water dripped off the hung curd.After the specified time, take the hung curd out from the cloth and place it in a bowl with lid and refrigerate it.To make Kesar Elaichi Shrikand, take warm milk in bowl and add the saffron strands to it and stir and keep aside.Powder 4-5 cardamom in a mortar.Take the hung curd in a bowl, and add sugar and cardamom powder and gently stir.Then add the saffron dissolved milk to it.Using a Hand blender, whip till it is smooth and sugar is dissolved.Freeze Kesar Elaichi Shrikand till required and serve it chilled, garnished with pistachio as a dessert or to side with Puri and batata nu shaak recipe for breakfast or lunch.
","To prepare Kesar Elaichi Shrikhand Recipe, begin with making hung curd. Line a strainer with a kitchen cotton towel or a clean muslin cloth. Place the strainer over a deep bowl. Pour the curd into it and bring edges of muslin cloth and tie on the edge lightly to refrain curd from overflowing.Gently press and let the whey water drip.Keep it in fridge along with the deep bowl beneath strainer, for 4-5 hours. I kept it overnight, so the entire whey water dripped off the hung curd.After the specified time, take the hung curd out from the cloth and place it in a bowl with lid and refrigerate it.To make Kesar Elaichi Shrikand, take warm milk in bowl and add the saffron strands to it and stir and keep aside.Powder 4-5 cardamom in a mortar.Take the hung curd in a bowl, and add sugar and cardamom powder and gently stir.Then add the saffron dissolved milk to it.Using a Hand blender, whip till it is smooth and sugar is dissolved.Freeze Kesar Elaichi Shrikand till required and serve it chilled, garnished with pistachio as a dessert or to side with Puri and batata nu shaak recipe for breakfast or lunch.",https://www.archanaskitchen.com/kesar-elaichi-shrikand-recipe
4258,Dappalam Recipe- Andhra Vegetable Stew Recipe,Dappalam Recipe- Andhra Vegetable Stew Recipe,"1 cup Bottle gourd (lauki) - peeled and cut into 1/2 inch cubes,1 Carrot (Gajjar) - chopped into 1/2 inch dices,2 Sweet Potato - chopped into 1/2 inch dices,2 Drumstick - cut into 1 inch pieces,4 Green Chilli - slit,1 cup Tamarind Water,2 tablespoons Jaggery,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Red Chilli powder,2 teaspoons Rice flour,1 tablespoon Sunflower Oil,1/2 teaspoon Mustard seeds,1/4 teaspoon Yellow Fenugreek Seeds,1/4 teaspoon Asafoetida (hing),2 sprig Curry leaves","1 cup Bottle gourd (lauki) - peeled and cut into 1/2 inch cubes,1 Carrot (Gajjar) - chopped into 1/2 inch dices,2 Sweet Potato - chopped into 1/2 inch dices,2 Drumstick - cut into 1 inch pieces,4 Green Chilli - slit,1 cup Tamarind Water,2 tablespoons Jaggery,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Red Chilli powder,2 teaspoons Rice flour,1 tablespoon Sunflower Oil,1/2 teaspoon Mustard seeds,1/4 teaspoon Yellow Fenugreek Seeds,1/4 teaspoon Asafoetida (hing),2 sprig Curry leaves",10,19,29,4,Andhra,Lunch,Vegetarian,"To begin making Dappalam/ Andhra Style Vegetable Stew Recipe prep all the ingredient and keep them aside.Add all the vegetables and green chillies into a pressure cooker along with 1 cup of water, salt and turmeric powder and pressure cooker for 3 whistles and turn off the heat.Release the pressure immediately by lifting it with a fork or running cold water over the pressure cooker to release the pressure.In a mixing bowl combine the tamarind water along with rice flour, turmeric powder and red chilli powder and make a smooth mixture.Heat oil in a wok or a large saucepan over medium heat; once the oil has heated add the mustard seeds, fenugreek seeds and allow it to crackle. Stir in the hnig and curry leaves along with the tamarind mixture.Add jaggery, cooked vegetables and give the Dappalam a brisk bowl for about 5 to 6 minutes until the flavours are well incorporated into the stew. Check the salt and spices and adjust the taste of the Dappalam accordingly.Turn off the heat and transfer the Dappalam into a serving bowl and serve hot. Serve Dappalam along with Steamed Rice, Andhra Style Pappu Charu and  Zucchini Thogayal for a delicious Andhra Meal.
","To begin making Dappalam/ Andhra Style Vegetable Stew Recipe prep all the ingredient and keep them aside.Add all the vegetables and green chillies into a pressure cooker along with 1 cup of water, salt and turmeric powder and pressure cooker for 3 whistles and turn off the heat.Release the pressure immediately by lifting it with a fork or running cold water over the pressure cooker to release the pressure.In a mixing bowl combine the tamarind water along with rice flour, turmeric powder and red chilli powder and make a smooth mixture.Heat oil in a wok or a large saucepan over medium heat; once the oil has heated add the mustard seeds, fenugreek seeds and allow it to crackle. Stir in the hnig and curry leaves along with the tamarind mixture.Add jaggery, cooked vegetables and give the Dappalam a brisk bowl for about 5 to 6 minutes until the flavours are well incorporated into the stew. Check the salt and spices and adjust the taste of the Dappalam accordingly.Turn off the heat and transfer the Dappalam into a serving bowl and serve hot. Serve Dappalam along with Steamed Rice, Andhra Style Pappu Charu and  Zucchini Thogayal for a delicious Andhra Meal.",http://www.archanaskitchen.com/dappalam-recipe-andhra-vegetable-stew-recipe
4259,अमृतसरी छोले रेसिपी - White Chickpeas In Spicy Gravy (Recipe In Hindi), White Chickpeas In Spicy Gravy (Recipe In Hindi),"1 कप काबुली चना या छोला - धोकर भिगो ले,काली चाय - एक बैग,1 टमाटर,2 हरी मिर्च,2 बड़े चमच्च तेल,1 बड़े चमच्च घी - या माखन,1 स्टार अनीस,1 तेज पत्ता,1 इंच दाल चीनी,5 मेथी के दाने,1/4 छोटा चमच्च हींग,1/2 छोटा चमच्च कश्मीरी लाल मिर्च पाउडर,1/2 छोटा चमच्च जीरा पाउडर,2 छोटा चमच्च धनिया पाउडर,1/2 छोटा चमच्च हल्दी पाउडर,2 छोटे चमच्च चना मसाला पाउडर,1 प्याज - काट ले,1 छोटा चमच्च लहसुन - कस ले,1 छोटा चमच्च अदरक - कस ले,1 बड़ी इलाइची,1/2 छोटा चमच्च चाट मसाला पाउडर,नमक - स्वाद अनुसार,हरा धनिया - प्रयोग अनुसार (गार्निश के लिए),कसूरी मेथी - प्रयोग अनुसार (गार्निश के लिए)","1 cup of chickpea chickpea or chickpeas - washed and soaked, black tea - 1 bag, 1 tomato, 2 green chillies, 2 tablespoons oil, 1 tablespoon ghee - or butter, 1 star anise, 1 bay leaf, 1 inch lentil sugar, 5 fenugreek seeds, 1/4 teaspoon asafoetida, 1/2 teaspoon Kashmiri red chilli powder, 1/2 teaspoon cumin powder, 2 teaspoon coriander powder, 1/2 teaspoon turmeric powder, 1/2 teaspoon turmeric powder, 2 teaspoons gram chana masala powder , 1 onion - chopped, 1 teaspoon garlic - grated, 1 teaspoon ginger - grated, 1 large cardamom, 1/2 teaspoon chaat masala powder, salt - as per taste, coriander - as per use (for garnish ), Kasuri Methi - as per use (for garnish)",20,30,50,3,Punjabi,Dinner,High Protein Vegetarian,"अमृतसरी छोले बनाने के लिए सबसे पहले टमाटर और हरी मिर्च की प्यूरी बना ले और अलग से रख दे. अब एक कढ़ाई में तेल और घी गरम करें। इसमें स्टार अनीस, तेज पत्ता, दालचीनी और मेथी के दाने डाले। 15 सेकण्ड्स के लिए पकने दे.15 सेकण्ड्स बाद इसमें प्याज और हींग डाले। प्याज के नरम होने तक पकाए। प्याज के नरम होने के बाद इसमें टमाटर की प्यूरी डाले और 2 मिनट के लिए पकने दे. इसमें कश्मीरी लाल मिर्च पाउडर, जीरा पाउडर, धनिया पाउडर, हल्दी पाउडर और चना मसाला पाउडर डाले। 2 से 4 मिनट के लिए पकने दे. 4 मिनट बाद इसमें पके हुए चने और प्रयोग अनुसार चने वाला पानी डाले। मिलाए और इसमें बड़ी इलाइची, चाट मसाला और नमक डाले। 10 मिनट के लिए पकने दे. 10 मिनट बाद कसूरी मेथी डाले और मिलाए। गैस बंद करें और हरे धनिये से गार्निश करें। अमृतसरी छोले को चावल/रोटी और बुरानी रायते के साथ दिन के खाने के लिए परोसे।
","अमृतसरी छोले बनाने के लिए सबसे पहले टमाटर और हरी मिर्च की प्यूरी बना ले और अलग से रख दे. अब एक कढ़ाई में तेल और घी गरम करें। इसमें स्टार अनीस, तेज पत्ता, दालचीनी और मेथी के दाने डाले। 15 सेकण्ड्स के लिए पकने दे.15 सेकण्ड्स बाद इसमें प्याज और हींग डाले। प्याज के नरम होने तक पकाए। प्याज के नरम होने के बाद इसमें टमाटर की प्यूरी डाले और 2 मिनट के लिए पकने दे. इसमें कश्मीरी लाल मिर्च पाउडर, जीरा पाउडर, धनिया पाउडर, हल्दी पाउडर और चना मसाला पाउडर डाले। 2 से 4 मिनट के लिए पकने दे. 4 मिनट बाद इसमें पके हुए चने और प्रयोग अनुसार चने वाला पानी डाले। मिलाए और इसमें बड़ी इलाइची, चाट मसाला और नमक डाले। 10 मिनट के लिए पकने दे. 10 मिनट बाद कसूरी मेथी डाले और मिलाए। गैस बंद करें और हरे धनिये से गार्निश करें। अमृतसरी छोले को चावल/रोटी और बुरानी रायते के साथ दिन के खाने के लिए परोसे।
",https://www.archanaskitchen.com/white-chickpeas-in-spicy-gravy-recipe-in-hindi
4260,Spinach Corn Pasta Recipe In Creamy White Sauce,Spinach Corn Pasta Recipe In Creamy White Sauce,"300 grams Penne pasta,200 grams Spinach - finely chopped,1/2 cup Sweet corn - kernels,1 tablespoon Extra Virgin Olive Oil,1 teaspoon Red Chilli flakes,1 teaspoon Dried oregano,1 tablespoon Extra Virgin Olive Oil,1 Onion - roughly chopped,4 cloves Garlic - finely chopped,2 cups Milk,2 tablespoons Whole Wheat Flour,1 teaspoon Black pepper powder,Salt - as per taste","300 grams Penne pasta,200 grams Spinach - finely chopped,1/2 cup Sweet corn - kernels,1 tablespoon Extra Virgin Olive Oil,1 teaspoon Red Chilli flakes,1 teaspoon Dried oregano,1 tablespoon Extra Virgin Olive Oil,1 Onion - roughly chopped,4 cloves Garlic - finely chopped,2 cups Milk,2 tablespoons Whole Wheat Flour,1 teaspoon Black pepper powder,Salt - as per taste",15,40,55,4,Italian Recipes,Dinner,Vegetarian,"To begin making the Spinach Corn Pasta Recipe In White Sauce, we will first cook the pasta and make the sauce.In a large pot, add water and bring it to a boil. Once the water has boiled, add a teaspoon of salt. Add the pasta to the boiling water and let it cook in the boiling water until it is al dente. This process should take a good 12-15 minutes.Once the pasta has cooked, drain the water and run the cooked pasta under running water to stop the cooking process. Drizzle some oil on top of pasta and make sure to coat all of the pasta with the oil.*To make the whole wheat pasta sauceTo make pasta sauce; whisk the milk, wheat flour, black pepper powder, and salt. Stir until there are no lumps. In a separate pan, heat a tablespoon olive oil in a pan over medium heat. Add chopped onion, garlic and saute for few minutes, until you smell the aromas coming through and the onions have softened.Pour the milk mixture into the onion mixture and keep stirring continuously to cook the sauce. Keep stirring until the sauce thickens and has cooked through.Cook the sauce on medium heat, so the sauce thickens gradually with no lumps. If the sauce is a little too thick, you can add water, milk or cream to lighten the sauce. Once done, turn off the heat, check the salt and spice levels and keep aside.*To prepare the Spinach Corn Pasta Recipe In White SauceOur next step is to cook the spinach. Heat a tablespoon of oil in a wok on medium heat.Add the spinach and corn and cook until the spinach has wilted down. This will take about a minute. Add the cooked fusilli pasta to the cooked spinach and give it a stir. When you are ready to serve, combine the sauce along with the spinach pasta and give it a toss in the wok. Check the salt and spice levels and adjust to suit your taste.It is important to mix the sauce to the pasta only when you are ready to serve, so the pasta tastes fresh and does not become sticky and gooey. Sprinkle chili flakes and oregano before serving the Spinach Corn Pasta In White SauceServe the Spinach Corn Pasta Recipe In White Sauce along with Light And Creamy Broccoli Soup and Garlic Bread with Herb Butter for a weeknight dinner.
","To begin making the Spinach Corn Pasta Recipe In White Sauce, we will first cook the pasta and make the sauce.In a large pot, add water and bring it to a boil. Once the water has boiled, add a teaspoon of salt. Add the pasta to the boiling water and let it cook in the boiling water until it is al dente. This process should take a good 12-15 minutes.Once the pasta has cooked, drain the water and run the cooked pasta under running water to stop the cooking process. Drizzle some oil on top of pasta and make sure to coat all of the pasta with the oil.*To make the whole wheat pasta sauceTo make pasta sauce; whisk the milk, wheat flour, black pepper powder, and salt. Stir until there are no lumps. In a separate pan, heat a tablespoon olive oil in a pan over medium heat. Add chopped onion, garlic and saute for few minutes, until you smell the aromas coming through and the onions have softened.Pour the milk mixture into the onion mixture and keep stirring continuously to cook the sauce. Keep stirring until the sauce thickens and has cooked through.Cook the sauce on medium heat, so the sauce thickens gradually with no lumps. If the sauce is a little too thick, you can add water, milk or cream to lighten the sauce. Once done, turn off the heat, check the salt and spice levels and keep aside.*To prepare the Spinach Corn Pasta Recipe In White SauceOur next step is to cook the spinach. Heat a tablespoon of oil in a wok on medium heat.Add the spinach and corn and cook until the spinach has wilted down. This will take about a minute. Add the cooked fusilli pasta to the cooked spinach and give it a stir. When you are ready to serve, combine the sauce along with the spinach pasta and give it a toss in the wok. Check the salt and spice levels and adjust to suit your taste.It is important to mix the sauce to the pasta only when you are ready to serve, so the pasta tastes fresh and does not become sticky and gooey. Sprinkle chili flakes and oregano before serving the Spinach Corn Pasta In White SauceServe the Spinach Corn Pasta Recipe In White Sauce along with Light And Creamy Broccoli Soup and Garlic Bread with Herb Butter for a weeknight dinner.",http://www.archanaskitchen.com/spinach-and-corn-pasta-in-whole-wheat-white-sauce-recipe
4261,धनिया पुदीना चिकन टिक्का रेसिपी - Dhaniya Pudina Chicken Tikka Recipe,Coriander Mint Chicken Tikka Recipe - Dhaniya Pudina Chicken Tikka Recipe,"250 ग्राम चिकन - काट ले,2 छोटे चम्मच निम्बू का रस,चाट मसाला पाउडर - प्रयोग अनुसार,तेल - प्रयोग अनुसार,5 टहनी हरा धनिया,3 टहनी पुदीना,2 बड़े चम्मच हंग दही,2 हरी मिर्च,1/2 छोटा चम्मच अदरक - कस ले,4 कली लहसुन,नमक - स्वाद अनुसार","250 grams chicken - chopped, 2 tsp lemon juice, chaat masala powder - as per use, oil - as per use, 5 sprig green coriander, 3 sprig mint, 2 tbsp Hung curd, 2 green chillies, 1/2 tsp Ginger - grated, 4 cloves garlic, salt - to taste",20,20,40,2,North Indian Recipes,Appetizer,High Protein Non Vegetarian,"धनिया पुदीना चिकन टिक्का रेसिपी बनाने के लिए सबसे पहले चिकन को अच्छी तरह से साफ़ करके धो ले. छोटे पीस कर ले और फोर्क की मदद से छेद कर ले. अलग से रख ले. मेरिनेशन का मसाला बनाने के लिए एक मिक्सर ग्राइंडर में हरा धनिया, पुदीना, हंग दही, हरी मिर्च, अदरक, लहसुन, नमक डाले और पेस्ट बना ले. इसमें चिकन डाले और अच्छी तरह स मिला ले. 1 घंटे के लिए फ्रिज में रख ले. अब एक ग्रिल पैन में तेल गरम करें। इसमें मैरिनेटेड चिकन डाले और अच्छी तरह से मिला ले. चारो तरफ से अच्छी तरह पका ले. चिकन पर हल्की से भूरी परत आयने लगेगी और हकीकेँ भी नरम हो जाएगा। पक जाने के बाद एक  बाउल में निकाले, चाट मसाला, निम्बू का रस डाले और अच्छी तरह से मिला ले. धनिया पुदीना चिकन टिक्का रेसिपी को दही पुदीना चटनी और सिरके वाला प्याज के साथ अपनी हाउस पार्टीज के लिए परोसे।
","To make Coriander Mint Chicken Tikka recipe, first clean and wash the chicken thoroughly. Grind it small and make a hole with the help of fork. Keep it separately. To make the marination spices, add green coriander, mint, Hung curd, green chillies, ginger, garlic, salt and make a paste in a mixer grinder. Add chicken to it and mix well. Keep it in the fridge for 1 hour. Now heat oil in a grill pan. Add marinated chicken to it and mix well. Cook well on all sides. A light brown layer will start to form on the chicken and the hakiyan will also become soft. Once cooked, drain in a bowl, add chaat masala, lemon juice and mix well. Serve coriander mint chicken tikka recipe with yogurt mint chutney and vinegar onion for your house parties.",https://www.archanaskitchen.com/dhaniya-pudina-chicken-tikka-recipe
4262,पालक तौव्वे रेसिपी - Palak Tovve Recipe,Palak Tovve Recipe - Palak Tovve Recipe,"500 ग्राम पालक - धो कर काट ले,2 cups तुअर दाल,1 cup नारियल - कस ले,5 हरी मिर्च,हरा धनिया - प्रयोग अनुसार,नमक,1 tablespoon घी,1/2 teaspoon राइ,1/2 teaspoon जीरा,1/4 teaspoon हींग,3-4 कढ़ी पत्ता","500 grams Spinach - washed and chopped, 2 cups tur dal, 1 cup coconut - grated, 5 green chillies, coriander leaves - salt, 1 tablespoon ghee, 1/2 teaspoon mustard, 1/2 teaspoon cumin seeds, 1 / 4 teaspoon asafoetida, 3-4 curry leaves",20,30,50,4,South Indian Recipes,Side Dish,High Protein Vegetarian,"पालक तौव्वे रेसिपी बनाने के लिए सबसे पहले तुअर दाल को 3 कप पानी, हल्दी पाउडर, नमक के साथ डाले और गैस बंद कर ले. 2 सिटी आने तक पका ले और गैस बंद कर ले.अब एक सॉसपैन में पानी के साथ पालक डाले और पालक के नरम होने तक पका ले. पानी निकाल दे और गैस बंद कर ले. अब एक मिक्सर ग्राइंडर में नारियल, हरा धनिया, हरी मिर्च, नमक, पानी डाले और पीस ले. पेस्ट को बाउल में निकाले और अलग से रख दे. एक सॉसपैन में पकी हुए दाल डाले और अच्छी तरह से मैश करले। अब इसमें पका हुआ पालक और नारियल का पेस्ट डाले और मिला ले. थोड़ा सा पानी डाले और उबाल ले. अब तड़के के लिए, एक छोटी कढ़ाई में घी गरम करें। इसमें राइ, जीरा डाले और 20 सेकण्ड्स के लिए पका ले. अब इसमें कढ़ी पत्ता, हींग डाले और 20 सेकण्ड्स के लिए पका ले. गैस बंद करें।इस तड़के को दाल में डाले और कुछ समय के लिए मिला ले. गैस बंद कर ले. परोसे। पालक तौव्वे को चावल, बीटरूट थोरन और पापड़ के साथ दिन के खाने के लिए परोसे।
","To make the spinach tauve recipe, firstly add tur dal with 3 cups of water, turmeric powder, salt and turn off the gas. Cook until the city comes 2 and turn off the gas. Now put spinach in a saucepan with water and cook until the spinach becomes soft. Drain the water and turn off the gas. Now in a mixer grinder, add coconut, coriander, green chili, salt, water and grind it. Remove the paste in a bowl and keep it aside. Put the cooked lentils in a saucepan and mash them well. Now add cooked spinach and coconut paste and mix it. Add a little water and bring it to boil. Now for the tempering, heat the ghee in a small pan. Add the mustard seeds, cumin seeds and cook for 20 seconds. Now add curry leaves, asafoetida and cook it for 20 seconds. Turn off the gas. Add this tempering to the dal and mix for a while. Turn off the gas. Serve. Serve spinach tauve with rice, beetroot thoran and papad for dinner.",http://www.archanaskitchen.com/palak-tovve-or-palak-dal-recipe-spinach-and-lentil-curry-in-hindi
4264,Udupi Style Huli Podi Recipe (Sambar Powder),Udupi Style Huli Podi Recipe (Sambar Powder),"6 teaspoon White Urad Dal (Split),3 teaspoon Chana dal (Bengal Gram Dal),8 teaspoon Coriander (Dhania) Seeds,2 teaspoon Cumin seeds (Jeera),1 teaspoon Methi Seeds (Fenugreek Seeds),2 sprig Curry leaves,20 Dry Red Chillies,1 teaspoon Asafoetida (hing),2 tablespoons Sunflower Oil","6 teaspoon White Urad Dal (Split),3 teaspoon Chana dal (Bengal Gram Dal),8 teaspoon Coriander (Dhania) Seeds,2 teaspoon Cumin seeds (Jeera),1 teaspoon Methi Seeds (Fenugreek Seeds),2 sprig Curry leaves,20 Dry Red Chillies,1 teaspoon Asafoetida (hing),2 tablespoons Sunflower Oil",5,10,15,4,Udupi,Snack,Vegetarian,"To begin making the Udupi Style Huli Pudi Recipe, heat oil in a sauce pan over a medium heat.Add the chana dal first and roast them for 10 seconds. Then you can go ahead and add the urad dal and roast it for 5 more seconds.Add the coriander seeds, cumin seeds, fenugreek seeds and roast for 5 seconds till the aroma is released.Go ahead and add the dry red chillies, hing and curry leaves and roast these for another 10 seconds. Serve the Udupi Style Huli Pudi in Udupi sambar and enjoy your meal with some steamed rice.
","To begin making the Udupi Style Huli Pudi Recipe, heat oil in a sauce pan over a medium heat.Add the chana dal first and roast them for 10 seconds. Then you can go ahead and add the urad dal and roast it for 5 more seconds.Add the coriander seeds, cumin seeds, fenugreek seeds and roast for 5 seconds till the aroma is released.Go ahead and add the dry red chillies, hing and curry leaves and roast these for another 10 seconds. Serve the Udupi Style Huli Pudi in Udupi sambar and enjoy your meal with some steamed rice.
",http://www.archanaskitchen.com/udupi-style-huli-pudi-recipe-sambar-mix-recipe
4265,Cheesy Sweet Corn Grilled Sandwich Recipe,Cheesy Sweet Corn Grilled Sandwich Recipe,"6 Whole Wheat Brown Bread - whole wheat,3 tablespoons Butter - melted,1/2 cup Sweet corn - kernels,1 Green Bell Pepper (Capsicum) - finely chopped,1 Tomato - finely chopped,1/2 teaspoon Whole Black Peppercorns - crushed,2 teaspoons Dried oregano,1/2 cup Mozzarella cheese - grated,Salt - to taste","6 Whole Wheat Brown Bread - whole wheat,3 tablespoons Butter - melted,1/2 cup Sweet corn - kernels,1 Green Bell Pepper (Capsicum) - finely chopped,1 Tomato - finely chopped,1/2 teaspoon Whole Black Peppercorns - crushed,2 teaspoons Dried oregano,1/2 cup Mozzarella cheese - grated,Salt - to taste",10,30,40,3,Continental,World Breakfast,Vegetarian,"To begin making the Cheesy Sweet Corn Grilled Sandwich Recipe, In a mixing bowl, add mix sweet corn kernels, diced green capsicum, diced tomato, crushed black pepper, oregano and salt. Gently toss the mixture, check the salt and adjust to suit your taste.Brush butter on one side of the two bread slices and on the non-buttered side spread the above made mixture evenly.Top with grated mozzarella and then top it with other two bread slices and brush with butter.Using a sandwich maker or grill pan, grill the sandwiches until crisp and browned on both sides. Proceed the same way with the remaining slices of bread.Serve the Cheesy Sweet Corn Grilled Sandwiches along with a glass of Fresh Ginger Lemonade or a cup of Espresso Coffee for a breakfast, or pack into a lunchbox for kids.
","To begin making the Cheesy Sweet Corn Grilled Sandwich Recipe, In a mixing bowl, add mix sweet corn kernels, diced green capsicum, diced tomato, crushed black pepper, oregano and salt. Gently toss the mixture, check the salt and adjust to suit your taste.Brush butter on one side of the two bread slices and on the non-buttered side spread the above made mixture evenly.Top with grated mozzarella and then top it with other two bread slices and brush with butter.Using a sandwich maker or grill pan, grill the sandwiches until crisp and browned on both sides. Proceed the same way with the remaining slices of bread.Serve the Cheesy Sweet Corn Grilled Sandwiches along with a glass of Fresh Ginger Lemonade or a cup of Espresso Coffee for a breakfast, or pack into a lunchbox for kids.
",http://www.archanaskitchen.com/cheesy-sweet-corn-grilled-sandwich-recipe
