Srno,RecipeName,TranslatedRecipeName,Ingredients,TranslatedIngredients,PrepTimeInMins,CookTimeInMins,TotalTimeInMins,Servings,Cuisine,Course,Diet,Instructions,TranslatedInstructions,URL
8416,Quick Beetroot Pulao Recipe,Quick Beetroot Pulao Recipe,"2 Beetroot - cut into cubes,1-1/2 cup Rice - cooked,1 Green Chilli - finely chopped,1 teaspoon Extra Virgin Olive Oil,1/2 teaspoon Cumin seeds (Jeera),1/4 teaspoon Black pepper powder,1/4 teaspoon Coriander Powder (Dhania),1 teaspoon Lemon juice,2 sprig Coriander (Dhania) Leaves - finely chopped,Salt - to taste","2 Beetroot - cut into cubes,1-1/2 cup Rice - cooked,1 Green Chilli - finely chopped,1 teaspoon Extra Virgin Olive Oil,1/2 teaspoon Cumin seeds (Jeera),1/4 teaspoon Black pepper powder,1/4 teaspoon Coriander Powder (Dhania),1 teaspoon Lemon juice,2 sprig Coriander (Dhania) Leaves - finely chopped,Salt - to taste",10,10,20,3,Indian,Lunch,Vegetarian,"To begin making the Quick Beetroot Pulao, cook rice either in a pressure cooker or open pan method like you normally do and keep aside. The grains needs to be fluffy and separate for this recipe.Next, heat oil in a heavy bottomed pan, add the cumin seeds and let it splutter.Add the coriander and black pepper powder and sauté for about 15 seconds.After 15 seconds, add the cubed beetroot, season with a little salt and mix well.Sprinkle a little water, cook the the beetroot cubes well with the lid closed.Once the beetroot cubes are cooked, add the cooked rice and stir well.Add salt if required, switch off the flame and add lemon juice and mix well.Garnish with finely chopped coriander leaves and serve hot. Serve this Quick Beetroot Pulao with Tomato Onion Cucumber Raita, Boondi Raita or any other Raita of your choice in your kids lunch box or have it for a nutrient enriched light lunch.
","To begin making the Quick Beetroot Pulao, cook rice either in a pressure cooker or open pan method like you normally do and keep aside. The grains needs to be fluffy and separate for this recipe.Next, heat oil in a heavy bottomed pan, add the cumin seeds and let it splutter.Add the coriander and black pepper powder and sauté for about 15 seconds.After 15 seconds, add the cubed beetroot, season with a little salt and mix well.Sprinkle a little water, cook the the beetroot cubes well with the lid closed.Once the beetroot cubes are cooked, add the cooked rice and stir well.Add salt if required, switch off the flame and add lemon juice and mix well.Garnish with finely chopped coriander leaves and serve hot. Serve this Quick Beetroot Pulao with Tomato Onion Cucumber Raita, Boondi Raita or any other Raita of your choice in your kids lunch box or have it for a nutrient enriched light lunch.",https://www.archanaskitchen.com/quick-beetroot-pulao-recipe
8420,Spicy Vegetarian Thai Noodle Bowl Recipe,Spicy Vegetarian Thai Noodle Bowl Recipe,"500 grams Rice Vermicelli Noodles (Thin),3 cups Vegetable stock,1 tablespoon Thai Red Curry Paste,2 teaspoons Dark soy sauce,1 tablespoon Rice Vinegar,2 inch Ginger - grated,4 cloves Garlic - minced,100 grams Tofu - diced,2 Carrots (Gajjar) - julienned,1/2 Red Bell pepper (Capsicum) - thinly sliced,1/2 Yellow Bell Pepper (Capsicum) - thinly sliced,10 Baby corn - sliced,1 English Cucumber - cut into wedges,1 sprig Basil leaves,1 sprig Mint Leaves (Pudina),Coriander (Dhania) Leaves - few sprigs,1/4 cup Alfalfa Sprouts,1/4 cup Roasted Peanuts (Moongphali),2 teaspoons Chilli oil,1/2 cup Sesame seeds (Til seeds),Salt and Pepper,Thai Red chilli (Birds Eye Chilli) - deseeded for garnish,Lemon wedges - for serving","500 grams Rice Vermicelli Noodles (Thin),3 cups Vegetable stock,1 tablespoon Thai Red Curry Paste,2 teaspoons Dark soy sauce,1 tablespoon Rice Vinegar,2 inch Ginger - grated,4 cloves Garlic - minced,100 grams Tofu - diced,2 Carrots (Gajjar) - julienned,1/2 Red Bell pepper (Capsicum) - thinly sliced,1/2 Yellow Bell Pepper (Capsicum) - thinly sliced,10 Baby corn - sliced,1 English Cucumber - cut into wedges,1 sprig Basil leaves,1 sprig Mint Leaves (Pudina),Coriander (Dhania) Leaves - few sprigs,1/4 cup Alfalfa Sprouts,1/4 cup Roasted Peanuts (Moongphali),2 teaspoons Chilli oil,1/2 cup Sesame seeds (Til seeds),Salt and Pepper,Thai Red chilli (Birds Eye Chilli) - deseeded for garnish,Lemon wedges - for serving",30,20,50,4,Thai,Dinner,Vegetarian,"To begin making the Spicy Vegetarian Thai Noodle Bowl Recipe, cook the rice noodles.Heat a saucepan with water and bring it to a rolling boil. Add the noodles and let it cook for about 3-4 minutes. Turn off the flame, drain the water and transfer the noodles into a strainer. Rinse the noodles in cold water to prevent it from getting overcooked from the heat. Drizzle some oil over the noodles, so they don't stick to each other and keep aside.Rub some chili oil on the tofu cubes. Sprinkle with sesame seeds, salt, pepper.Heat a grilling pan over medium heat. Place the tofu on the grill pan and grill for 2-3 mins per side. Heat a teaspoon of oil in wok over medium high heat. Add the vegetables - carrots, bell peppers and baby corn and stir fry them until just about done. Add the cooked noodles and stir fry for a few more seconds and turn off the heat. Heat oil in medium saucepan over medium heat. Add ginger and garlic and stir fry for a few seconds. Add the thai red curry paste and cook for 3-4 mins till the raw smell goes away. Add the vegetable stock ,vinegar and soy sauce; bring to a boil. Simmer this mixture for 20 minutes minutes. Add salt & pepper as needed.Note: Soya sauce has a lot of salt, so add the salt cautiously. Place carrots, bell pepper, and cucumber in a bowl, divide noodles evenly among 4 serving bowls; pour 3/4 cup warm thai curry sauce into each bowl. Sprinkle evenly with herbs, alfalfa sprouts and peanuts; drizzle chili oil over top.Serve the Spicy Vegetarian Thai Noodle Bowl as a wholesome weeknight meal or even for parties when you have friends and family over. Finish the meal with a dessert of Tender Coconut Ice Cream Recipe.
","To begin making the Spicy Vegetarian Thai Noodle Bowl Recipe, cook the rice noodles.Heat a saucepan with water and bring it to a rolling boil. Add the noodles and let it cook for about 3-4 minutes. Turn off the flame, drain the water and transfer the noodles into a strainer. Rinse the noodles in cold water to prevent it from getting overcooked from the heat. Drizzle some oil over the noodles, so they don't stick to each other and keep aside.Rub some chili oil on the tofu cubes. Sprinkle with sesame seeds, salt, pepper.Heat a grilling pan over medium heat. Place the tofu on the grill pan and grill for 2-3 mins per side. Heat a teaspoon of oil in wok over medium high heat. Add the vegetables - carrots, bell peppers and baby corn and stir fry them until just about done. Add the cooked noodles and stir fry for a few more seconds and turn off the heat. Heat oil in medium saucepan over medium heat. Add ginger and garlic and stir fry for a few seconds. Add the thai red curry paste and cook for 3-4 mins till the raw smell goes away. Add the vegetable stock ,vinegar and soy sauce; bring to a boil. Simmer this mixture for 20 minutes minutes. Add salt & pepper as needed.Note: Soya sauce has a lot of salt, so add the salt cautiously. Place carrots, bell pepper, and cucumber in a bowl, divide noodles evenly among 4 serving bowls; pour 3/4 cup warm thai curry sauce into each bowl. Sprinkle evenly with herbs, alfalfa sprouts and peanuts; drizzle chili oil over top.Serve the Spicy Vegetarian Thai Noodle Bowl as a wholesome weeknight meal or even for parties when you have friends and family over. Finish the meal with a dessert of Tender Coconut Ice Cream Recipe.",http://www.archanaskitchen.com/spicy-vegetarian-thai-noodle-bowl-recipe
8421,बेसिल पेस्तो रेसिपी - Fresh Basil Pesto Recipe, Fresh Basil Pesto Recipe,"250 ग्राम बेसिल के पत्ते - स्टेम निकाल ले,1/4 कप अखरोट - सेक ले,6 कली लहसुन - बारीक काट ले,नमक - स्वाद अनुसार,1 बड़ा चम्मच पूरी काली मिर्च - पीस ले,2 बड़े चम्मच ओलिव का तेल,1/2 कप पारमेसान चीज़ - कस ले","250 grams Basil leaves - take out the stem, 1/4 cup walnuts - bake, 6 cloves garlic - finely chopped, salt - as per taste, grind 1 tbsp whole black pepper - grind, 2 tbsp olive oil, 1 / 2 cup parmesan cheese - grated",10,20,30,10,Thai,Dinner,Vegetarian,"बेसिल पेस्तो रेसिपी बनाने के लिए, सबसे पहले सारी सामग्री तैयार कर ले. अब एक ब्लेंडर में अखरोट, लहसुन, बेसिल, नमक, काली मिर्च डाले और पीस ले. जब ब्लेंडर चल रहा है बिच बिच में ओलिव का तेल डाले और फिर से पीस कर पेस्ट बना ले.  अब इसमें पारमेसान डाले और 1 मिनट के लिए फिर से पेस्ट बना ले. आपका पेस्टो तैयार है. 
","To make the Basil Pesto Recipe, first prepare all the ingredients. Now add walnuts, garlic, basil, salt, pepper to a blender and grind them. When the blender is running, add olive oil to the bitch and grind again to make a paste. Now add parmesan to it and make a paste again for 1 minute. Your pesto is ready.",https://www.archanaskitchen.com/fresh-basil-pesto-recipe-in-hindi
8424,Spiced Khooba Roti (Rajasthani Pinched Flatbread Recipe),Spiced Khooba Roti (Rajasthani Pinched Flatbread Recipe),"1-1/2 cups Whole Wheat Flour - 1.5 cups Whole wheat flour,1/2 teaspoon Salt,2 teaspoons Cumin seeds (Jeera) - crushed,2 tablespoons Ghee","1-1/2 cups Whole Wheat Flour - 1.5 cups Whole wheat flour,1/2 teaspoon Salt,2 teaspoons Cumin seeds (Jeera) - crushed,2 tablespoons Ghee",20,15,35,4,Rajasthani,Lunch,Diabetic Friendly,"To prepare Spiced Khooba Roti (Rajasthani Pinched Flatbread Recipe), in a large mixing bowl, add flour, salt, crushed cumin and ghee.Mix together with your hand to form crumbs.Now gradually add warm water and knead the flour to make a soft and pliable dough.Cover the dough with a muslin cloth and allow it to rest for 10 mins.Heat a flat iron tawa/skillet and meanwhile start making the roti.Pinch a large lemon sized ball from the dough and roll it to make a ball.Dust the counter well and roll out the dough ball to make a thick round roti.Place the thick roti on the tawa and dry roast from bottom side.While the roti is roasting from bottom, start pinching the top and make impressions. You can make impressions in any pattern you want.Flip the roti and again roast from the patterned side.Once both sides are lightly browned hold the roti with a tong, remove it from tawa and place it directly on flames.Flip and roast from both sides till it's evenly cooked from all sides , place it on a plate and brush the patterned side with ghee.Serve Spiced Khooba Roti (Rajasthani Pinched Flatbread Recipe) with with Rabodi Ki Sabzi Recipe and Besan Aur Mirch Ki Sabzi Recipe for dinner or lunch.
","To prepare Spiced Khooba Roti (Rajasthani Pinched Flatbread Recipe), in a large mixing bowl, add flour, salt, crushed cumin and ghee.Mix together with your hand to form crumbs.Now gradually add warm water and knead the flour to make a soft and pliable dough.Cover the dough with a muslin cloth and allow it to rest for 10 mins.Heat a flat iron tawa/skillet and meanwhile start making the roti.Pinch a large lemon sized ball from the dough and roll it to make a ball.Dust the counter well and roll out the dough ball to make a thick round roti.Place the thick roti on the tawa and dry roast from bottom side.While the roti is roasting from bottom, start pinching the top and make impressions. You can make impressions in any pattern you want.Flip the roti and again roast from the patterned side.Once both sides are lightly browned hold the roti with a tong, remove it from tawa and place it directly on flames.Flip and roast from both sides till it's evenly cooked from all sides , place it on a plate and brush the patterned side with ghee.Serve Spiced Khooba Roti (Rajasthani Pinched Flatbread Recipe) with with Rabodi Ki Sabzi Recipe and Besan Aur Mirch Ki Sabzi Recipe for dinner or lunch.",http://www.archanaskitchen.com/spiced-khooba-roti-rajasthani-pinched-flatbread-recipe
8425,एप्पल कुकुम्बर सलाद रेसिपी - Apple Cucumber Salad Recipe,Apple Cucumber Salad Recipe - Apple Cucumber Salad Recipe,"1 सेब - काट ले,1 ककड़ी - गोल गोल काट ले,3 टहनी पुदीना - काट ले,नमक - स्वाद अनुसार,1/2 छोटा चम्मच पूरी काली मिर्च - क्रश कर ले,1 छोटा चम्मच शहद,1 छोटा चम्मच निम्बू का रस","1 apple - chopped, 1 cucumber - cut round round, 3 sprigs mint - chopped, salt - as per taste, crush 1/2 tsp whole pepper - 1 tsp honey, 1 tsp lemon juice",15,0,15,4,Continental,Appetizer,Vegetarian,"एप्पल कुकुम्बर सलाद रेसिपी बनाने के लिए एक मिक्सिंग बाउल में सेब, शहद, निम्बू का रस, काली मिर्च, नमक डाले और मिला ले.अब इसमें पुदीने के पत्ते डाले और फिर से मिला ले. परोसे। एप्पल कुकुम्बर सलाद रेसिपी को लेमन कोरिएंडर सूप और ब्रोकली पनीर मेयो सैंडविच के साथ परोसे।
","To make Apple Kukumbar Salad Recipe, add apple, honey, lemon juice, black pepper, salt and mix in a mixing bowl. Now add mint leaves and mix it again. Serve. Serve the Apple Cucumber Salad Recipe with Lemon Coriander Soup and Broccoli Cheese Mayo Sandwich.",https://www.archanaskitchen.com/apple-cucumber-salad-recipe-in-hindi
8426,वेजिटेबल उत्तपम रेसिपी - Vegetable Uttapam (Recipe In Hindi),Vegetable Uttapam Recipe (Vegetable Uttapam),"1 कप इडली डोसा मिश्रण,1/4 कप प्याज - बारीक काट ले,1/4 कप शिमला मिर्च (हरी) - बारीक काट ले,1/4 कप गाजर - बारीक काट ले,1 टमाटर - बारीक काट ले,2 हरी मिर्च - बारीक काट ले,2 बड़े चमच्च हरा धनिया - बारीक काट ले,तेल - प्रयोग अनुसार","1 cup idli dosa mixture, 1/4 cup onion - finely chopped, 1/4 cup capsicum (green) - finely chopped, 1/4 cup carrots - finely chopped, 1 tomato - finely chopped, 2 green chilies - finely chopped, 2 tablespoons coriander - finely chopped, oil - as per use",10,10,20,2,South Indian Recipes,South Indian Breakfast,Vegetarian,"वेजिटेबल उत्तपम बनाने के लिए सबसे पहले डोसा मिश्रण को एक बाउल में डाल दे. साड़ी सब्ज़िओ को बारीक काट कर अलग से रख दे.अब एक नॉन स्टिक तवा पैट थोड़ा तेल डाले। तेल के गरम होने के बाद इडली डोसा मिश्रण को तवे के बिच में डाले और गोल आकार का उत्तपम बना ले. थोड़ा मोटा रखे.ऊपर से एक एक करके सारी कटी हुई सब्जिआ डाले, साइड में थोड़ा तेल डाले। निचे से पकने दे. थोड़ी देर बाद उत्तपम को पलट दे. थोड़ा तेल डाले और 2 से 3 मिनट तक पकने दे. गरमा गरम परोसे. वेजिटेबल उत्तपम को मिक्स्ड वेजिटेबल सांबर और नारियल की चटनी के साथ नाश्ते के लिए परोसे।
","वेजिटेबल उत्तपम बनाने के लिए सबसे पहले डोसा मिश्रण को एक बाउल में डाल दे. साड़ी सब्ज़िओ को बारीक काट कर अलग से रख दे.अब एक नॉन स्टिक तवा पैट थोड़ा तेल डाले। तेल के गरम होने के बाद इडली डोसा मिश्रण को तवे के बिच में डाले और गोल आकार का उत्तपम बना ले. थोड़ा मोटा रखे.ऊपर से एक एक करके सारी कटी हुई सब्जिआ डाले, साइड में थोड़ा तेल डाले। निचे से पकने दे. थोड़ी देर बाद उत्तपम को पलट दे. थोड़ा तेल डाले और 2 से 3 मिनट तक पकने दे. गरमा गरम परोसे. वेजिटेबल उत्तपम को मिक्स्ड वेजिटेबल सांबर और नारियल की चटनी के साथ नाश्ते के लिए परोसे।
",https://www.archanaskitchen.com/vegetable-uttapam-recipe-in-hindi
8432,Herbed Tofu & Spinach In Tomato Basil Sauce Recipe,Herbed Tofu & Spinach In Tomato Basil Sauce Recipe,"250 grams Tofu,100 grams Spinach - torn,1 Red Bell pepper (Capsicum) - sliced,1 Onion - finely chopped,4 cloves Garlic - finely chopped,2 cup Homemade tomato puree,2 tablespoon Mixed Herbs (Dried),2 tablespoon Extra Virgin Olive Oil,1/2 teaspoon Cayenne Pepper,1/2 teaspoon Black pepper powder,1/2 cup Water,1 teaspoon Corn flour,Salt - to taste","250 grams Tofu,100 grams Spinach - torn,1 Red Bell pepper (Capsicum) - sliced,1 Onion - finely chopped,4 cloves Garlic - finely chopped,2 cup Homemade tomato puree,2 tablespoon Mixed Herbs (Dried),2 tablespoon Extra Virgin Olive Oil,1/2 teaspoon Cayenne Pepper,1/2 teaspoon Black pepper powder,1/2 cup Water,1 teaspoon Corn flour,Salt - to taste",15,30,45,4,Continental,Dinner,Vegetarian,"To begin making Herbed Tofu & Spinach In Tomato Basil Sauce first remove the tofu from the cover and keep it in between paper towels to remove any excess water. Next heat oil in a skillet, once oil is hot add onions and saute till the onions turn translucent. Then add garlic and saute for a minute. Add the tomato puree and saute.Cook covered on low heat till the tomatoes are cooked completely and becomes a thick paste. All the raw smell of the tomatoes should go away. This will take about 15 minutes. Stir in between to make sure that the tomatoes do not stick to the bottom of the pan.After the tomatoes are cooked add one tablespoon of mixed herbs and the capsicum. Saute for a minute. Next add the torn up spinach pieces and saute. Add 1/2 cup of water and season with salt and pepper. Cook covered for 5 more minutes and turn off gas.Now remove the tofu from the paper towels and place on a plate.Sprinkle cornflour and mixed herbs on both the sides of the tofu.Heat a pan and add some oil. Pan fry tofu till it turns golden brown on the outside.Place the tomato, capsicum, spinach sauce on a serving plate and then place the herbed seared tofu on the top and the Herbed Tofu & Spinach In Tomato Basil Sauce is ready to be served Serve Herbed Tofu & Spinach In Tomato Basil Sauce with Cream Of Mushroom & Spring Onion Soup , Creamy Polenta and No-Bake Strawberry Cream Cheese Dessert for a lovely weeknight dinner.
","To begin making Herbed Tofu & Spinach In Tomato Basil Sauce first remove the tofu from the cover and keep it in between paper towels to remove any excess water. Next heat oil in a skillet, once oil is hot add onions and saute till the onions turn translucent. Then add garlic and saute for a minute. Add the tomato puree and saute.Cook covered on low heat till the tomatoes are cooked completely and becomes a thick paste. All the raw smell of the tomatoes should go away. This will take about 15 minutes. Stir in between to make sure that the tomatoes do not stick to the bottom of the pan.After the tomatoes are cooked add one tablespoon of mixed herbs and the capsicum. Saute for a minute. Next add the torn up spinach pieces and saute. Add 1/2 cup of water and season with salt and pepper. Cook covered for 5 more minutes and turn off gas.Now remove the tofu from the paper towels and place on a plate.Sprinkle cornflour and mixed herbs on both the sides of the tofu.Heat a pan and add some oil. Pan fry tofu till it turns golden brown on the outside.Place the tomato, capsicum, spinach sauce on a serving plate and then place the herbed seared tofu on the top and the Herbed Tofu & Spinach In Tomato Basil Sauce is ready to be served Serve Herbed Tofu & Spinach In Tomato Basil Sauce with Cream Of Mushroom & Spring Onion Soup , Creamy Polenta and No-Bake Strawberry Cream Cheese Dessert for a lovely weeknight dinner.
",http://www.archanaskitchen.com/herbed-tofu-spinach-in-tomato-basil-sauce-recipe
8436,Matki Khichdi Recipe - Palak Pudina Moth Bean Khichdi Recipe,Matki Khichdi Recipe - Palak Pudina Moth Bean Khichdi Recipe,"3/4 cup Rice,1 cup Moth Dal (Matki) - soaked overnight,1 Onion - finely chopped,1 cup Spinach - roughly chopped,1/2 cup Mint Leaves (Pudina) - roughly chopped,1/2 teaspoon Garam masala powder,1 teaspoon Cumin seeds (Jeera),1 teaspoon Black pepper powder,1 teaspoon Asafoetida (hing),2 teaspoons Ghee,Salt - to taste,1 tablespoon Ghee,4 cloves Garlic - finely chopped","3/4 cup Rice,1 cup Moth Dal (Matki) - soaked overnight,1 Onion - finely chopped,1 cup Spinach - roughly chopped,1/2 cup Mint Leaves (Pudina) - roughly chopped,1/2 teaspoon Garam masala powder,1 teaspoon Cumin seeds (Jeera),1 teaspoon Black pepper powder,1 teaspoon Asafoetida (hing),2 teaspoons Ghee,Salt - to taste,1 tablespoon Ghee,4 cloves Garlic - finely chopped",10,20,30,4,North Indian Recipes,Dinner,Vegetarian,"To begin making Hariyali Matki Khichdi (Palak Pudina Moth Bean Khichdi Recipe), wash and soak the moth beans overnight.Wash and soak the rice for 10 minutes before starting to cook.Heat 2 teaspoons of ghee in a pressure pan, add the cumin seeds, whole peppercorns and let it crackle.Add the asafoetida, onions and saute until it turns translucent.Once the onions turn translucent, add the chopped spinach and mint leaves, saute until it wilts a bit.Drain and add the soaked moth beans and rice.Add 4 cups of water, season with salt, garam masala and pressure cook the Matki Khichdi for 3 to 4 whistles. Switch off the heat. And let the pressure release naturally.Open the lid and gently mix the Matki Khichdi together.Now, heat the remaining ghee in a small tadka pan, add the chopped garlic cloves and fry until it turns golden. Switch off the heat.Pour this crispy garlic tadka over the prepared Matki Khichdi.Garnish with more fresh mint leaves and serve Hariyali Matki Khichdi recipe along with Rajasthani Kadhi, Satvik Sprouts Salad and Roasted Papad for a weeknight dinner.
","To begin making Hariyali Matki Khichdi (Palak Pudina Moth Bean Khichdi Recipe), wash and soak the moth beans overnight.Wash and soak the rice for 10 minutes before starting to cook.Heat 2 teaspoons of ghee in a pressure pan, add the cumin seeds, whole peppercorns and let it crackle.Add the asafoetida, onions and saute until it turns translucent.Once the onions turn translucent, add the chopped spinach and mint leaves, saute until it wilts a bit.Drain and add the soaked moth beans and rice.Add 4 cups of water, season with salt, garam masala and pressure cook the Matki Khichdi for 3 to 4 whistles. Switch off the heat. And let the pressure release naturally.Open the lid and gently mix the Matki Khichdi together.Now, heat the remaining ghee in a small tadka pan, add the chopped garlic cloves and fry until it turns golden. Switch off the heat.Pour this crispy garlic tadka over the prepared Matki Khichdi.Garnish with more fresh mint leaves and serve Hariyali Matki Khichdi recipe along with Rajasthani Kadhi, Satvik Sprouts Salad and Roasted Papad for a weeknight dinner.
",http://www.archanaskitchen.com/matki-khichdi-recipe-palak-pudina-moth-bean-khichdi-recipe
8438,पिस्ता लेमन कुकी रेसिपी - Pistachio Lemon Cookie Recipe, Pistachio Lemon Cookie Recipe,"1-3/4 कप मैदा (ऑल पर्पस आटा),1 छोटा चम्मच बेकिंग पाउडर,1/2 छोटा चम्मच नमक,1/2 कप मक्खन,1/2 कप शक्कर,1/3 कप शहद,3 बड़े चम्मच हंग दही,1 छोटा चम्मच निम्बू जेस्ट,1 बड़ा चम्मच निम्बू का रस,1/4 कप पिस्ता - पीस ले,आईसींग शक्कर","1-3 / 4 cups maida (all purpose flour), 1 tsp baking powder, 1/2 tsp salt, 1/2 cup butter, 1/2 cup sugar, 1/2 cup honey, 3 tablespoons hung curd, 1 teaspoon lemon juice, 1 tablespoon lemon juice, 1/4 cup pistachios, grind, icing sugar",20,40,60,5,Continental,Snack,Vegetarian,"पिस्ता लेमन कुकी रेसिपी बनाने के लिए सबसे पहले एक बड़े बाउल में मैदा, नमक और बेकिंग पाउडर को मिला कर छान ले. अलग से रख दे. एक दूसरे बाउल में मक्खन, शक्कर डाले और ब्लेंडर की मदद से अच्छी तरह से फेट ले. अब इसमें दही, शहद, निम्बू का ज़ेस्ट, निम्बू का रस डाले और अच्छी तरह से मिला ले.अच्छी तरह से मिलाने के बाद इसमें आटे का मिश्रण, पिस्ता डाले और फिर से अच्छी तरह से मिला ले.अब इस मिश्रण से छोटे छोटे गोले बना ले और उन्हें क्लिंज फिल्म से ढक ले. इसे फ्रिज में 2 से 3 घंटे के लिए रख दे. अब ओवन को 180 C पर गरम कर ले. एक बेकिंग शीट पर पार्चमेंट पेपर लगा ले.अब इन कूकीज को बेकिंग ट्रे में रखें और ओवन में डाल दे. 10 से 12 मिनट तक सुनहरा भूरा होने तक पका ले. 12 मिनट बाद निकाले और ठंडा होने के लिए अलग से रख ले. परोसे। पिस्ता लेमन कुकी रेसिपी को शाम के वक़्त मसाला चाय या फ़िल्टर कॉफ़ी के साथ परोसे।
","पिस्ता लेमन कुकी रेसिपी बनाने के लिए सबसे पहले एक बड़े बाउल में मैदा, नमक और बेकिंग पाउडर को मिला कर छान ले. अलग से रख दे. एक दूसरे बाउल में मक्खन, शक्कर डाले और ब्लेंडर की मदद से अच्छी तरह से फेट ले. अब इसमें दही, शहद, निम्बू का ज़ेस्ट, निम्बू का रस डाले और अच्छी तरह से मिला ले.अच्छी तरह से मिलाने के बाद इसमें आटे का मिश्रण, पिस्ता डाले और फिर से अच्छी तरह से मिला ले.अब इस मिश्रण से छोटे छोटे गोले बना ले और उन्हें क्लिंज फिल्म से ढक ले. इसे फ्रिज में 2 से 3 घंटे के लिए रख दे. अब ओवन को 180 C पर गरम कर ले. एक बेकिंग शीट पर पार्चमेंट पेपर लगा ले.अब इन कूकीज को बेकिंग ट्रे में रखें और ओवन में डाल दे. 10 से 12 मिनट तक सुनहरा भूरा होने तक पका ले. 12 मिनट बाद निकाले और ठंडा होने के लिए अलग से रख ले. परोसे। पिस्ता लेमन कुकी रेसिपी को शाम के वक़्त मसाला चाय या फ़िल्टर कॉफ़ी के साथ परोसे।
",https://www.archanaskitchen.com/pistachio-lemon-cookie-recipe-in-hindi
8440,Mango & Lemon Bar Recipe,Mango & Lemon Bar Recipe,"1 1/2 cups All Purpose Flour (Maida),1/4 teaspoon Salt,1/4 cup Icing Sugar,1/2 cup Butter - at room temperature,1 cup Sugar,2 tablespoons All Purpose Flour (Maida),4 Whole Eggs,1 1/2 cups Mango Pulp (Puree),1/3 cup Lemon juice,1 tablespoon Lemon zest,1 teaspoon Vanilla Extract","1 1/2 cups All Purpose Flour (Maida),1/4 teaspoon Salt,1/4 cup Icing Sugar,1/2 cup Butter - at room temperature,1 cup Sugar,2 tablespoons All Purpose Flour (Maida),4 Whole Eggs,1 1/2 cups Mango Pulp (Puree),1/3 cup Lemon juice,1 tablespoon Lemon zest,1 teaspoon Vanilla Extract",60,30,90,6,Continental,Snack,Eggetarian,"To begin making the Mango & Lemon Bar Recipe, heat the butter in a heavy bottomed pan, on medium heat, while constantly swirling it, until it turns a deep golden/brown colour.Take care to constantly move the butter around and keep the heat on medium so that the butter does not burn.Cool the butter and chill it for 30 minutes in the freezer until it solidified again. Cut the butter into 8-10 squares.Preheat your oven at 180 degrees C, while you prepare the rest of the ingredients.In a mixing bowl, measure out the flour. Add the sugar and salt to it and mix. Place the cubed, cold butter into the flour mixture and rub it into the flour using your fingers till it resembles bread crumbs.You may alternatively do this in a food processor, by blending together the flour, sugar and salt and then adding in butter and pulsing it a couple of times until the butter is completely incorporated.Once the butter is incorporated into the flour mixture, transfer the mixture into a greased pan layered with parchment paper. Press the flour mixture firmly into the pan, into an even layer, using your fingers.Next, place the tray in the oven and bake the crust/base for about 15 minutes at 180 C, until the edges set and the crust looks slightly browned.While the crust is baking, prepare the filling. To do this, first whisk the sugar and flour together. Then beat in the eggs one by one, followed by the mango puree and lemon juice. Mix everything well until just incorporated.When the crust is baked, take it out of the oven and pour the mango and lemon filling over the hot baked base.Reduce the temperature of the oven to 160 C and return the pan to oven. This time around, bake it for 22-24 minutes, until the filling is set.Take the lemon bars out of the oven and set it aside to cool completely. You may also do this by placing the pan in the fridge. Then, using a damp knife, slice baked dish into bars, so you get even edges and serve them chilled.Serve the Mango & Lemon Bars for your next Tea party along with Potato Basil Fritters Recipe and Masala Chai  or to pack as a special treat in your child’s snack box.
","To begin making the Mango & Lemon Bar Recipe, heat the butter in a heavy bottomed pan, on medium heat, while constantly swirling it, until it turns a deep golden/brown colour.Take care to constantly move the butter around and keep the heat on medium so that the butter does not burn.Cool the butter and chill it for 30 minutes in the freezer until it solidified again. Cut the butter into 8-10 squares.Preheat your oven at 180 degrees C, while you prepare the rest of the ingredients.In a mixing bowl, measure out the flour. Add the sugar and salt to it and mix. Place the cubed, cold butter into the flour mixture and rub it into the flour using your fingers till it resembles bread crumbs.You may alternatively do this in a food processor, by blending together the flour, sugar and salt and then adding in butter and pulsing it a couple of times until the butter is completely incorporated.Once the butter is incorporated into the flour mixture, transfer the mixture into a greased pan layered with parchment paper. Press the flour mixture firmly into the pan, into an even layer, using your fingers.Next, place the tray in the oven and bake the crust/base for about 15 minutes at 180 C, until the edges set and the crust looks slightly browned.While the crust is baking, prepare the filling. To do this, first whisk the sugar and flour together. Then beat in the eggs one by one, followed by the mango puree and lemon juice. Mix everything well until just incorporated.When the crust is baked, take it out of the oven and pour the mango and lemon filling over the hot baked base.Reduce the temperature of the oven to 160 C and return the pan to oven. This time around, bake it for 22-24 minutes, until the filling is set.Take the lemon bars out of the oven and set it aside to cool completely. You may also do this by placing the pan in the fridge. Then, using a damp knife, slice baked dish into bars, so you get even edges and serve them chilled.Serve the Mango & Lemon Bars for your next Tea party along with Potato Basil Fritters Recipe and Masala Chai  or to pack as a special treat in your child’s snack box.",https://www.archanaskitchen.com/mango-lemon-bar-recipe
